stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur;Niederschlag (mm);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
GSB;18710612;-;40;-;751.9;2.5;0;-;-2;7.4
GSB;18710613;-;50;-;754.9;2.3;0;-;-0.5;4.6
GSB;18710614;-;20;-;757.2;7;0;-;4;11.1
GSB;18710615;-;40;-;757.3;7.3;0;-;3.8;11.2
GSB;18710616;-;90;-;757.3;4.6;0;-;4.3;6
GSB;18710617;-;70;-;754.8;3.5;0;-;3;6
GSB;18710618;-;100;-;751.9;2.4;20;-;2.8;3.4
GSB;18710619;-;100;-;750.3;1.8;31.3;-;0.2;4.6
GSB;18710620;-;80;-;750.8;1.8;7.1;-;-1.6;5
GSB;18710621;-;100;-;750.5;0;5.6;-;-1.8;4.5
GSB;18710622;-;40;-;753.7;1.3;0;-;-2.2;4.6
GSB;18710623;-;60;-;756.3;5.7;0;-;1.6;9
GSB;18710624;-;50;-;756.5;5.9;0;-;3.3;9.4
GSB;18710625;-;100;-;749.5;1.3;2.3;-;-1;3.4
GSB;18710626;-;100;-;750.1;-4.8;6.3;-;-6.2;-2.4
GSB;18710627;-;100;-;751.5;-5.3;2.1;-;-6;-3.6
GSB;18710628;-;70;-;752.7;-1.1;0;-;-4;1
GSB;18710629;-;30;-;753.9;3.7;0;-;0;7.6
GSB;18710630;-;70;-;756.4;9.7;0;-;6.2;13
GSB;18710701;-;80;-;758;8.1;0;-;5.2;10.8
GSB;18710702;-;70;-;756.6;7;0;-;5.5;10.3
GSB;18710703;-;90;-;753.1;3;12.2;-;0;7
GSB;18710704;-;20;-;758.3;5.8;0;-;-1;10.2
GSB;18710705;-;90;-;759.7;3.8;5.7;-;2;6
GSB;18710706;-;30;-;762.1;2;0;-;-0.8;5.5
GSB;18710707;-;0;-;762.1;7.2;0;-;6;12.6
GSB;18710708;-;20;-;760.9;9.6;0;-;5.8;12.4
GSB;18710709;-;60;-;761.4;10.3;7.6;-;7.5;14.5
GSB;18710710;-;80;-;758.6;7.6;0;-;6.8;10.2
GSB;18710711;-;100;-;753.4;4;15;-;0.5;6.4
GSB;18710712;-;70;-;754.9;-0.6;7.2;-;-1.3;1.2
GSB;18710713;-;50;-;759;5.6;0;-;3.2;8.4
GSB;18710714;-;30;-;760.8;8;0;-;5.3;10.8
GSB;18710715;-;70;-;762.3;8.7;0;-;7;11.8
GSB;18710716;-;40;-;764;10.4;0;-;6.8;14.4
GSB;18710717;-;0;-;764.5;12.4;0;-;7.6;15.8
GSB;18710718;-;0;-;763.8;14;0;-;10.4;17.3
GSB;18710719;-;40;-;761.7;14.3;4.6;-;12.1;17.5
GSB;18710720;-;80;-;757.3;9.3;0;-;5.8;13
GSB;18710721;-;20;-;757.6;7.4;0;-;3;10.7
GSB;18710722;-;30;-;758.3;11.7;0;-;7.4;15
GSB;18710723;-;90;-;756;8.8;5.6;-;8.2;11
GSB;18710724;-;90;-;752;5.7;11.5;-;2.8;9.6
GSB;18710725;-;90;-;747.9;1.8;8.2;-;1.2;5.8
GSB;18710726;-;10;-;751.4;7.2;0;-;1.2;1.3
GSB;18710727;-;70;-;757.5;8.4;0;-;7;12.5
GSB;18710728;-;90;-;761;7.8;0;-;6.2;10.7
GSB;18710729;-;10;-;761.1;10.4;0;-;6.2;14.5
GSB;18710730;-;90;-;756.1;7;0;-;5.3;11.6
GSB;18710731;-;90;-;758.2;0.9;0;-;0;3.8
GSB;18710801;-;20;-;757.2;5.5;0;-;-0.2;7.8
GSB;18710802;-;70;-;757.6;6.7;0;-;3;10.2
GSB;18710803;-;100;-;753.8;3.3;45;-;2.8;4.5
GSB;18710804;-;90;-;753.7;2.3;13.5;-;0;5
GSB;18710805;-;100;-;755.8;-0.4;0;-;-1.5;2
GSB;18710806;-;10;-;760;2.8;0;-;-2.2;6.7
GSB;18710807;-;10;-;759.9;8.1;0;-;5.3;11.8
GSB;18710808;-;70;-;759;7.4;0;-;5.2;10.3
GSB;18710809;-;60;-;758.6;7.8;0;-;6.5;10.4
GSB;18710810;-;50;-;758;7.1;0;-;4.5;10.3
GSB;18710811;-;60;-;758.6;8.4;0;-;4.2;12.4
GSB;18710812;-;80;-;759.6;8.4;6.6;-;7;11.3
GSB;18710813;-;80;-;759.4;8.4;0;-;6.4;10.2
GSB;18710814;-;60;-;758.5;10.7;0;-;7.2;13.4
GSB;18710815;-;90;-;756.9;7.9;11.9;-;6.4;10.8
GSB;18710816;-;80;-;755.6;6.3;9.9;-;3.8;11
GSB;18710817;-;100;-;754.6;4.1;0;-;3.8;5
GSB;18710818;-;50;-;755;8;0;-;5.9;10.6
GSB;18710819;-;70;-;758.1;6.3;0;-;4.5;9.2
GSB;18710820;-;10;-;762.1;8.5;0;-;4.8;11.4
GSB;18710821;-;20;-;762.9;9.8;0;-;7.2;14.8
GSB;18710822;-;90;-;761.1;8.3;5.2;-;6;11.6
GSB;18710823;-;50;-;759.9;7.6;0;-;6;10.8
GSB;18710824;-;0;-;761.8;10.1;0;-;8.9;11.9
GSB;18710825;-;0;-;763.9;12.9;0;-;9;16.4
GSB;18710826;-;20;-;764.5;11.6;0;-;9.1;14.8
GSB;18710827;-;50;-;763.4;8;0;-;6;14.5
GSB;18710828;-;0;-;762.7;8.4;0;-;6.1;11.1
GSB;18710829;-;0;-;762.1;9.4;0;-;7.5;12.8
GSB;18710830;-;0;-;763.5;9;0;-;6.8;12.2
GSB;18710831;-;40;-;763.9;10;0;-;6;13.8
GSB;18710901;-;50;-;765.3;9.7;6.2;-;8;11.9
GSB;18710902;-;60;-;765;9.6;0;-;8.2;12.2
GSB;18710903;-;30;-;762.3;10.5;0;-;7.3;13.4
GSB;18710904;-;70;-;761.9;9.7;0;-;5.7;12.8
GSB;18710905;-;50;-;763.1;9.7;0;-;7.2;12.8
GSB;18710906;-;0;-;762.7;9.6;0;-;7;12.7
GSB;18710907;-;30;-;761;10;0;-;7.2;12.8
GSB;18710908;-;80;-;756.5;7.6;0;-;6.5;9.3
GSB;18710909;-;90;-;755;5.7;0;-;3.8;8.8
GSB;18710910;-;60;-;756.6;7.5;0;-;5.8;10.3
GSB;18710911;-;80;-;755.4;6.2;0;-;5;8.3
GSB;18710912;-;70;-;755;5.8;4.2;-;5.2;8.2
GSB;18710913;-;10;-;756.1;7;0;-;4.2;10
GSB;18710914;-;50;-;759.3;7.1;0;-;5.2;10.4
GSB;18710915;-;20;-;759.9;7.3;0;-;5.1;10.3
GSB;18710916;-;70;-;760.1;6.5;0;-;5;8.5
GSB;18710917;-;80;-;756.9;5;4.8;-;3.8;8.2
GSB;18710918;-;90;-;751.9;3.2;0;-;2.2;5
GSB;18710919;-;10;-;752;3;0;-;0.6;5.2
GSB;18710920;-;50;-;752.9;4.7;0;-;2.8;6.9
GSB;18710921;-;90;-;747.9;1.2;50.7;-;0.4;3.6
GSB;18710922;-;70;-;752.2;3.1;2.7;-;1.3;5.6
GSB;18710923;-;40;-;755.3;6;0;-;2.8;9
GSB;18710924;-;90;-;751.9;3;12.7;-;1.4;6.3
GSB;18710925;-;90;-;748.7;4.3;0;-;1.8;7.4
GSB;18710926;-;90;-;745.3;1.1;12;-;0;3.5
GSB;18710927;-;70;-;749.1;3.5;5.5;-;2;6.1
GSB;18710928;-;50;-;751.5;3;0;-;0.6;5.4
GSB;18710929;-;50;-;756.3;6;0;-;3.8;9.6
GSB;18710930;-;80;-;755.1;3.9;14;-;0.2;8.4
GSB;18711001;-;90;-;745.6;0.3;12.3;-;0;2.1
GSB;18711002;-;100;-;742.2;-3.1;18.3;-;-3.8;-1.6
GSB;18711003;-;90;-;742.3;0.2;16.5;-;-2;3
GSB;18711004;-;50;-;747.4;-1.2;0;-;-7.6;4
GSB;18711005;-;100;-;751.2;-1.1;17.1;-;-3.2;3.8
GSB;18711006;-;30;-;756.2;-0.5;0;-;-2.1;4.7
GSB;18711007;-;80;-;755;0.5;2.5;-;-0.4;2.6
GSB;18711008;-;30;-;755.6;2.3;0;-;0.8;6.4
GSB;18711009;-;80;-;757.1;2.2;0;-;1;4.2
GSB;18711010;-;60;-;759.7;1.2;7.6;-;0;4.8
GSB;18711011;-;60;-;756.5;2.5;0;-;-2.8;6.8
GSB;18711012;-;90;-;752.4;-4.3;31.8;-;-6.1;-0.8
GSB;18711013;-;0;-;757.9;-1.1;0;-;-6.3;3.4
GSB;18711014;-;20;-;755.1;0.6;0;-;-5;4
GSB;18711015;-;10;-;753.8;1.4;0;-;-1;4
GSB;18711016;-;0;-;754.8;1.9;0;-;0;6
GSB;18711017;-;0;-;758;3.8;0;-;1.6;6.8
GSB;18711018;-;0;-;756.9;2.8;0;-;0.7;6.7
GSB;18711019;-;20;-;752.4;1.5;0;-;-1.3;4.5
GSB;18711020;-;50;-;753.9;-0.7;0;-;-4;2.4
GSB;18711021;-;30;-;758.7;1.8;0;-;0;4.3
GSB;18711022;-;60;-;758.7;-1.1;0;-;-4.9;2.2
GSB;18711023;-;90;-;753.9;-4.7;4.6;-;-4.7;-3
GSB;18711024;-;10;-;750.8;-3.4;0;-;-4.2;-1.2
GSB;18711025;-;20;-;749.2;-5.6;0;-;-7.4;-3.4
GSB;18711026;-;30;-;748.4;-7.6;0;-;-9;-5
GSB;18711027;-;40;-;747.1;-6.9;0;-;-8;-4.8
GSB;18711028;-;10;-;747.5;-5.3;0;-;-8.8;-3
GSB;18711029;-;0;-;747.1;-1.1;0;-;-3.6;3.3
GSB;18711030;-;20;-;747.2;-1.5;0;-;-3.3;1
GSB;18711031;-;100;-;749.5;-1.8;0;-;-2.8;-0.5
GSB;18711101;-;90;-;747;-2;0;-;-3.2;0
GSB;18711102;-;30;-;745.6;-0.9;0;-;-3.2;1.2
GSB;18711103;-;10;-;746.4;0.1;0;-;-2;2.2
GSB;18711104;-;0;-;747;-0.6;0;-;-2.4;2.4
GSB;18711105;-;80;-;750.8;-4.7;0;-;-6.4;-3
GSB;18711106;-;80;-;749;-5;0;-;-6.2;-3.8
GSB;18711107;-;90;-;744.4;-5;0;-;-6;-4.2
GSB;18711108;-;90;-;741.6;-2.7;0;-;-3.8;-2
GSB;18711109;-;80;-;739;-6.8;14.6;-;-9.7;-5.2
GSB;18711110;-;0;-;742.4;-11.8;0;-;-12.2;-9.5
GSB;18711111;-;70;-;740;-8.7;0;-;-9.5;-7.8
GSB;18711112;-;100;-;737.1;-9.1;10.1;-;-11;-6.2
GSB;18711113;-;50;-;742.5;-8.1;0;-;-11.8;-5.3
GSB;18711114;-;90;-;750.8;-7.4;0;-;-8.1;-5.7
GSB;18711115;-;70;-;748.7;-5.8;0;-;-8.6;-4.7
GSB;18711116;-;100;-;742.4;-8.2;8.4;-;-9.7;-6.3
GSB;18711117;-;50;-;737.1;-11.9;0;-;-13.3;-8.2
GSB;18711118;-;80;-;742.7;-14.6;0;-;-16;-13.3
GSB;18711119;-;70;-;745.8;-15.8;0;-;-17;-14.2
GSB;18711120;-;0;-;745.8;-14.1;0;-;-17.7;-12.1
GSB;18711121;-;0;-;744.5;-9.7;0;-;-11.8;-8.2
GSB;18711122;-;10;-;745.6;-7.7;0;-;-8.8;-5.3
GSB;18711123;-;80;-;746.4;-7.3;0;-;-8.9;-5.5
GSB;18711124;-;10;-;742.3;-9;0;-;-10.1;-7.2
GSB;18711125;-;90;-;741.5;-10.9;0;-;-11.5;-10.2
GSB;18711126;-;50;-;740.2;-9.1;0;-;-10.6;-7.3
GSB;18711127;-;0;-;741.4;-8.1;0;-;-9.5;-4
GSB;18711128;-;90;-;742.4;-8.5;0;-;-9;-7.5
GSB;18711129;-;90;-;737.8;-6.9;0;-;-8.6;-6
GSB;18711130;-;20;-;736.3;-9.9;0;-;-12.2;-6.3
GSB;18711201;-;100;-;733.4;-14.6;0;-;-15.6;-9.4
GSB;18711202;-;30;-;741.8;-14.3;0;-;-17;-9
GSB;18711203;-;0;-;740.8;-11.5;0;-;-13;-9.6
GSB;18711204;-;60;-;737.1;-17.1;0;-;-19.2;-16.1
GSB;18711205;-;70;-;736.9;-20.7;0;-;-21.7;-19.8
GSB;18711206;-;70;-;739;-19.4;0;-;-22.8;-16.8
GSB;18711207;-;60;-;737.6;-21.4;0;-;-24;-18.8
GSB;18711208;-;0;-;745.6;-17.4;0;-;-21.6;-13.8
GSB;18711209;-;0;-;748.6;-12.8;0;-;-16.4;-10
GSB;18711210;-;0;-;746.6;-12.4;0;-;-15;-10
GSB;18711211;-;0;-;749.2;-12.4;0;-;-16.5;-11
GSB;18711212;-;0;-;752.3;-12.4;0;-;-14;-11.2
GSB;18711213;-;0;-;755.5;-9.4;0;-;-14.4;-7
GSB;18711214;-;30;-;755.6;-7.4;0;-;-8.2;-6
GSB;18711215;-;0;-;753.2;-8.8;0;-;-10;-7.4
GSB;18711216;-;0;-;751.6;-8;0;-;-11.2;-5.7
GSB;18711217;-;0;-;752.6;-5.3;0;-;-6.8;-3.7
GSB;18711218;-;20;-;754;-4.8;0;-;-7;-3.3
GSB;18711219;-;30;-;755.4;-4.8;0;-;-6.4;-2.6
GSB;18711220;-;40;-;754.1;-6.2;0;-;-9.2;-3.8
GSB;18711221;-;60;-;749.2;-10.7;0;-;-11.9;-9
GSB;18711222;-;80;-;743.8;-11.3;0;-;-11.9;-10
GSB;18711223;-;50;-;745.5;-9.3;0;-;-9.8;-8
GSB;18711224;-;0;-;754;-7.4;0;-;-8.2;-6.1
GSB;18711225;-;0;-;754.5;-5.4;0;-;-7;-2.1
GSB;18711226;-;0;-;750.7;-4.8;0;-;-6;-2.4
GSB;18711227;-;0;-;747.4;-5.6;0;-;-7.2;-4.2
GSB;18711228;-;0;-;744.8;-8.4;0;-;-10.2;-6
GSB;18711229;-;0;-;746;-9.5;0;-;-11.6;-6.2
GSB;18711230;-;0;-;750.7;-9.2;0;-;-10;-6.8
GSB;18711231;-;50;-;749.7;-10;0;-;-11.2;-7.6
GSB;18720101;-;90;-;750;-10.6;2.6;-;-11.2;-9.6
GSB;18720102;-;0;-;750.5;-9;0;-;-12;-6.2
GSB;18720103;-;80;-;749.5;-8.4;0;-;-10.1;-5.8
GSB;18720104;-;20;-;748.9;-8.9;0;-;-11.9;-6
GSB;18720105;-;80;-;748.2;-4.3;5.7;-;-4.8;-3
GSB;18720106;-;100;-;748.3;-3.3;5.6;-;-4.2;-1.7
GSB;18720107;-;80;-;745.2;-7;7;-;-9.8;-4.2
GSB;18720108;-;60;-;734.1;-10.9;3;-;-13.1;-9.4
GSB;18720109;-;70;-;731.9;-13.1;0;-;-14.6;-8.4
GSB;18720110;-;50;-;742.6;-15;0;-;-16.1;-13.2
GSB;18720111;-;0;-;748.3;-10.1;0;-;-13;-7.8
GSB;18720112;-;10;-;750.5;-7.9;0;-;-8.4;-6.8
GSB;18720113;-;0;-;753.1;-6.1;0;-;-8.3;-4.2
GSB;18720114;-;50;-;749.6;-5.6;5;-;-7.6;-3.6
GSB;18720115;-;0;-;745.9;-9.8;0;-;-11.2;-7.2
GSB;18720116;-;40;-;746;-10.5;0;-;-12;-7.2
GSB;18720117;-;40;-;747.4;-8.5;0;-;-10.4;-5.8
GSB;18720118;-;100;-;741.1;-8.8;0;-;-10;-7.4
GSB;18720119;-;100;-;735.7;-8.6;0;-;-9.4;-7.9
GSB;18720120;-;100;-;738.6;-8;0;-;-8.5;-7
GSB;18720121;-;90;-;744.8;-8.7;0;-;-9.2;-8
GSB;18720122;-;100;-;743.6;-8.6;0;-;-9.8;-8
GSB;18720123;-;100;-;739.3;-8.4;0;-;-8.4;-7.8
GSB;18720124;-;100;-;736.8;-8.2;0;-;-8.6;-7
GSB;18720125;-;90;-;736.8;-7.1;29.4;-;-7.6;-5.5
GSB;18720126;-;70;-;741;-8.6;0;-;-9.6;-6.4
GSB;18720127;-;30;-;743.4;-10.4;0;-;-11.8;-7
GSB;18720128;-;60;-;746.2;-10.1;0;-;-11.6;-7.8
GSB;18720129;-;0;-;751.3;-7.2;0;-;-10.2;-4.4
GSB;18720130;-;0;-;750.4;-6;0;-;-8.8;-2.5
GSB;18720131;-;0;-;754.3;-4.4;0;-;-6.2;-1.7
GSB;18720201;-;0;-;754.9;-4.9;0;-;-6;-2.4
GSB;18720202;-;0;-;750;-6.3;0;-;-7.8;-3
GSB;18720203;-;0;-;749;-6.5;0;-;-8;-3.2
GSB;18720204;-;0;-;749.7;-7.4;0;-;-9.5;-4.5
GSB;18720205;-;0;-;753.2;-6.7;0;-;-7.8;-4
GSB;18720206;-;30;-;755.1;-1.6;0;-;-3.6;3
GSB;18720207;-;70;-;755.3;-3.3;0;-;-4.8;-0.6
GSB;18720208;-;50;-;753.5;-6.3;0;-;-7.8;-3
GSB;18720209;-;0;-;751.6;-6.7;0;-;-8.6;-3.3
GSB;18720210;-;0;-;751.9;-7.4;0;-;-8.2;-4.7
GSB;18720211;-;30;-;750.1;-8.7;0;-;-10;-6.4
GSB;18720212;-;90;-;746.7;-9.5;0;-;-10.5;-8.3
GSB;18720213;-;90;-;746;-8.4;0;-;-10;-7
GSB;18720214;-;10;-;746.3;-9.8;0;-;-11.7;-7.8
GSB;18720215;-;90;-;740.8;-9.9;2.4;-;-10.4;-8.2
GSB;18720216;-;90;-;739.9;-8.2;0;-;-9.5;-6.6
GSB;18720217;-;20;-;748.9;-10.4;0;-;-11.8;-6.7
GSB;18720218;-;0;-;752;-10.4;0;-;-11.8;-8
GSB;18720219;-;40;-;751.7;-7.8;0;-;-11.8;-5.3
GSB;18720220;-;70;-;752.2;-4.4;0;-;-6.2;-2
GSB;18720221;-;90;-;752.3;-7.4;0;-;-8.6;-5.2
GSB;18720222;-;30;-;753.3;-6.4;0;-;-8;-2.1
GSB;18720223;-;90;-;751.4;-8.3;0;-;-9.4;-7
GSB;18720224;-;90;-;750.7;-4.2;3.9;-;-7.3;-2
GSB;18720225;-;90;-;747.9;-1.4;8.9;-;-3;3.1
GSB;18720226;-;90;-;739.8;-6.8;7.9;-;-9;-2.4
GSB;18720227;-;100;-;740.1;-10.9;0;-;-14.2;-8
GSB;18720228;-;0;-;748.4;-7.5;0;-;-14.2;-2.4
GSB;18720229;-;0;-;752.9;-4.1;0;-;-5.7;-1.9
GSB;18720301;-;20;-;753.7;-1.3;0;-;-4;3.2
GSB;18720302;-;80;-;755.3;-4.1;0;-;-5;0
GSB;18720303;-;0;-;759.1;-4.5;0;-;-6.8;-1.8
GSB;18720304;-;40;-;759.9;-7.3;0;-;-8.2;-4.2
GSB;18720305;-;0;-;756.8;-3.6;0;-;-5;0
GSB;18720306;-;60;-;749.7;-7.4;0;-;-8.8;-5
GSB;18720307;-;100;-;746.7;-7.4;0;-;-8;-5.7
GSB;18720308;-;100;-;747.5;-7.2;0;-;-7.8;-6
GSB;18720309;-;100;-;750.3;-5.8;0;-;-6.3;-4.2
GSB;18720310;-;100;-;749.5;-4.4;29.3;-;-5.8;-1.9
GSB;18720311;-;100;-;748.4;-3.9;0;-;-6;0.2
GSB;18720312;-;40;-;749.5;-3.4;0;-;-6;0.4
GSB;18720313;-;0;-;745.5;-2.8;0;-;-5.2;1.4
GSB;18720314;-;40;-;738.6;-5.8;0;-;-7.6;-2.5
GSB;18720315;-;40;-;741.7;-5;0;-;-8.3;-0.8
GSB;18720316;-;10;-;750.6;-5.2;0;-;-7.3;-2
GSB;18720317;-;0;-;753.5;-3;0;-;-6.8;0.2
GSB;18720318;-;40;-;748.4;-1.5;0;-;-8;4.6
GSB;18720319;-;100;-;738.3;-10;3.6;-;-11.4;-7.5
GSB;18720320;-;100;-;737.6;-13.3;0;-;-15.5;-10
GSB;18720321;-;90;-;735.1;-12.2;3.5;-;-16.6;-9
GSB;18720322;-;80;-;735.8;-10;3;-;-12;-7
GSB;18720323;-;70;-;738.7;-9.1;2.3;-;-11.5;-5
GSB;18720324;-;90;-;734;-6.6;7.6;-;-9;-2.5
GSB;18720325;-;80;-;731.9;-12.7;0;-;-14.2;-10.5
GSB;18720326;-;0;-;737.8;-9.7;0;-;-15;-5.2
GSB;18720327;-;10;-;748.2;-6.5;0;-;-11.4;-2.5
GSB;18720328;-;60;-;753;0.7;0;-;-3.5;3.3
GSB;18720329;-;70;-;752.5;-0.6;0;-;-3.4;3.4
GSB;18720330;-;100;-;746.3;-3.4;0;-;-3.5;-2
GSB;18720331;-;90;-;745.4;-4.4;0;-;-6.5;-2.2
GSB;18720401;-;40;-;745.9;-2.1;0;-;-6.8;3
GSB;18720402;-;90;-;742.1;-3.9;7.5;-;-6.4;0.4
GSB;18720403;-;20;-;740.5;-6.8;0;-;-10.4;-3.1
GSB;18720404;-;80;-;743.1;-4.9;0;-;-8.2;-2
GSB;18720405;-;100;-;745.6;-4.3;16.9;-;-5.3;-2
GSB;18720406;-;90;-;750.7;-1.4;2.2;-;-4.4;3.4
GSB;18720407;-;80;-;755.2;-1.1;0;-;-4;4.4
GSB;18720408;-;50;-;757.5;-1.6;0;-;-5;2
GSB;18720409;-;100;-;747.3;-7.9;0;-;-10.8;-3.6
GSB;18720410;-;80;-;751.1;-7.9;0;-;-11.2;-3.7
GSB;18720411;-;0;-;754.2;-1.3;0;-;-7;3.2
GSB;18720412;-;0;-;756.1;-0.8;0;-;-5;4
GSB;18720413;-;0;-;757;2.2;0;-;-0.5;6
GSB;18720414;-;10;-;755.6;2.1;0;-;-0.8;5
GSB;18720415;-;0;-;754.7;2.6;0;-;0.3;6.4
GSB;18720416;-;10;-;750.5;0.4;0;-;-3;3.4
GSB;18720417;-;20;-;743.3;-0.3;0;-;-3;2.6
GSB;18720418;-;60;-;739.8;-1.3;0;-;-4.4;1.6
GSB;18720419;-;100;-;741.7;-2.4;26.8;-;-3;-1.2
GSB;18720420;-;100;-;737.5;-2.6;23.8;-;-2.7;-1
GSB;18720421;-;90;-;734.7;-4.2;6.9;-;-5.6;-2
GSB;18720422;-;100;-;739.8;-5;0;-;-6;-3.5
GSB;18720423;-;100;-;742.4;-3.3;17.6;-;-4.4;-1.6
GSB;18720424;-;50;-;746.6;-2.9;1.5;-;-3.6;-1
GSB;18720425;-;90;-;749.4;-3;12;-;-4.5;0
GSB;18720426;-;20;-;753.7;-1.1;0;-;-6.4;1.8
GSB;18720427;-;90;-;752;-0.1;0;-;-2.8;2.5
GSB;18720428;-;40;-;752.4;1;0;-;-2;3.8
GSB;18720429;-;100;-;755.2;2.6;0;-;0.4;7.2
GSB;18720430;-;80;-;754.3;3.1;0;-;0;6.6
GSB;18720501;-;80;-;754.1;2.5;0;-;1.7;5
GSB;18720502;-;90;-;755.3;2.3;0;-;-0.5;7
GSB;18720503;-;70;-;756.5;1.4;2.3;-;-0.8;5
GSB;18720504;-;70;-;752.2;2.5;12.4;-;0;5.6
GSB;18720505;-;100;-;748.1;-0.6;15.8;-;-0.5;0.3
GSB;18720506;-;80;-;746.9;-1.2;13.4;-;-1.6;0.2
GSB;18720507;-;50;-;749.6;1.1;0;-;-3;4.8
GSB;18720508;-;100;-;749;0.7;0;-;-0.4;2.8
GSB;18720509;-;90;-;745;-2.9;8.2;-;-7.2;0.6
GSB;18720510;-;90;-;743.6;-6.8;0;-;-7.6;-3.2
GSB;18720511;-;80;-;743.4;-4.7;4.2;-;-8.2;0
GSB;18720512;-;100;-;741.1;-4.4;17.7;-;-8.4;1.8
GSB;18720513;-;70;-;744;-6.9;5.4;-;-10.6;-2.4
GSB;18720514;-;100;-;751.3;-4.2;9.2;-;-6.5;-2.2
GSB;18720515;-;80;-;754.6;-1;0;-;-4.6;1.2
GSB;18720516;-;60;-;752.8;2.9;0;-;0.4;5.7
GSB;18720517;-;90;-;749.7;2.3;1.2;-;0.8;5.3
GSB;18720518;-;100;-;748;0.5;4.4;-;0.4;1.7
GSB;18720519;-;100;-;750.3;1.1;0;-;0.2;2.6
GSB;18720520;-;100;-;751.4;1;27.6;-;0;2.8
GSB;18720521;-;100;-;747.2;-0.1;76.7;-;-2;2.8
GSB;18720522;-;100;-;747.9;-2.2;3.7;-;-3.5;0
GSB;18720523;-;80;-;751.1;-2.3;5;-;-5.2;-0.2
GSB;18720524;-;100;-;749.2;-2;31.7;-;-2.4;-0.9
GSB;18720525;-;100;-;750.5;-1.7;3.1;-;-3.5;2.4
GSB;18720526;-;100;-;755.3;-1.1;0;-;-3.2;2.3
GSB;18720527;-;90;-;755.2;1.5;0;-;-1.4;7.1
GSB;18720528;-;80;-;755.3;0.6;0;-;-2.4;3.8
GSB;18720529;-;90;-;754.3;2.2;0;-;-1.8;8.6
GSB;18720530;-;90;-;753.1;1.2;0;-;-1.3;4
GSB;18720531;-;90;-;752.2;3.7;0;-;-0.7;9.5
GSB;18720601;-;100;-;750.3;-1.6;6.5;-;-3.2;1
GSB;18720602;-;80;-;751.1;2.1;0;-;-1;8
GSB;18720603;-;100;-;746.7;-0.2;19.7;-;-2.6;4.4
GSB;18720604;-;100;-;749.3;-2.1;3.3;-;-3.5;0.3
GSB;18720605;-;100;-;749.1;-4.5;0;-;-5.2;-2.8
GSB;18720606;-;80;-;752.8;1.6;0;-;-1.4;5
GSB;18720607;-;70;-;753.7;4.4;0;-;1.7;10
GSB;18720608;-;30;-;754.4;5.1;0;-;1.2;10
GSB;18720609;-;90;-;750.8;2.6;26.2;-;0.8;5.8
GSB;18720610;-;100;-;748.4;0.5;0;-;-0.6;3.7
GSB;18720611;-;90;-;751.4;0.5;0;-;-1.4;4.3
GSB;18720612;-;90;-;751.8;1.4;0;-;0.6;3.6
GSB;18720613;-;10;-;752.8;4.9;0;-;-0.9;9.4
GSB;18720614;-;60;-;757.5;6.4;0;-;3.6;11
GSB;18720615;-;40;-;763.2;8.1;0;-;3;13.5
GSB;18720616;-;60;-;764.2;7.6;0;-;5;11.4
GSB;18720617;-;30;-;760.2;7.1;0;-;4.6;10.4
GSB;18720618;-;20;-;756.9;7.9;0;-;4.8;12.8
GSB;18720619;-;40;-;754.6;8;0;-;4.1;12.9
GSB;18720620;-;90;-;754.8;4.3;7.9;-;1.4;10.8
GSB;18720621;-;80;-;757.6;3.2;0;-;1.5;6.4
GSB;18720622;-;10;-;760.1;8.1;0;-;4;12.4
GSB;18720623;-;40;-;759.8;8.9;0;-;5.8;12.3
GSB;18720624;-;50;-;757.7;9.4;0;-;7.3;12.7
GSB;18720625;-;90;-;756.8;8.9;5.4;-;7.1;12.2
GSB;18720626;-;100;-;756.5;2.5;12.4;-;0.8;5.5
GSB;18720627;-;80;-;758;1.9;0;-;-1.8;5.1
GSB;18720628;-;20;-;758.6;8.2;0;-;4.2;11.6
GSB;18720629;-;10;-;757.5;9;0;-;5.4;13.4
GSB;18720630;-;90;-;755.3;5.2;4.2;-;4.7;8.8
GSB;18720701;-;50;-;756.6;6.2;0;-;3.5;9.3
GSB;18720702;-;80;-;757.4;5;0;-;2.9;9
GSB;18720703;-;90;-;757.5;2.8;0;-;0.9;5
GSB;18720704;-;70;-;757.5;2.9;0;-;0.6;5.6
GSB;18720705;-;20;-;757.1;4.8;0;-;1.2;8
GSB;18720706;-;0;-;754.5;6.7;0;-;3.9;9.5
GSB;18720707;-;80;-;755.2;6.9;0;-;3.8;11.5
GSB;18720708;-;90;-;754.5;2.7;14.3;-;3.1;3.8
GSB;18720709;-;90;-;754;3.9;8.3;-;3;6.2
GSB;18720710;-;30;-;755.3;4.8;0;-;1;7.6
GSB;18720711;-;50;-;758.4;9.4;0;-;5.5;14.1
GSB;18720712;-;80;-;760.7;9.5;3.2;-;7;12.5
GSB;18720713;-;80;-;758.9;7.7;27.7;-;5.2;11.1
GSB;18720714;-;30;-;754.7;5.5;0;-;3;10.4
GSB;18720715;-;90;-;753.4;3.4;0;-;1.7;6.8
