stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Maximaltemperatur
CHD;19451125;-;-;5;77;901.1;0;-0.6;-6.5;80.7;4
CHD;19451126;-;-;0;0;900.6;0;-1.3;-7;62.3;4
CHD;19451127;-;-;0;43;899.3;0;-1.9;-7;81.3;2.5
CHD;19451128;-;-;0;0;901.7;0;-3.9;-8.5;65;1
CHD;19451129;-;-;0;0;899.8;0;-1.3;-8;57;5.5
CHD;19451130;-;-;0;0;899.9;0;-0.8;-7;58;4.5
CHD;19451201;-;-;0;33;902.3;1.6;2.9;-4.5;57.7;10.6
CHD;19451202;-;-;0;100;902.7;0.6;3.8;-4.6;91;7
CHD;19451203;-;-;0;77;902.7;4.6;0.8;-0.8;83.3;4
CHD;19451204;-;-;4;67;903;13;-3.5;-7;79;2.2
CHD;19451205;-;-;12;100;896.5;6.5;-0.8;-10;81;1
CHD;19451206;-;-;20;100;898.5;11.3;-2.9;-6;81.7;1
CHD;19451207;-;-;35;100;899.9;2.6;-4.1;-5.6;82;1
CHD;19451208;-;-;40;67;896.1;0;-11.6;-15.4;75;-1
CHD;19451209;-;-;40;33;895.2;0;-16.1;-20.5;68.3;-6.5
CHD;19451210;-;-;35;67;896.7;0;-14.3;-20;66.7;-9
CHD;19451211;-;-;30;33;899.9;0;-11.3;-18;76.7;-7.5
CHD;19451212;-;-;25;60;904.8;0;-4.1;-15;58.3;-1
CHD;19451213;-;-;20;67;902.9;3;-2;-10.5;62.7;1.6
CHD;19451214;-;-;20;100;903.5;0;-0.2;-10;80;3.5
CHD;19451215;-;-;30;100;902.7;0;-3.5;-9;64.7;0
CHD;19451216;-;-;30;27;900.6;0;-0.5;-8;63;3
CHD;19451217;-;-;15;67;890.8;0;2.8;-6;55.7;6.5
CHD;19451218;-;-;10;60;880.8;0;7;-3.5;25.3;10.5
CHD;19451219;-;-;5;83;878.7;6;4.2;2;60.7;10
CHD;19451220;-;-;6;100;887;4.6;2.2;1;83.7;8
CHD;19451221;-;-;6;83;884.7;0;0.2;-6.5;68.3;5
CHD;19451222;-;-;4;53;891.1;0;1.3;-6.5;60.7;12.5
CHD;19451223;-;-;4;93;886;0;1.4;-3;71;7.5
CHD;19451224;-;-;3;93;885.4;11;1.5;-4;56.7;5.5
CHD;19451225;-;-;15;100;886.3;6;0.6;-3;88;3
CHD;19451226;-;-;20;43;897.7;0;-3.2;-5.8;82;1
CHD;19451227;-;-;18;100;900.5;16;2;-9;95;6
CHD;19451228;-;-;10;100;896.7;21.5;4.2;-2.5;95.3;10.5
CHD;19451229;-;-;5;100;889.8;16;0.9;0;81;4
CHD;19451230;-;-;20;90;899.5;3;-1;-3;72;1.5
CHD;19451231;-;-;25;10;900.2;0;-5.9;-8.8;75.7;-0.9
CHD;19460101;-;-;25;0;900.2;0;-10.8;-15.5;69;-4.9
CHD;19460102;-;-;23;37;903.9;0;-7.2;-14.8;70.7;-1.1
CHD;19460103;-;-;22;0;905.2;0;-12.2;-15.5;74.7;-7.2
CHD;19460104;-;-;22;0;906.8;0;-11.4;-17.5;67.3;-6.5
CHD;19460105;-;-;20;33;906.7;0;-5.2;-17;59.7;-0.9
CHD;19460106;-;-;18;0;906;0;-4.9;-11.5;46.3;0
CHD;19460107;-;-;15;0;905;0;-3;-9.5;49.3;2.5
CHD;19460108;-;-;10;0;903;0;-2.9;-7;52;2.5
CHD;19460109;-;-;8;0;902;0.1;-3;-7.5;53;1
CHD;19460110;-;-;5;100;903.8;8;4.9;-7.5;73;7
CHD;19460111;-;-;5;30;907.6;0;2.2;0;72.7;7
CHD;19460112;-;-;5;93;902.3;11.5;2;-2;72.7;11
CHD;19460113;-;-;7;93;904.8;11.5;-0.1;-1.6;81;5.5
CHD;19460114;-;-;15;30;904.5;0;-8;-8.6;51.3;-1.5
CHD;19460115;-;-;12;13;904;0;-10.4;-12;42;-3.5
CHD;19460116;-;-;12;0;901;0;-11.8;-13.8;55;-7
CHD;19460117;-;-;12;37;899.2;0;-10.6;-17;64.7;-6.5
CHD;19460118;-;-;10;83;894.3;1.6;-0.2;-16;38.3;2.5
CHD;19460119;-;-;10;87;892.5;0;-2.2;-3.5;83;2
CHD;19460120;-;-;10;53;901.8;0;-1.9;-7;73;1.5
CHD;19460121;-;-;10;33;905.4;0;-6.3;-9.5;74.3;-1
CHD;19460122;-;-;9;100;900.9;0;-3.6;-10;68.3;-1.5
CHD;19460123;-;-;9;93;896.7;0;-1.7;-7;64.7;2
CHD;19460124;-;-;8;47;904;0;-2.8;-5.5;72.3;1
CHD;19460125;-;-;8;0;905.4;0;-3.4;-7.5;69.7;1.5
CHD;19460126;-;-;7;0;901;0;-0.6;-7.5;56.7;5
CHD;19460127;-;-;5;43;899.9;0;-0.5;-5.5;58.7;4.5
CHD;19460128;-;-;5;100;903.4;0;0.7;-4;76.7;3.5
CHD;19460129;-;-;4;100;900.8;5.8;2.7;-3;70.3;5
CHD;19460130;-;-;4;100;892.6;31.6;2.1;-2.5;90.7;5.5
CHD;19460131;-;-;35;67;902.6;0;-4.1;-6.4;67.3;1.5
CHD;19460201;-;-;35;87;902.5;0;0.1;-7.5;75.3;5.5
CHD;19460202;-;-;20;60;897.3;8;0.7;-6.5;71.7;6.6
CHD;19460203;-;-;15;50;905.5;0;-0.1;-6;72;3.5
CHD;19460204;-;-;12;93;901.9;11.5;6.2;-6;53.7;10.5
CHD;19460205;-;-;10;100;904.3;9.9;1.8;1;71;6
CHD;19460206;-;-;3;100;903.7;38.5;2.7;0.5;95.7;4.5
CHD;19460207;-;-;2;100;909.9;2.5;2.9;1;93;4.5
CHD;19460208;-;-;1;100;901.8;10.2;4.4;1.5;68.3;8.5
CHD;19460209;-;-;3;100;889.8;29;-1.2;-2;84.3;5.5
CHD;19460210;-;-;50;83;904;6.5;-1.8;-4;76;2.5
CHD;19460211;-;-;50;100;906.7;0.5;0;-4;72.3;4.5
CHD;19460212;-;-;40;100;904.5;0;0.2;-2.5;79.7;3
CHD;19460213;-;-;30;43;906.7;0;-2.8;-5.6;66;3
CHD;19460214;-;-;30;0;908.3;0;-4.9;-10;62;1
CHD;19460215;-;-;27;0;913.4;0;0.2;-10;69.3;4
CHD;19460216;-;-;25;0;910.4;0;-2.7;-8.5;75.3;3.4
CHD;19460217;-;-;25;100;906.2;0;-0.2;-7.5;75.7;2.5
CHD;19460218;-;-;22;33;904.8;0;-0.4;-3;69.7;5
CHD;19460219;-;-;20;97;902.2;0;0.8;-5;66;5
CHD;19460220;-;-;15;100;895;13.5;1;-3;66.3;4
CHD;19460221;-;-;35;100;891.8;14.4;-3.9;-4.5;85;0
CHD;19460222;-;-;65;100;899.4;6.2;-4.3;-6;64.3;-0.5
CHD;19460223;-;-;80;100;896.9;5;-1.2;-6;63.7;1.2
CHD;19460224;-;-;80;93;895.9;5.5;0;-4.5;51.7;4
CHD;19460225;-;-;70;100;894.3;7;2.6;-2.5;81;5.5
CHD;19460226;-;-;50;73;894.9;0;2.8;0;70.3;9
CHD;19460227;-;-;45;83;889.6;0;3.8;-2;48.7;11
CHD;19460228;-;-;35;53;883.5;0;5.1;-1.5;48;12
CHD;19460301;-;-;30;93;880.2;0.3;1.1;-2.2;53;8
CHD;19460302;-;-;30;100;884;0;-3.9;-5.5;65.3;4
CHD;19460303;-;-;20;100;878.9;0;-4.2;-8;71;0.5
CHD;19460304;-;-;15;67;879.4;0;-3.5;-7.5;67.3;1.5
CHD;19460305;-;-;15;10;885.9;0;-5.3;-10.5;68;6.8
CHD;19460306;-;-;12;50;886;0;-0.9;-10;58;6
CHD;19460307;-;-;10;80;883.9;0;1;-6;63.3;7.5
CHD;19460308;-;-;10;90;884;0;0.5;-3;82.3;5
CHD;19460309;-;-;10;100;887.4;0;0;-2;83;3
CHD;19460310;-;-;8;70;892;0;1;-1.5;70.3;6
CHD;19460311;-;-;8;67;893.6;4.2;1.5;-1;76.7;8
CHD;19460312;-;-;6;13;889.7;0;0.6;-3.6;71;8
CHD;19460313;-;-;5;63;882;1.8;2.7;-4;38;8.1
CHD;19460314;-;-;6;93;886.6;9.2;1.6;-0.5;89.3;4.5
CHD;19460315;-;-;5;60;894.6;0;3.3;-2;66.3;10.4
CHD;19460316;-;-;0;70;898;0;2.6;-2;67.3;8.5
CHD;19460317;-;-;0;87;904.3;0;0.9;-2.5;75.3;6.5
CHD;19460318;-;-;0;0;906.9;0;-0.3;-5;58.7;6.8
CHD;19460319;-;-;0;0;908.1;0;0.8;-6.5;55;8.5
CHD;19460320;-;-;0;20;909.1;0;3.8;-5.5;48.3;12.2
CHD;19460321;-;-;0;80;909.5;0;5.9;-2;47.3;14.5
CHD;19460322;-;-;0;40;901.4;9.8;10.1;-0.5;37;18
CHD;19460323;-;-;0;70;903.8;0.6;7.6;1.5;53.7;13.5
CHD;19460324;-;-;0;100;902.4;15.8;7.2;3.8;83.7;13.5
CHD;19460325;-;-;0;67;906.4;0.6;5.6;4;90.7;10.5
CHD;19460326;-;-;0;0;904.6;0;6.8;0;64;15
CHD;19460327;-;-;0;0;905.7;0;7.1;0.5;65;16
CHD;19460328;-;-;0;3;906.6;0;8.7;1;60;18
CHD;19460329;-;-;0;37;904.8;0;9.6;1.5;60.3;17.5
CHD;19460330;-;-;0;13;906.8;0;9.5;2.5;62;18
CHD;19460331;-;-;0;10;905.6;0;8.1;-2;65.3;17.1
CHD;19460401;-;-;0;7;905.6;0;9;1.5;56.3;18.4
CHD;19460402;-;-;0;0;907.3;0;9.3;2;54.3;18.5
CHD;19460403;-;-;0;7;908.1;0;9.7;2.4;48.3;19.1
CHD;19460404;-;-;0;20;906.1;0;9;2.2;39;18.2
CHD;19460405;-;-;0;67;901;0;7.4;2.6;47.7;15.5
CHD;19460406;-;-;0;93;902.5;0;7.8;0.5;65.7;15
CHD;19460407;-;-;0;80;906.4;0;6.7;3.5;73.3;11.5
CHD;19460408;-;-;0;33;905.1;0;8.4;3.3;56.3;17
CHD;19460409;-;-;0;37;905.3;0;9.6;1.8;48;18.5
CHD;19460410;-;-;0;100;900.7;0;5.3;2;74.3;12.5
CHD;19460411;-;-;0;0;900.1;0;5.2;-2.8;59.3;13
CHD;19460412;-;-;0;0;897.9;0;8.4;-1.5;49.3;16.6
CHD;19460413;-;-;0;0;896.4;0;10.2;1.5;53.3;18.5
CHD;19460414;-;-;0;60;898.5;3.5;10.9;3;62;20
CHD;19460415;-;-;0;73;899.9;6.5;10.1;5.5;63.7;19.5
CHD;19460416;-;-;0;57;902.7;0;9;3.5;66;16.5
CHD;19460417;-;-;0;33;905.2;0.4;9.6;2;63;18
CHD;19460418;-;-;0;77;898.7;2;10.7;4.2;70.3;18.5
CHD;19460419;-;-;0;93;903.1;0;8;3;77;15
CHD;19460420;-;-;0;33;905.3;0;8.7;4;67;15.5
CHD;19460421;-;-;0;43;904;0.6;11.2;6.8;53.3;20
CHD;19460422;-;-;0;87;902.3;2.4;7.2;5.4;83.3;11.1
CHD;19460423;-;-;0;93;900.5;0;7.9;4.2;69;13.5
CHD;19460424;-;-;0;63;896.3;0;8.8;2.5;53.3;16
CHD;19460425;-;-;0;27;892.7;1.2;8.1;0.5;59.7;15.5
CHD;19460426;-;-;0;87;887.4;0;10.2;-0.5;53.7;18.4
CHD;19460427;-;-;0;100;886.3;2.6;9.6;4.5;67.3;15
CHD;19460428;-;-;0;37;888.5;0.5;7.4;3.5;65.7;14
CHD;19460429;-;-;0;83;889.3;0.2;7.6;0.5;57.3;15
CHD;19460430;-;-;0;67;892.4;0.6;7.4;2.5;67.7;17
CHD;19460501;-;-;0;10;896;0;10.1;2.5;57.7;19.5
CHD;19460502;-;-;0;17;896.3;0;13.6;5.5;50.7;22
CHD;19460503;-;-;0;53;895.7;0;12.4;9;45.7;20.6
CHD;19460504;-;-;0;77;895.4;0.1;12.6;9;49.7;21
CHD;19460505;-;-;0;97;891.6;4.2;11.5;9;60.3;17.1
CHD;19460506;-;-;0;77;892;0.6;11.2;7.1;73;17
CHD;19460507;-;-;0;90;897.5;6.8;12.1;7;67.3;18.1
CHD;19460508;-;-;0;80;900.8;0.5;11.8;7.5;65.7;16.6
CHD;19460509;-;-;0;10;898.2;0;12.3;8.5;55.7;20.8
CHD;19460510;-;-;0;67;899.8;2;11.9;8.5;67.7;19.5
CHD;19460511;-;-;0;70;901.2;6.2;12;9;68.3;19
CHD;19460512;-;-;0;77;894;0;12.8;8.5;50;17
CHD;19460513;-;-;0;100;886.2;20.5;10.5;7.2;63.3;17.5
CHD;19460514;-;-;0;100;886.1;10.3;8.9;6;72.3;15.5
CHD;19460515;-;-;0;100;892.9;0;3.7;2.8;84.3;10
CHD;19460516;-;-;0;87;896.4;0;6.9;0;45;13.5
CHD;19460517;-;-;0;70;899.2;1;8.3;5.5;43.7;14.3
CHD;19460518;-;-;0;87;900.4;0;9.2;4.8;58.7;16.8
CHD;19460519;-;-;0;30;900.6;0;11.7;7.6;52.7;19.5
CHD;19460520;-;-;0;83;898.2;14.5;13.9;6.6;67;19.3
CHD;19460521;-;-;0;50;899.1;0;10.7;7.5;61.7;19.5
CHD;19460522;-;-;0;70;897.9;2;13;8.5;54.7;20
CHD;19460523;-;-;0;93;895.8;6.9;11.5;6.6;70.7;16.5
CHD;19460524;-;-;0;67;893.2;9.2;11.7;8;72.3;19
CHD;19460525;-;-;0;77;890.7;2.2;13.4;8.4;54.3;20.2
CHD;19460526;-;-;0;93;891.2;2.4;10.1;7.2;59.3;14.5
CHD;19460527;-;-;0;23;896.1;0;11.2;5.6;42.3;17.8
CHD;19460528;-;-;0;33;896.5;0;14.8;7.5;54;21.6
CHD;19460529;-;-;0;83;896.9;6.7;10.4;7.2;74.7;18.5
CHD;19460530;-;-;0;47;898;7.6;14.1;6.8;52.7;20.4
CHD;19460531;-;-;0;80;896.3;3.7;13.8;8.6;57.7;19.8
CHD;19460601;-;-;0;97;891.6;34.2;13.6;8.8;59.3;17.5
CHD;19460602;-;-;0;63;894.9;1.9;10.1;7;59.7;16.6
CHD;19460603;-;-;0;83;900.7;1.5;9.8;5.5;50.7;17.3
CHD;19460604;-;-;0;60;904.6;0;12.1;5.5;60;18.8
CHD;19460605;-;-;0;57;902.5;0;13.6;4;48.7;23.1
CHD;19460606;-;-;0;73;901.7;0;16.8;6;46;24.2
CHD;19460607;-;-;0;60;903.6;20;15.6;11.5;63.3;25
CHD;19460608;-;-;0;40;902.6;20.5;16.4;8.5;67.3;26
CHD;19460609;-;-;0;37;902.9;4;16.8;10;58;24
CHD;19460610;-;-;0;100;899.9;10.6;12.6;10.5;85.3;16
CHD;19460611;-;-;0;100;899.7;3.2;9.8;8.5;82;13
CHD;19460612;-;-;0;73;898.7;33;9;5;61.3;15.7
CHD;19460613;-;-;0;100;895.8;58.1;2.3;1;93;7.5
CHD;19460614;-;-;0;60;903.6;5.3;5.7;2.2;77;12.9
CHD;19460615;-;-;0;43;900.8;10.6;10.4;0;47.7;17.3
CHD;19460616;-;-;0;100;902.8;15.5;8.5;4.5;84.7;12.4
CHD;19460617;-;-;0;83;903.8;0;11.9;5.2;55.7;16.6
CHD;19460618;-;-;0;83;903.2;0;13.6;6.5;54;18.5
CHD;19460619;-;-;0;67;902.9;0;14.7;9;47;19.6
CHD;19460620;-;-;0;80;904.6;0;12.3;8.5;58;18
CHD;19460621;-;-;0;100;903.8;34.2;10;8.6;83;13
CHD;19460622;-;-;0;100;900.1;5.5;5.9;3;86.3;9.5
CHD;19460623;-;-;0;100;901.5;2.6;8.2;3;69.7;12.1
CHD;19460624;-;-;0;93;903.8;0;10.6;6;60;16.5
CHD;19460625;-;-;0;20;903.1;0;12.9;4.5;51.3;20.3
CHD;19460626;-;-;0;77;903.3;2.6;11.3;6.5;74.7;18.5
CHD;19460627;-;-;0;27;904.9;0;13.6;7.8;66.3;20.5
CHD;19460628;-;-;0;0;906;0;16.4;7;55.7;24
CHD;19460629;-;-;0;37;908.7;0;17.7;8.5;51;26
CHD;19460630;-;-;0;30;911.6;0;19.9;10.5;51;27.5
CHD;19460701;-;-;0;27;911.5;2.5;18.4;11.5;59.3;27.5
CHD;19460702;-;-;0;33;908.3;0;18.2;10;63.7;27
CHD;19460703;-;-;0;10;906.4;3.5;19.7;10;54.3;27.5
CHD;19460704;-;-;0;23;900.5;0;21.8;12.5;44.3;28.5
CHD;19460705;-;-;0;73;902.4;15.6;16.7;12.5;65.7;23
CHD;19460706;-;-;0;100;905;3.5;11.8;10.5;90.7;14
CHD;19460707;-;-;0;100;903.3;2.5;9;8.2;68.3;11.2
CHD;19460708;-;-;0;100;904;0;11.8;7;46.7;15
CHD;19460709;-;-;0;50;906.2;0;12.1;7.5;57.3;17.5
CHD;19460710;-;-;0;7;908.5;0;14;5.5;55;23
CHD;19460711;-;-;0;13;907.4;0;16.1;8.2;45.3;24
CHD;19460712;-;-;0;7;903.1;0;16.3;7.5;47;24
CHD;19460713;-;-;0;40;900.2;0;17.9;8.5;43;26
CHD;19460714;-;-;0;97;897.8;8.5;15.7;10;68;22
CHD;19460715;-;-;0;100;898.5;0.3;11.1;9.8;61.7;15
CHD;19460716;-;-;0;0;896.7;0;14.1;4.4;54;22
CHD;19460717;-;-;0;60;898.4;19;16.6;9;59.3;26
CHD;19460718;-;-;0;100;901.5;19.2;14.7;14;84;16.5
CHD;19460719;-;-;0;57;903.1;1;13.8;12;77.3;20
CHD;19460720;-;-;0;87;903;29.5;15.6;9.5;62;21
CHD;19460721;-;-;0;83;905.1;12.8;11.3;10;84;15.4
CHD;19460722;-;-;0;33;907.1;0;15.4;7.5;52.3;21
CHD;19460723;-;-;0;3;908;0;17.5;8.5;65.7;23.7
CHD;19460724;-;-;0;3;905.1;0;19.8;12;53.7;27.5
CHD;19460725;-;-;0;30;906.1;0;19.4;12.5;57.7;26
CHD;19460726;-;-;0;0;904.5;0;19.9;11;56;28.4
CHD;19460727;-;-;0;43;905.5;0;19.1;13.5;63.3;25.1
CHD;19460728;-;-;0;80;904.8;10.8;14.7;11.8;87;20.2
CHD;19460729;-;-;0;90;904.8;0;14.5;9.9;59;19.9
CHD;19460730;-;-;0;17;905.7;0;14.9;8.3;63.7;21.5
CHD;19460731;-;-;0;7;906;0;16.4;8.7;54.3;24
CHD;19460801;-;-;0;50;906.1;0;15.6;9.4;58;22.1
CHD;19460802;-;-;0;10;906.6;0;15.7;8.5;57.7;22.6
CHD;19460803;-;-;0;23;905.6;0;18.2;8.9;46.3;26.4
CHD;19460804;-;-;0;20;904.7;0;19.9;10.9;41;29.6
CHD;19460805;-;-;0;47;905.1;2.3;20.2;13.5;36.7;30.2
CHD;19460806;-;-;0;30;905;0;17.7;13.7;66.3;25.2
CHD;19460807;-;-;0;40;903.3;0;17.4;8.5;54;24.6
CHD;19460808;-;-;0;37;900.2;0;15.7;9.1;59;22.5
CHD;19460809;-;-;0;33;898.6;0;16.5;10;57;23.5
CHD;19460810;-;-;0;50;897.6;23.5;17.3;9.8;63;29.3
CHD;19460811;-;-;0;53;902.3;0;15.7;11.5;63;21.6
CHD;19460812;-;-;0;7;902.3;0;17;8.4;50;26
CHD;19460813;-;-;0;57;905.3;0.2;12.2;9.3;63.7;17.1
CHD;19460814;-;-;0;17;903.2;0;14.2;4.3;54;20.6
CHD;19460815;-;-;0;67;901.9;0;14.4;6.4;49.7;19.9
CHD;19460816;-;-;0;70;896.2;16.6;13.4;5;67.3;19.7
CHD;19460817;-;-;0;90;897;8.2;15.3;8;67.3;20.8
CHD;19460818;-;-;0;93;899.3;11.8;13.2;11.7;87.3;17.5
CHD;19460819;-;-;0;100;900;7.3;10.4;9.4;92.3;13.6
CHD;19460820;-;-;0;80;900;12.2;10.6;5.5;75.3;17.2
CHD;19460821;-;-;0;93;900;7.4;9.4;6.7;69.3;13.5
CHD;19460822;-;-;0;50;904.3;0;7.9;5;71;14.6
CHD;19460823;-;-;0;3;902.6;0;10.3;2.5;70.3;17.5
CHD;19460824;-;-;0;7;897.4;0;12.5;4.2;64.3;21.6
CHD;19460825;-;-;0;100;896;16.4;11.9;6.5;79;18
CHD;19460826;-;-;0;83;897.6;6.2;9.2;7.6;79.3;14.2
CHD;19460827;-;-;0;27;898.8;0;10.2;5.4;60.3;17.6
CHD;19460828;-;-;0;3;897.4;8;14;4.5;60.3;22.5
CHD;19460829;-;-;0;100;898.2;27;12.2;6.5;86.7;18
CHD;19460830;-;-;0;77;899.2;18.1;11.2;9.5;71.3;19.2
CHD;19460831;-;-;0;80;901;1.3;10.7;8.6;67;16.5
CHD;19460901;-;-;0;93;898;21.6;10.4;5.9;82.3;13.7
CHD;19460902;-;-;0;90;898.8;4.5;11.1;8.5;69;16
CHD;19460903;-;-;0;37;896.2;0;12.4;8;71;19.3
CHD;19460904;-;-;0;83;897.1;8.6;12;8.2;88;19.5
CHD;19460905;-;-;0;83;896.6;9;12.8;7.8;84.3;17.5
CHD;19460906;-;-;0;100;899.2;28.3;13.6;10.5;84.7;17.6
CHD;19460907;-;-;0;37;903.4;0;11.4;6.2;77.3;17.2
CHD;19460908;-;-;0;70;900.8;17.6;12.9;6.9;62;19
CHD;19460909;-;-;0;67;905.8;0.8;8.9;7.6;82.7;13.2
CHD;19460910;-;-;0;3;907;0;9.1;2.5;73.7;16.1
CHD;19460911;-;-;0;3;904.5;0;10.1;3.2;65.7;18.1
CHD;19460912;-;-;0;3;904.3;0;10.7;3.4;71;17.5
CHD;19460913;-;-;0;7;901.8;2.6;11.5;5.2;59.3;20
CHD;19460914;-;-;0;70;903.1;0.1;10.8;7.3;76;16.3
CHD;19460915;-;-;0;47;906;0;13.6;5.2;74;19
CHD;19460916;-;-;0;77;905.5;0;14.7;7;67;21
CHD;19460917;-;-;0;80;903.1;50.7;14.5;9.9;76.3;21.2
CHD;19460918;-;-;0;77;903.2;2.1;12.1;10.2;83;16.9
CHD;19460919;-;-;0;100;902.7;1.8;13.6;9.2;67.3;17
CHD;19460920;-;-;0;20;898.3;10.3;17.3;7.5;45.7;22.5
CHD;19460921;-;-;0;3;908.7;0;9.7;6.2;58;19.5
CHD;19460922;-;-;0;23;908.9;0;9.7;2;67.3;17
CHD;19460923;-;-;0;0;906.1;0;11.4;3.8;55;20.5
CHD;19460924;-;-;0;0;906.1;0;10.9;4.6;70.3;19.3
CHD;19460925;-;-;0;0;908.4;0;12.1;5.4;65.3;19.6
CHD;19460926;-;-;0;0;910;0;12.1;5.2;66.3;20.5
CHD;19460927;-;-;0;0;908.4;0;13.2;6.4;71.3;20.8
CHD;19460928;-;-;0;0;905.2;0;13.7;6.5;76.3;20.5
CHD;19460929;-;-;0;17;903.4;0;13.2;8.4;68.7;21
CHD;19460930;-;-;0;70;904.8;2.4;12.5;8.2;75.3;18.7
CHD;19461001;-;-;0;37;902.2;0;12.5;7.7;73;19.1
CHD;19461002;-;-;0;20;906.2;0;13.4;7.6;59.3;20.5
CHD;19461003;-;-;0;33;906.6;8.5;12.2;6.6;70.3;19.1
CHD;19461004;-;-;0;80;904.5;13.2;11.4;8.5;80;17.6
CHD;19461005;-;-;0;100;901.3;1.2;8.7;6.3;84.3;11.2
CHD;19461006;-;-;0;93;897.1;1.2;9;6.6;82.7;13.1
CHD;19461007;-;-;0;37;899.4;0;6;2.7;75.3;13
CHD;19461008;-;-;0;53;901.3;0;5.9;1.2;75;11
CHD;19461009;-;-;0;77;901.7;0;4.9;0.2;78;9.5
CHD;19461010;-;-;0;50;900.3;0;4.5;-1.1;71.3;9
CHD;19461011;-;-;0;67;900.3;0;4.7;1.2;82.3;9.5
CHD;19461012;-;-;0;3;898;0;3.8;-2.1;77;11
CHD;19461013;-;-;0;0;897.7;0;4.8;-1.2;71.3;11.4
CHD;19461014;-;-;0;0;899.2;0;4.7;-1.3;74.3;12.5
CHD;19461015;-;-;0;50;899.7;0;5.7;-1;79.7;14
CHD;19461016;-;-;0;0;901;0;4.9;-0.8;74.3;10.5
CHD;19461017;-;-;0;0;903.3;0;6.1;-1;70.3;14
CHD;19461018;-;-;0;7;902.4;0;6.6;-0.5;73.3;14
CHD;19461019;-;-;0;87;899.1;3.5;8.9;0.6;78.3;14.9
CHD;19461020;-;-;0;73;894.7;4.8;9.3;3;74.7;15.5
CHD;19461021;-;-;0;100;894.2;3.1;8.6;7.2;82.3;13.1
CHD;19461022;-;-;0;30;894.7;0.9;7.2;3.5;82;12.6
CHD;19461023;-;-;0;93;894.8;6.8;7;3.6;78.3;12.5
CHD;19461024;-;-;0;100;897.2;0;3.4;1.6;95.7;6.6
CHD;19461025;-;-;0;87;902.9;0;3.7;1;84.3;7.6
CHD;19461026;-;-;0;60;901.7;1;4.6;-2;82;8.9
CHD;19461027;-;-;0;87;897;1.2;7.4;-1.6;65;13.5
CHD;19461028;-;-;0;93;899;0.3;3.9;2.1;80;7.8
CHD;19461029;-;-;1;73;899;0;2.8;0.2;79;7.1
CHD;19461030;-;-;0;13;893.2;0.2;0.9;-3.3;64.3;5.2
CHD;19461031;-;-;0;17;892.1;0;-0.9;-5;78.7;4.2
CHD;19461101;-;-;0;53;895.3;7.2;1.2;-5.2;77.7;6.5
CHD;19461102;-;-;0;63;904.8;0;1.5;-3.4;80;6.5
CHD;19461103;-;-;0;60;907.9;0;4.3;-1.8;53;9.6
CHD;19461104;-;-;0;13;909.2;0;4.6;-0.8;41.3;11
CHD;19461105;-;-;0;27;906.4;0;5.1;-0.5;52.7;10.1
CHD;19461106;-;-;0;33;904.4;0;1.9;-2.4;72.3;5.9
CHD;19461107;-;-;0;0;896.7;0;-0.4;-3.5;82.7;4.2
CHD;19461108;-;-;0;100;887.9;0;-0.1;-3.4;82;1.6
CHD;19461109;-;-;0;73;886.4;0.5;-0.4;-3.8;85.7;1.5
CHD;19461110;-;-;1;83;890.5;0;0.4;-3.5;74;4.2
CHD;19461111;-;-;0;23;895.9;0;-1.4;-3.4;57.7;3.5
CHD;19461112;-;-;0;0;900.8;0;-3.2;-7.5;69;2.5
CHD;19461113;-;-;0;0;898.9;0;-1.1;-7.6;60.3;6.5
CHD;19461114;-;-;0;87;893.2;0;-0.5;-6;58;3
CHD;19461115;-;-;0;93;887;3.2;2.1;-4.8;68.3;6.6
CHD;19461116;-;-;0;93;887;0;1.3;-3.6;85;5.2
CHD;19461117;-;-;0;100;885.1;0.3;0.8;-2.5;80.3;4.6
CHD;19461118;-;-;0;100;882.4;5.7;2.7;-1.5;67.7;4.7
CHD;19461119;-;-;2;77;888.7;3.6;3.4;-0.5;89;7.5
CHD;19461120;-;-;0;70;888;3;5.2;-0.8;75.7;8.2
CHD;19461121;-;-;0;57;894.1;0;4.2;-0.5;78;9
CHD;19461122;-;-;0;93;898.4;4.6;3.5;-0.4;72.7;6.6
CHD;19461123;-;-;0;7;906.9;0;0.7;-1.4;78;6.2
CHD;19461124;-;-;0;27;903.1;0;2.4;-3.9;50.3;6.5
CHD;19461125;-;-;0;100;897.1;5.5;4.4;-2;49.7;7.5
CHD;19461126;-;-;0;100;898.2;4;2.7;1;94.7;5.6
CHD;19461127;-;-;0;10;902.7;0;0.1;-1.6;81;4.6
CHD;19461128;-;-;0;33;898.8;0;-0.6;-4.6;60.7;4.5
CHD;19461129;-;-;0;100;896.7;0.9;1.6;-4.5;66;4.8
CHD;19461130;-;-;0;100;898.8;9.3;3.8;-1.2;64.7;5.6
CHD;19461201;-;-;0;100;902.5;6.3;1.6;0.4;85.7;5.6
CHD;19461202;-;-;0;100;901.6;5.7;3;-1.3;80;5.6
CHD;19461203;-;-;0;70;889.8;12.3;-0.6;-2.7;97;5
