stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Sonnenscheindauer (min);Maximaltemperatur
CDF;19211223;-;-;100;899.5;0.5;-1;88;8.7;156;-
CDF;19211224;-;-;63;900.5;-2.7;-4.5;90;3.2;0;-
CDF;19211225;-;-;67;906.9;-4.5;-10.5;82.7;4.1;234;-
CDF;19211226;-;-;67;906.6;-1.7;-4;95;0;84;-
CDF;19211227;-;-;83;909;-2.1;-10.5;93;3.5;0;-
CDF;19211228;-;-;100;909;5.7;1.5;91.3;10.5;0;-
CDF;19211229;-;-;93;909.1;0.9;-0.5;93.3;13;0;-
CDF;19211230;-;-;67;912.5;-1.9;-3.5;78.7;16;0;-
CDF;19211231;-;-;93;906;-0.4;-3;93;8.4;126;-
CDF;19220101;-;-;90;914.1;-1.8;-5.5;87.7;4.6;0;-
CDF;19220102;-;-;100;904.5;2.4;-1;96.7;42.2;0;-
CDF;19220103;-;-;100;893.7;-2.1;-4;86.7;10.1;0;-
CDF;19220104;-;-;100;886.6;-5.7;-7;88.3;16.7;0;-
CDF;19220105;-;-;100;887.8;-6.5;-7.5;91.3;7;0;-
CDF;19220106;-;-;100;888.4;-6.3;-7.5;91;5.6;0;-
CDF;19220107;-;-;33;899.4;-10;-15.5;84.7;0.5;306;-
CDF;19220108;-;-;100;901.6;-0.2;-10.5;95.7;40.6;0;-
CDF;19220109;-;-;100;910.5;3.7;1;100;18;0;-
CDF;19220110;-;-;100;916.1;3.2;2.5;97.7;10.9;0;-
CDF;19220111;-;-;100;910.8;1.4;0.5;97.3;14;0;-
CDF;19220112;-;-;100;899.3;-3.1;-5;92.7;11.5;0;-
CDF;19220113;-;-;67;900.5;-9.2;-12.5;89;1;0;-
CDF;19220114;-;-;23;899.2;-11.1;-17;82.3;0;180;-
CDF;19220115;-;-;83;891.9;-8.6;-14;82.3;3.4;198;-
CDF;19220116;-;-;100;883.3;-2.1;-11;87.3;7;0;-
CDF;19220117;-;-;100;885.5;-2.3;-7.5;91.3;9;0;-
CDF;19220118;-;-;100;896.5;-3.8;-5;90.7;0.6;0;-
CDF;19220119;-;-;33;895.4;-5.6;-9;88;0;336;-
CDF;19220120;-;-;100;895.2;-1.5;-10.5;88.7;0;6;-
CDF;19220121;-;-;37;900.7;-2.9;-7;91;0;222;-
CDF;19220122;-;-;20;903.6;-5.9;-10.5;88.3;0;270;-
CDF;19220123;-;-;0;900.3;-7.1;-12.5;83;0;312;-
CDF;19220124;-;-;33;896.8;-1.6;-11.5;81.3;1;366;-
CDF;19220125;-;-;100;896;1.5;-2.5;89;0;0;-
CDF;19220126;-;-;67;896.7;0.8;-1.5;93.3;0;0;-
CDF;19220127;-;-;73;894.5;0.6;-3.5;85;7.3;234;-
CDF;19220128;-;-;100;891.3;1.7;0;93.7;0.8;0;-
CDF;19220129;-;-;77;892.4;2.2;0.5;91;8.9;216;-
CDF;19220130;-;-;43;890.5;1.8;-1.5;91.3;1;384;-
CDF;19220131;-;-;100;881.3;1.2;-1.5;93;10.8;0;-
CDF;19220201;-;-;100;896.6;0.9;-0.5;95.3;2.6;36;-
CDF;19220202;-;-;80;895.6;1.7;-3.5;90.3;18.9;126;-
CDF;19220203;-;-;100;887.6;2.8;1.5;94;55.2;0;-
CDF;19220204;-;-;100;890.3;2.2;-0.5;97;29.5;0;-
CDF;19220205;-;-;67;893;-4.5;-9.5;94.7;1.4;0;-
CDF;19220206;-;-;0;901;-14.1;-16.5;79.3;0;222;-
CDF;19220207;-;-;0;903;-13.3;-17.5;85;0;366;-
CDF;19220208;-;-;0;903.8;-8.9;-15.5;73;0;540;-
CDF;19220209;-;-;0;905.4;-3.3;-11.5;54;0;552;-
CDF;19220210;-;-;13;908.8;-4.3;-7;59.3;0;510;-
CDF;19220211;-;-;0;905;-6.4;-9;69.7;0;534;-
CDF;19220212;-;-;17;903.7;-1.4;-11.5;76.7;0;438;-
CDF;19220213;-;-;70;904.7;0.7;-4.5;82.7;0;426;-
CDF;19220214;-;-;100;904.2;0.2;-1.5;92.3;5.8;0;-
CDF;19220215;-;-;67;902.7;-1.7;-4;86.7;0.5;0;-
CDF;19220216;-;-;100;898.6;-0.3;-4.5;89;6.6;0;-
CDF;19220217;-;-;67;899;2.8;-0.5;89;1;0;-
CDF;19220218;-;-;67;897;1.5;-0.5;84.7;18;0;-
CDF;19220219;-;-;100;897.2;-2.2;-4.5;86.7;4.7;60;-
CDF;19220220;-;-;67;899;1.6;-3;93.7;4.2;0;-
CDF;19220221;-;-;83;896.3;0.6;-5;87.3;14;126;-
CDF;19220222;-;-;67;898.7;1;-0.5;92.3;1.7;0;-
CDF;19220223;-;-;80;909.6;1.3;-4;90;0.4;66;-
CDF;19220224;-;-;100;915.1;3.6;1.5;91.7;0;0;-
CDF;19220225;-;-;0;911.1;4.8;0;76.3;0;594;-
CDF;19220226;-;-;0;908.3;4.2;-1;70.3;1.6;546;-
CDF;19220227;-;-;100;908;4.5;1;93.7;9;30;-
CDF;19220228;-;-;67;908.4;6;3.5;83.7;1.8;36;-
CDF;19220301;-;-;93;903.5;5.2;0;73.3;11.4;186;-
CDF;19220302;-;-;100;907.8;0.4;-0.5;93.3;11.9;0;-
CDF;19220303;-;-;87;913.4;1.1;-3.5;88.3;0;180;-
CDF;19220304;-;-;87;910.4;6.3;1.5;89;8.7;216;-
CDF;19220305;-;-;17;910.2;5;2;75.7;0;384;-
CDF;19220306;-;-;7;904.3;7.3;0.5;69.3;0;582;-
CDF;19220307;-;-;57;897;4;0.5;65.3;2.5;102;-
CDF;19220308;-;-;100;894.4;2.6;-0.5;86;8.6;0;-
CDF;19220309;-;-;100;892.4;1.3;0;91.7;27.8;0;-
CDF;19220310;-;-;80;898.8;-0.1;-2;89;0;24;-
CDF;19220311;-;-;87;905.7;1.5;-7;82.3;0;0;-
CDF;19220312;-;-;67;910.1;6.7;-2;78.3;0;174;-
CDF;19220313;-;-;27;907.7;9;6;70.7;0;528;-
CDF;19220314;-;-;47;906.3;7.5;2;77.3;0;114;-
CDF;19220315;-;-;10;902.3;6;1;82;0;600;-
CDF;19220316;-;-;0;902.2;4.4;0;80;0;618;-
CDF;19220317;-;-;7;902.1;4.6;-1.5;80.3;0;630;-
CDF;19220318;-;-;10;901.7;6.1;-0.5;79.7;0;558;-
CDF;19220319;-;-;73;898.3;6.9;0.5;87;3.5;240;-
CDF;19220320;-;-;100;888.1;5.7;3.5;87;10.2;36;-
CDF;19220321;-;-;100;887.8;-1.5;-3.5;96.3;3;0;-
CDF;19220322;-;-;100;881.6;-2.5;-4.5;99.7;1.3;0;-
CDF;19220323;-;-;100;883.5;-4.3;-5.5;93;8.8;0;-
CDF;19220324;-;-;100;890.4;-4.7;-7.5;83.7;1;36;-
CDF;19220325;-;-;77;881.4;-1.5;-8;87;3;216;-
CDF;19220326;-;-;63;879.3;-1;-3.5;81.7;2.8;138;-
CDF;19220327;-;-;73;883.7;-1.7;-4;90.3;3.5;0;-
CDF;19220328;-;-;100;888.6;-1.2;-3.5;92;8.5;144;-
CDF;19220329;-;-;67;896.6;-2.4;-4.5;89;5.3;24;-
CDF;19220330;-;-;100;894.9;-2.2;-5;88.3;2;0;-
CDF;19220331;-;-;100;889.4;0.1;-4.5;91.3;1.8;0;-
CDF;19220401;-;-;100;886.8;-0.4;-3;94.7;15.5;0;-
CDF;19220402;-;-;100;893.5;1.4;-3.5;89.7;33.4;138;-
CDF;19220403;-;-;100;887.7;4;1;91.7;7.9;0;-
CDF;19220404;-;-;100;885.8;1.4;-1.5;90;18.4;0;-
CDF;19220405;-;-;50;894;-0.7;-5;82.7;0;348;-
CDF;19220406;-;-;37;897.9;0.6;-4.5;77.3;5.5;630;-
CDF;19220407;-;-;100;896.3;3.9;-1;85.7;30.6;18;-
CDF;19220408;-;-;100;895.4;5.9;2.5;93;37;0;-
CDF;19220409;-;-;77;898.2;0.8;-1;89;0;30;-
CDF;19220410;-;-;100;891.6;2;-3;87;20;0;-
CDF;19220411;-;-;100;889.8;5.9;2;92.3;15.5;0;-
CDF;19220412;-;-;100;896.9;5.9;2.5;88.3;4.5;96;-
CDF;19220413;-;-;43;901.7;9.9;4.5;70.3;0;354;-
CDF;19220414;-;-;13;900.9;13.4;7;52.3;0;564;-
CDF;19220415;-;-;17;898.6;15.9;9;46.7;1.9;312;-
CDF;19220416;-;-;100;900.5;2.2;1;91;28.4;0;-
CDF;19220417;-;-;100;898.3;0.1;-1;97.7;31;0;-
CDF;19220418;-;-;100;900;-1;-2.5;94.3;8.6;0;-
CDF;19220419;-;-;100;901.9;0.6;-2.5;96.7;1.2;0;-
CDF;19220420;-;-;67;902.1;1.4;0;99;0;42;-
CDF;19220421;-;-;70;899.2;1.3;-2;82.7;2.7;168;-
CDF;19220422;-;-;100;896.5;1.8;-1;85;5.4;60;-
CDF;19220423;-;-;67;900.2;1.5;-0.5;88;2.5;258;-
CDF;19220424;-;-;100;895.9;1.6;-0.5;90.7;15.5;96;-
CDF;19220425;-;-;100;896.6;0.6;-1;91;10.9;228;-
CDF;19220426;-;-;100;888.5;3.3;0;92.7;15.8;0;-
CDF;19220427;-;-;67;889.3;1.9;0;86.3;1.1;108;-
CDF;19220428;-;-;67;893.6;2.2;-2.5;85;0.5;18;-
CDF;19220429;-;-;57;894.1;4.6;-2.5;82.3;8.2;402;-
CDF;19220430;-;-;100;888.5;2.1;-0.5;88.7;5.4;90;-
CDF;19220501;-;-;100;897.4;3.6;-1;86.7;0;360;-
CDF;19220502;-;-;100;896.9;1.9;0;90.7;6.5;162;-
CDF;19220503;-;-;100;904.8;3.2;0;88;7;42;-
CDF;19220504;-;-;67;905.2;7;2.5;95.7;19.3;0;-
CDF;19220505;-;-;77;908.7;7.8;5.5;88;0;570;-
CDF;19220506;-;-;0;916.3;7.6;1;87;0;786;-
CDF;19220507;-;-;0;918.4;9.9;2;73;0;816;-
CDF;19220508;-;-;0;916.6;12.7;6;63.3;0;798;-
CDF;19220509;-;-;27;913.4;13.6;4.5;62.3;0;684;-
CDF;19220510;-;-;53;906.7;13.7;6.5;67;1.2;294;-
CDF;19220511;-;-;53;899.1;14.2;6.5;68.7;2.7;558;-
CDF;19220512;-;-;93;893.7;10.7;9;89.7;14.4;24;-
CDF;19220513;-;-;100;900;4.4;3;95.3;0;0;-
CDF;19220514;-;-;20;904.3;7.9;2;87;0;720;-
CDF;19220515;-;-;60;904.1;12;3.5;86;0;408;-
CDF;19220516;-;-;73;902.6;12.8;6;89.7;0.8;402;-
CDF;19220517;-;-;67;904.3;12.6;8.5;88;7.4;228;-
CDF;19220518;-;-;77;909;11;9.5;90.3;4.8;48;-
CDF;19220519;-;-;33;912.7;12.4;8.5;91.7;0;630;-
CDF;19220520;-;-;0;916.3;16;7;88;0;762;-
CDF;19220521;-;-;0;912.5;18.2;8;82.3;0;840;-
CDF;19220522;-;-;3;908.8;18.2;11;79.3;0;810;-
CDF;19220523;-;-;17;907.7;19.7;11.5;75;0;750;-
CDF;19220524;-;-;17;908.2;20.3;11;66.7;0;774;-
CDF;19220525;-;-;23;909.4;19.8;12;64.3;0;480;-
CDF;19220526;-;-;43;910.8;18.2;12;72.7;0;612;-
CDF;19220527;-;-;13;910.3;17.2;10.5;77.3;0;642;-
CDF;19220528;-;-;7;910.5;15.8;11.5;77;0;804;-
CDF;19220529;-;-;0;911.8;16.5;10;62.7;0;846;-
CDF;19220530;-;-;0;911.2;14.9;8;62;0;834;-
CDF;19220531;-;-;27;907.9;17.1;9.5;65.3;0;768;-
CDF;19220601;-;-;33;905.7;15.7;10.5;70;1.3;486;-
CDF;19220602;-;-;100;904.6;14;11.5;87.3;7.2;204;-
CDF;19220603;-;-;67;905.6;14.7;10;85;0.3;372;-
CDF;19220604;-;-;60;907.3;15.5;9;79;0;492;-
CDF;19220605;-;-;20;906.9;18.3;9.5;73;0.3;678;-
CDF;19220606;-;-;83;905.2;16.5;11.5;82.7;6.8;348;-
CDF;19220607;-;-;83;903.2;14;11.5;93.3;26;246;-
CDF;19220608;-;-;47;903.6;13;10;96.7;14.8;300;-
CDF;19220609;-;-;50;902;16.7;8.5;93.3;1;618;-
CDF;19220610;-;-;100;898.8;14.4;10.5;96.3;11.9;192;-
CDF;19220611;-;-;70;903.6;10.3;8.5;99.3;4.3;0;-
CDF;19220612;-;-;97;905.4;10.1;4.5;94.7;0;222;-
CDF;19220613;-;-;67;903.6;10.4;7;92.3;0;120;-
CDF;19220614;-;-;63;898.8;12.9;5;86;0.8;336;-
CDF;19220615;-;-;100;898.4;12.6;9.5;94.7;2.1;294;-
CDF;19220616;-;-;100;903;12.5;9;93.3;0;6;-
CDF;19220617;-;-;100;901.6;13.1;7;96;14.8;42;-
CDF;19220618;-;-;100;904.1;7.4;6.5;93;2.5;66;-
CDF;19220619;-;-;50;909.5;7.9;3.5;93.3;0;312;-
CDF;19220620;-;-;50;911.3;13.5;4.5;92;0;612;-
CDF;19220621;-;-;17;909.7;16;7;91.3;0;780;-
CDF;19220622;-;-;50;908.5;16.4;10;93.3;0;516;-
CDF;19220623;-;-;53;905.9;14.1;10.5;93.3;0;318;-
CDF;19220624;-;-;17;906.1;13.8;8;91.3;0;798;-
CDF;19220625;-;-;87;901.7;14.3;10;86;1.1;438;-
CDF;19220626;-;-;100;901.2;9.5;8;95;9.5;0;-
CDF;19220627;-;-;53;904.8;11.6;8;98;0.8;228;-
CDF;19220628;-;-;47;903.2;15.7;7;97;3.4;762;-
CDF;19220629;-;-;100;905;11.6;10;97.3;4;90;-
CDF;19220630;-;-;57;909.9;9.4;5;96;0;318;-
CDF;19220701;-;-;0;908.8;13.8;3.5;94.3;0;840;-
CDF;19220702;-;-;70;907.1;18.6;8;89.7;1.2;498;-
CDF;19220703;-;-;53;909.4;16.9;11.5;88.3;0;594;-
CDF;19220704;-;-;73;907.5;19.7;10.5;86.3;3.5;612;-
CDF;19220705;-;-;43;903.4;21.3;14;81.7;0.8;534;-
CDF;19220706;-;-;80;900.9;19;9.5;70.7;7.9;270;-
CDF;19220707;-;-;57;909.2;11.6;8.5;71.7;0;462;-
CDF;19220708;-;-;20;903.7;18.8;6;69;14.7;792;-
CDF;19220709;-;-;47;907.7;10.1;6;84;0.7;474;-
CDF;19220710;-;-;50;907.9;13.6;5;79.7;0.2;612;-
CDF;19220711;-;-;100;906.9;14.1;11;82.7;5.9;36;-
CDF;19220712;-;-;100;906.4;10.9;9.5;96;7.2;0;-
CDF;19220713;-;-;77;904.1;11.4;9.5;95.7;0;24;-
CDF;19220714;-;-;63;899.6;13.4;9;94;12.2;0;-
CDF;19220715;-;-;100;896.1;10;6.5;98.3;31;72;-
CDF;19220716;-;-;60;901.2;6.7;3;97.3;18.2;276;-
CDF;19220717;-;-;50;906.6;7.2;5;97.3;1.8;294;-
CDF;19220718;-;-;20;904.5;9.7;2.5;73.7;2.7;582;-
CDF;19220719;-;-;100;908.3;9.8;5.5;85;0;150;-
CDF;19220720;-;-;17;908.7;13.5;4.5;78.7;0;714;-
CDF;19220721;-;-;0;906.2;16.9;7.5;54.7;0;840;-
CDF;19220722;-;-;43;903.9;19.3;13;56.3;2.4;630;-
CDF;19220723;-;-;100;898.9;14.6;13;84.3;14;78;-
CDF;19220724;-;-;77;897.8;10.5;7.5;91;16.4;222;-
CDF;19220725;-;-;63;908.7;8.8;7;75.3;0;66;-
CDF;19220726;-;-;30;911;11.5;3;65;0;720;-
CDF;19220727;-;-;53;909.4;14.7;6.5;67.3;13.8;204;-
CDF;19220728;-;-;63;907.4;11.3;9.5;81.3;3.8;150;-
CDF;19220729;-;-;20;909.4;12.7;4;72;0;798;-
CDF;19220730;-;-;0;908.4;16.7;7;57.7;0;810;-
CDF;19220731;-;-;63;907.6;18.7;12;59.7;0.7;654;-
CDF;19220801;-;-;90;907.2;17.4;15;73;6.5;330;-
CDF;19220802;-;-;60;907.8;11.4;10;82;1.7;300;-
CDF;19220803;-;-;60;907.2;12;6;70;0;258;-
CDF;19220804;-;-;47;905.8;15.1;9;69.3;0;462;-
CDF;19220805;-;-;93;903.8;15.1;12;74;0.6;150;-
CDF;19220806;-;-;67;901.1;16.5;10.5;72.7;0.8;186;-
CDF;19220807;-;-;93;900.9;17.2;13.5;72.7;2.2;222;-
CDF;19220808;-;-;60;900.8;15.9;10.5;72.3;15.4;210;-
CDF;19220809;-;-;53;905.5;12.6;7.5;69;0;420;-
CDF;19220810;-;-;50;907.1;13.5;7;70.3;1.4;576;-
CDF;19220811;-;-;83;908.6;14.3;10.5;73.3;0;312;-
CDF;19220812;-;-;10;909.8;13.5;7;70.7;0;696;-
CDF;19220813;-;-;7;906.7;18.6;8;54.3;0;738;-
CDF;19220814;-;-;37;901.3;21.1;15;60.3;1.5;522;-
CDF;19220815;-;-;100;903.2;9.5;6;90;30.5;30;-
CDF;19220816;-;-;37;909;10.2;6;77.7;0;576;-
CDF;19220817;-;-;0;906.7;14.1;6.5;71.7;0;786;-
CDF;19220818;-;-;23;910.1;11.7;7.5;74;0;510;-
CDF;19220819;-;-;13;911.1;10.2;4.5;77;0;732;-
CDF;19220820;-;-;0;909;15.1;6;61.3;0;774;-
CDF;19220821;-;-;13;906.5;17.1;8.5;69;0;762;-
CDF;19220822;-;-;57;904.6;18;14;62.7;3.5;228;-
CDF;19220823;-;-;100;901.8;12.8;10.5;91.7;24.8;0;-
CDF;19220824;-;-;20;904.1;9.3;5.5;76.7;0;546;-
CDF;19220825;-;-;97;904.6;12.4;6;80.3;4.3;102;-
CDF;19220826;-;-;37;909.1;9.9;7.5;77.3;0;114;-
CDF;19220827;-;-;0;904.7;13.2;4.5;72;0;750;-
CDF;19220828;-;-;33;902.3;15.1;10.5;73.3;0;102;-
CDF;19220829;-;-;20;899.9;18.8;11;60;0.2;486;-
CDF;19220830;-;-;67;898.6;14.1;11.5;81.7;11;102;-
CDF;19220831;-;-;77;899.4;10.6;7.5;84.3;22.5;294;-
CDF;19220901;-;-;100;898.6;9.6;7;79.3;12.5;180;-
CDF;19220902;-;-;67;897.2;8;6;90.3;6.8;48;-
CDF;19220903;-;-;100;899.3;8.7;3.5;87;7.8;0;-
CDF;19220904;-;-;90;904.4;8.5;7;90.3;0.6;54;-
CDF;19220905;-;-;100;904.6;8.7;5;95.3;0.6;192;-
CDF;19220906;-;-;40;907;8.7;5;78.7;0;144;-
CDF;19220907;-;-;50;907.4;7;1.5;79.7;0;318;-
CDF;19220908;-;-;97;906.5;7.3;4;79.3;0;72;-
CDF;19220909;-;-;67;904.5;6.3;4.5;87.7;0;30;-
CDF;19220910;-;-;67;902.2;5.6;4.5;87.7;0.8;12;-
CDF;19220911;-;-;80;898.9;6.3;-1;86;11.4;318;-
CDF;19220912;-;-;100;893.3;5;3.5;92.3;8.5;0;-
CDF;19220913;-;-;100;886.8;6.9;3.5;85.7;15.3;192;-
CDF;19220914;-;-;60;891.4;6.4;3;79.7;2.4;276;-
CDF;19220915;-;-;100;897.8;6.3;4.5;96;40;0;-
CDF;19220916;-;-;50;909.4;4.6;2.5;87.3;0;270;-
CDF;19220917;-;-;3;909.4;7.9;-1;74;2.4;636;-
CDF;19220918;-;-;90;911;8.6;6;87.7;0.8;168;-
CDF;19220919;-;-;50;913.9;7.8;0;69.7;0;558;-
CDF;19220920;-;-;83;915.6;11.7;4;79.7;0;150;-
CDF;19220921;-;-;0;915.6;12.5;6;78.7;0;636;-
CDF;19220922;-;-;7;912;13;6.5;71.7;0;636;-
CDF;19220923;-;-;0;906.9;13;7;68.7;0;618;-
CDF;19220924;-;-;60;900.4;14.5;9;78.7;4.5;408;-
CDF;19220925;-;-;67;900.5;11;9;81.7;0;0;-
CDF;19220926;-;-;27;896.9;12.1;6;83.3;2.6;348;-
CDF;19220927;-;-;90;893.1;11.9;10;86.3;7.4;114;-
CDF;19220928;-;-;90;896.5;12.7;9;82.3;4.7;390;-
CDF;19220929;-;-;100;904.2;8.4;6;94.3;3.1;48;-
CDF;19220930;-;-;33;908.8;3.7;1.5;86.3;0.6;72;-
CDF;19221001;-;-;60;908.3;5.2;-1;82.3;0;504;-
CDF;19221002;-;-;93;906.6;10;4.5;89.7;0.8;0;-
CDF;19221003;-;-;97;907;10;6;87.7;0;24;-
CDF;19221004;-;-;43;909;11;5.5;78.7;0;588;-
CDF;19221005;-;-;93;905.1;11.6;6.5;80;10.2;276;-
CDF;19221006;-;-;100;899.1;8;6.5;86;10.2;0;-
CDF;19221007;-;-;100;898.5;5.6;4;93.3;5.4;0;-
CDF;19221008;-;-;100;901.8;4.7;3.5;99.7;0;0;-
CDF;19221009;-;-;100;900.9;4.5;3.5;100;0;0;-
CDF;19221010;-;-;100;900.4;4.8;3.5;95.7;0;0;-
CDF;19221011;-;-;100;902.5;4.9;2.5;88.3;0;0;-
CDF;19221012;-;-;33;908.5;3.7;1.5;86;0;312;-
CDF;19221013;-;-;3;909.8;5.9;2;73.7;0;600;-
CDF;19221014;-;-;0;907.3;5.3;2.5;71.7;0;600;-
CDF;19221015;-;-;0;904.3;4.4;-0.5;79.7;0;564;-
CDF;19221016;-;-;3;900.8;3.8;-0.5;89.7;0;552;-
CDF;19221017;-;-;43;898.1;4.6;-1;84;0;540;-
CDF;19221018;-;-;100;895.8;4.3;1;93.7;21.2;0;-
CDF;19221019;-;-;67;898.7;3.5;0.9;89.3;5.6;0;-
CDF;19221020;-;-;93;899.4;10;0.9;78.7;2.4;0;-
CDF;19221021;-;-;40;895.7;2.2;0;84.3;5.5;204;-
CDF;19221022;-;-;100;890.4;2.5;0;95;9.5;0;-
CDF;19221023;-;-;100;889.8;4.7;1.5;99;7.4;0;-
CDF;19221024;-;-;100;896.1;1.6;-0.5;100;0;0;-
CDF;19221025;-;-;100;897.8;1.8;-0.5;95.3;0;0;-
CDF;19221026;-;-;100;895.9;2.2;0.5;93.7;1.4;0;-
CDF;19221027;-;-;100;891.3;1.5;0;98;9.4;0;-
CDF;19221028;-;-;100;894.2;1;-1.5;95.3;2.4;0;-
CDF;19221029;-;-;100;890.4;3.5;-1;87;0;0;-
CDF;19221030;-;-;100;888.7;6.3;4;80;4.2;246;-
CDF;19221031;-;-;100;899.6;1.7;-1.5;81.7;0;0;-
CDF;19221101;-;-;43;902.4;3.5;-5;67.7;14.5;378;-
CDF;19221102;-;-;100;896.7;2.6;0.5;99.3;17.6;0;-
CDF;19221103;-;-;100;891.5;5.7;0;95;21.7;0;-
CDF;19221104;-;-;100;889.4;0.9;-2;97.7;19.4;0;-
CDF;19221105;-;-;33;904.9;-4.2;-6.5;84.7;0;402;-
CDF;19221106;-;-;100;895.7;3.2;-6.5;80;20.6;0;-
CDF;19221107;-;-;100;897.4;3.5;2;91.3;5.1;168;-
CDF;19221108;-;-;100;899.4;3.6;1.5;91.7;20;0;-
CDF;19221109;-;-;67;905.2;2.2;0.5;98;5.4;60;-
CDF;19221110;-;-;0;906.7;1;-1.5;89;0;336;-
CDF;19221111;-;-;50;905.4;2.2;-0.5;78;0;24;-
CDF;19221112;-;-;27;907.6;-1.5;-3.5;94;0;348;-
CDF;19221113;-;-;0;910.4;-1.5;-4.5;92;0;390;-
CDF;19221114;-;-;0;911.5;-1;-5;93.7;0;384;-
CDF;19221115;-;-;0;913.4;0;-4.5;78.7;0;402;-
CDF;19221116;-;-;27;915.2;-2.3;-4;84.7;0;414;-
CDF;19221117;-;-;0;912.8;-0.6;-5;70.3;0;498;-
CDF;19221118;-;-;100;905;-0.8;-6.5;99.7;8.7;0;-
CDF;19221119;-;-;67;904.6;-3.4;-6.5;86.7;2.5;168;-
CDF;19221120;-;-;100;908.2;-0.9;-8;93.3;1;0;-
CDF;19221121;-;-;33;910.2;0.6;-2;89.3;0;366;-
CDF;19221122;-;-;33;913.6;2.2;-4;86.7;0;360;-
CDF;19221123;-;-;100;915.5;2.6;-1;84.7;0;0;-
CDF;19221124;-;-;100;914.7;1.3;-1.5;93.7;1.2;0;-
CDF;19221125;-;-;67;914.2;-3.4;-5.5;81;0;384;-
CDF;19221126;-;-;33;907.2;-3;-7.5;66;10.2;456;-
CDF;19221127;-;-;100;904.6;-4.9;-6.5;92;2.3;318;-
CDF;19221128;-;-;100;907.7;-4;-6;94;9;0;-
CDF;19221129;-;-;100;906.7;1;-4.5;100;6;0;-
CDF;19221130;-;-;60;909.8;0.3;-2.5;99.7;0;126;-
CDF;19221201;-;-;100;906.6;-2.1;-6;100;0;0;-
CDF;19221202;-;-;50;904;-0.8;-2;89;0;234;-
CDF;19221203;-;-;100;907.4;0.3;-5.5;92.3;0;138;-
CDF;19221204;-;-;100;910.1;1;-0.5;89.7;0;66;-
CDF;19221205;-;-;100;911.8;-0.6;-4.5;95.3;1.2;0;-
CDF;19221206;-;-;100;904.5;-0.9;-3;99.3;23.2;0;-
CDF;19221207;-;-;100;904.5;-2;-3;100;12.8;0;-
CDF;19221208;-;-;100;898.5;-2.7;-7;100;9.4;0;-
CDF;19221209;-;-;67;901.8;-9.6;-16;93.3;2.6;120;-
CDF;19221210;-;-;33;907.3;-7.5;-10;97.7;0;120;-
CDF;19221211;-;-;67;910.6;-5.1;-10.5;99;0;0;-
CDF;19221212;-;-;33;913.3;-7.4;-10.5;95;0;288;-
CDF;19221213;-;-;13;914.3;-6.3;-11.5;94;0;108;-
CDF;19221214;-;-;33;911.6;-7.1;-11.5;90.3;0;342;-
CDF;19221215;-;-;10;908.9;-6.1;-14.5;91.7;0;258;-
CDF;19221216;-;-;67;906.1;-0.7;-7.5;94;0;216;-
CDF;19221217;-;-;100;900.6;1.8;0;97;16.3;30;-
CDF;19221218;-;-;100;895.2;3.7;0.5;99.7;17.6;0;-
CDF;19221219;-;-;67;894.1;3;0.5;92;7.5;0;-
CDF;19221220;-;-;100;887;2.2;0.5;87.7;15.7;0;-
CDF;19221221;-;-;67;898.7;-1.2;-4;93;0;96;-
CDF;19221222;-;-;90;895.8;4;-5;75;31.7;0;-
CDF;19221223;-;-;100;894.5;1.9;-0.5;99;5.5;0;-
CDF;19221224;-;-;67;900.2;-0.2;-1;100;0;0;-
CDF;19221225;-;-;67;904.4;-3.8;-8;97.3;0;0;-
CDF;19221226;-;-;67;901.6;-2.4;-8.5;85;1;0;-
CDF;19221227;-;-;100;900.6;-1.5;-4.5;86.7;4;156;-
CDF;19221228;-;-;100;898.8;-1.4;-4;92.7;15;0;-
CDF;19221229;-;-;100;890;1.5;-2.5;100;25;0;-
CDF;19221230;-;-;100;880.8;3.7;0.5;91;50;0;-
CDF;19221231;-;-;100;882.5;0.4;-1.5;96.3;3.4;18;-
CDF;19230101;-;-;100;897.1;-0.3;-1.5;94.7;2.2;90;-
CDF;19230102;-;-;33;905.5;-3.8;-7;92.7;0;378;-
CDF;19230103;-;-;100;899.3;1.1;-6;91;8.3;0;-
CDF;19230104;-;-;100;900.3;0.4;-0.5;98;0;0;-
CDF;19230105;-;-;90;900.6;-0.3;-1.5;97;0;0;-
CDF;19230106;-;-;90;899.6;-2.2;-7;90.3;0;276;-
CDF;19230107;-;-;90;907.5;-1.4;-2.5;98;0;0;-
CDF;19230108;-;-;100;904.9;1.1;-2.5;100;6.5;0;-
CDF;19230109;-;-;100;907.6;1.1;0;98.7;1.2;0;-
CDF;19230110;-;-;100;902.2;0.5;-1;94.3;6.5;0;-
CDF;19230111;-;-;100;895.5;-2.5;-4;97;0;0;-
CDF;19230112;-;-;100;894.8;-3.4;-5;92;0;0;-
CDF;19230113;-;-;67;903.2;-4.1;-5;89.3;0;0;-
CDF;19230114;-;-;93;909.3;-5.1;-9.5;84.7;2.4;54;-
CDF;19230115;-;-;100;912;-0.9;-5;98.7;2.2;0;-
