stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Sonnenscheindauer (min);Maximaltemperatur
CDF;19230116;-;-;100;905.3;-4;-6;100;11;0;-
CDF;19230117;-;-;100;905.5;-6.1;-8.5;95.3;0;186;-
CDF;19230118;-;-;93;909;-7.5;-11.5;92;0;138;-
CDF;19230119;-;-;33;912.9;-10.6;-13;82.3;1.8;414;-
CDF;19230120;-;-;100;898.8;-3.5;-13;99.3;15.6;0;-
CDF;19230121;-;-;67;905.1;-5.5;-7;96.3;1.6;48;-
CDF;19230122;-;-;33;911.4;-10.2;-16;90.7;0;300;-
CDF;19230123;-;-;67;912;-4;-12;96;0;84;-
CDF;19230124;-;-;0;917.3;-9.1;-15;85.7;0;312;-
CDF;19230125;-;-;100;918.2;-4.5;-12.5;95.7;0;246;-
CDF;19230126;-;-;67;915.9;-0.7;-6.5;96;0;0;-
CDF;19230127;-;-;100;910.8;-4.3;-9.5;98.3;0;0;-
CDF;19230128;-;-;100;910.6;1.2;-5;100;0;0;-
CDF;19230129;-;-;100;907.9;-0.5;-1;100;0;0;-
CDF;19230130;-;-;100;906.2;0.9;-1.5;100;1.7;0;-
CDF;19230131;-;-;100;912.7;2.5;0.5;99;0;0;-
CDF;19230201;-;-;100;913.2;3.2;1.5;100;14.5;0;-
CDF;19230202;-;-;100;911.5;1.2;-0.5;97.7;0;0;-
CDF;19230203;-;-;90;907.2;1.2;-0.5;95.3;0;156;-
CDF;19230204;-;-;97;900.4;1.1;-2.5;95.7;2.3;0;-
CDF;19230205;-;-;100;900.1;0.1;-1;97.7;0;0;-
CDF;19230206;-;-;17;894.8;-1;-5;87.7;0;432;-
CDF;19230207;-;-;7;893.2;1.1;-4;88.7;0;204;-
CDF;19230208;-;-;57;885.6;4.7;1;72;5.2;210;-
CDF;19230209;-;-;67;896.9;0.4;-1.5;97;2.2;72;-
CDF;19230210;-;-;67;896.6;1.5;-5;83.7;3.6;192;-
CDF;19230211;-;-;100;895.5;1.2;0;100;22.6;0;-
CDF;19230212;-;-;100;900.9;0.3;-0.5;100;0;0;-
CDF;19230213;-;-;100;902.2;-0.1;-3;93;1.4;0;-
CDF;19230214;-;-;90;903.1;-0.2;-5.5;92.7;0;438;-
CDF;19230215;-;-;60;899.9;0.7;-2.5;97.3;0;90;-
CDF;19230216;-;-;100;898.4;1.5;-2.5;98.7;0;0;-
CDF;19230217;-;-;100;896.1;1;-0.5;100;10;0;-
CDF;19230218;-;-;100;891.3;1.6;-0.5;94;24.5;0;-
CDF;19230219;-;-;100;885.3;0.3;-1;93.3;2.7;0;-
CDF;19230220;-;-;67;889.5;-1.9;-5;90.3;0;0;-
CDF;19230221;-;-;90;887.2;-0.9;-7;89;13.6;0;-
CDF;19230222;-;-;70;885.1;0.7;-1.5;83.3;3.4;390;-
CDF;19230223;-;-;83;888.4;0.2;-1.5;90;0;180;-
CDF;19230224;-;-;100;884.9;1.4;-4;84;0;0;-
CDF;19230225;-;-;100;890.7;1.7;0.5;99.7;12.2;0;-
CDF;19230226;-;-;100;890.5;2.7;0.5;91;18.5;0;-
CDF;19230227;-;-;77;888.1;1.7;0.5;91.7;16.5;234;-
CDF;19230228;-;-;90;895.9;1.4;-0.5;96;19;108;-
CDF;19230301;-;-;100;897.4;1.2;0;97.3;9.3;90;-
CDF;19230302;-;-;100;891.1;3.2;0.5;99;29.6;0;-
CDF;19230303;-;-;100;880.5;0.1;-1.5;100;13.5;0;-
CDF;19230304;-;-;100;889.9;-0.4;-1.5;95.3;3.5;0;-
CDF;19230305;-;-;100;902.2;-1.2;-2.5;100;0;0;-
CDF;19230306;-;-;67;905;-0.5;-3;94.3;2.4;0;-
CDF;19230307;-;-;100;896.9;0.8;-3;99;20;0;-
CDF;19230308;-;-;100;892.2;1;-0.5;96.3;6;0;-
CDF;19230309;-;-;100;897;0.7;-1;94.7;0;90;-
CDF;19230310;-;-;100;893.8;-0.2;-1.5;96.3;6.4;0;-
CDF;19230311;-;-;100;898;-1.5;-3;95.7;5.5;0;-
CDF;19230312;-;-;67;904.6;-1.8;-3;90;0;0;-
CDF;19230313;-;-;93;903.7;-0.6;-5.5;77.7;0;336;-
CDF;19230314;-;-;100;898.2;-1.6;-3;93.7;5.5;0;-
CDF;19230315;-;-;50;899;-0.5;-3;93;0;270;-
CDF;19230316;-;-;0;904.1;-1.2;-6;92;0;510;-
CDF;19230317;-;-;0;904.6;0.2;-6.5;84;0;528;-
CDF;19230318;-;-;0;905.2;0.6;-4;88.3;0;570;-
CDF;19230319;-;-;0;904;1.8;-4.5;85;0;324;-
CDF;19230320;-;-;93;902.7;4.7;-0.5;71.3;0;216;-
CDF;19230321;-;-;100;903.5;4.2;-0.5;89.3;4.2;0;-
CDF;19230322;-;-;60;904.4;5.3;2.5;88.3;1.3;282;-
CDF;19230323;-;-;3;904.5;6.2;1;74.7;0;558;-
CDF;19230324;-;-;40;907.8;6.3;2.5;77;0;408;-
CDF;19230325;-;-;13;910.2;5.7;0;83.3;0;546;-
CDF;19230326;-;-;23;911;6.1;0.5;84;0;576;-
CDF;19230327;-;-;43;910;5.8;0;76.3;0;558;-
CDF;19230328;-;-;83;910.3;6.1;2.5;85.7;4.6;222;-
CDF;19230329;-;-;100;910.9;4.4;3;98.7;4.1;0;-
CDF;19230330;-;-;60;909.8;5.1;3.5;94;0;0;-
CDF;19230331;-;-;60;903.9;5.1;-0.5;80;1.8;312;-
CDF;19230401;-;-;40;901.5;5.2;1;82.7;0;450;-
CDF;19230402;-;-;0;903.3;5.5;1;77.7;0;696;-
CDF;19230403;-;-;77;903.5;6.3;1;81;1.4;294;-
CDF;19230404;-;-;60;897.2;6.4;3.5;77.7;0;522;-
CDF;19230405;-;-;73;894.4;6.5;1;76.7;1.4;576;-
CDF;19230406;-;-;40;891.5;6.5;2.5;75.3;0;504;-
CDF;19230407;-;-;67;890.5;5.5;1.5;84.7;0;144;-
CDF;19230408;-;-;73;886.9;2;-0.5;82;0;318;-
CDF;19230409;-;-;53;887.9;1.7;-1.5;89.7;0;270;-
CDF;19230410;-;-;0;896.6;4.9;-3;70.7;0;702;-
CDF;19230411;-;-;37;898;9.4;1;65.3;0;564;-
CDF;19230412;-;-;90;893.8;10.7;7;72.7;33.7;102;-
CDF;19230413;-;-;100;890.7;8.3;6;87.7;4.3;78;-
CDF;19230414;-;-;83;888.2;2.8;1;98;8.7;0;-
CDF;19230415;-;-;97;890.8;3.2;0.5;87.7;1.8;114;-
CDF;19230416;-;-;100;894.6;3.7;1;95.3;8.5;0;-
CDF;19230417;-;-;70;900;4.2;1.5;92;0;270;-
CDF;19230418;-;-;20;897;5;0;85.7;1.4;426;-
CDF;19230419;-;-;53;894.6;2.5;1.5;87.3;1.7;204;-
CDF;19230420;-;-;90;889.5;7.1;0;66.3;0;96;-
CDF;19230421;-;-;83;881.6;6.1;4.5;82.3;5.2;0;-
CDF;19230422;-;-;57;887.5;8.1;3.5;72;0;378;-
CDF;19230423;-;-;93;892.1;6.6;3.5;89;0;114;-
CDF;19230424;-;-;83;899.9;4.2;2.5;75;0;0;-
CDF;19230425;-;-;47;901.9;5.2;-1.5;71.3;0;564;-
CDF;19230426;-;-;33;896.2;9.5;0;59;17.4;684;-
CDF;19230427;-;-;100;896.2;4.4;3;100;5.5;0;-
CDF;19230428;-;-;100;899.3;4.6;2.5;76.3;0;0;-
CDF;19230429;-;-;83;903.4;4.7;2;79.3;0.8;36;-
CDF;19230430;-;-;87;909.4;7.6;2;86.7;0;42;-
CDF;19230501;-;-;0;912.5;11;2;75.7;0;756;-
CDF;19230502;-;-;10;911.4;13.7;4.5;73;0;750;-
CDF;19230503;-;-;13;909;13.7;7;64.7;0;678;-
CDF;19230504;-;-;7;909.3;12.6;6;70.3;0;798;-
CDF;19230505;-;-;23;907.9;15.9;8;58;0;750;-
CDF;19230506;-;-;27;908.8;17.6;12;56.7;0;666;-
CDF;19230507;-;-;13;908.9;18.1;10;55;0;786;-
CDF;19230508;-;-;7;906.5;17.4;9;57.3;1.7;702;-
CDF;19230509;-;-;93;898.1;12.6;11;83;10;72;-
CDF;19230510;-;-;100;895;3.6;1;98.7;10.7;42;-
CDF;19230511;-;-;93;896.7;5.2;0;73;2.3;306;-
CDF;19230512;-;-;67;897;2.9;0;87.3;8;138;-
CDF;19230513;-;-;83;900.7;7.2;-0.5;73.7;0;438;-
CDF;19230514;-;-;100;898.3;6.1;3;93.7;21.5;6;-
CDF;19230515;-;-;20;900.9;6.4;0;78;0;678;-
CDF;19230516;-;-;97;900.5;5.7;2;81.3;9;138;-
CDF;19230517;-;-;87;903.6;4.4;2.5;85;6.7;246;-
CDF;19230518;-;-;43;904.5;3.5;-1.5;71.7;0;648;-
CDF;19230519;-;-;83;903;4.8;-0.5;81.3;0.7;30;-
CDF;19230520;-;-;67;903.4;7.9;0;74.3;0;300;-
CDF;19230521;-;-;83;904.8;10.9;5;63.7;0;378;-
CDF;19230522;-;-;77;907.2;9.5;6.5;78;0;108;-
CDF;19230523;-;-;47;905.6;11.2;4;78.7;0.8;558;-
CDF;19230524;-;-;100;903.8;11.2;8.5;94;6.8;36;-
CDF;19230525;-;-;100;898;9.4;8;100;29;0;-
CDF;19230526;-;-;100;896.7;5.2;3.5;98.7;11.3;0;-
CDF;19230527;-;-;87;901.6;6.6;1;82.3;23;228;-
CDF;19230528;-;-;87;902;5.1;2;92;6.2;84;-
CDF;19230529;-;-;63;903.3;9.2;2;73.3;29.3;318;-
CDF;19230530;-;-;77;900.9;8;5.5;94;1.2;18;-
CDF;19230531;-;-;67;902.3;11.6;4;86.3;16.4;582;-
CDF;19230601;-;-;53;906.1;10.9;7;84.3;0.3;402;-
CDF;19230602;-;-;23;906.4;11.9;5.5;82.3;0.7;396;-
CDF;19230603;-;-;57;902.2;13;4.5;73.3;10.1;510;-
CDF;19230604;-;-;93;893.9;6.7;4;90.7;8;18;-
CDF;19230605;-;-;100;899.3;4.1;2;93;4;30;-
CDF;19230606;-;-;87;905;5.8;1;83.7;3.2;108;-
CDF;19230607;-;-;77;909.1;5.6;4;92.7;1.1;138;-
CDF;19230608;-;-;13;910.1;9.7;0.5;72.3;0;744;-
CDF;19230609;-;-;7;912.4;13.2;4.5;69.7;0;834;-
CDF;19230610;-;-;10;912.7;15.9;6.5;66.3;0;846;-
CDF;19230611;-;-;70;912.2;12;8.5;79.3;0;324;-
CDF;19230612;-;-;33;911.9;8;5;71.7;0;696;-
CDF;19230613;-;-;100;906.5;8.5;3;84.3;6.6;6;-
CDF;19230614;-;-;100;904.7;7.2;6;95;6.3;6;-
CDF;19230615;-;-;80;905.8;7.7;3.5;62.7;11.2;252;-
CDF;19230616;-;-;93;899.2;8.1;4;92.3;15.9;72;-
CDF;19230617;-;-;100;903.3;2.8;1.5;92.7;6;114;-
CDF;19230618;-;-;100;903.4;3.7;1;98.3;9;54;-
CDF;19230619;-;-;93;905.3;7.4;3;84.3;0;54;-
CDF;19230620;-;-;100;902.4;7.5;4;91;5.5;0;-
CDF;19230621;-;-;100;908;7.7;5;86;0;60;-
CDF;19230622;-;-;100;911.1;9.1;3.5;86.7;1.2;78;-
CDF;19230623;-;-;93;911.8;13.1;8;91;0;126;-
CDF;19230624;-;-;60;908.7;14.8;9.5;85;0;618;-
CDF;19230625;-;-;87;904;16;11;75.3;0.8;414;-
CDF;19230626;-;-;100;902.1;7.5;5;95;4.4;0;-
CDF;19230627;-;-;57;905.8;7.7;4;75.3;0;492;-
CDF;19230628;-;-;90;907.5;10;2;66.7;0;396;-
CDF;19230629;-;-;90;908;9.9;7;79.3;0;150;-
CDF;19230630;-;-;13;909.1;11.6;3;73;0;756;-
CDF;19230701;-;-;73;906.1;14.8;5.5;64.3;0;336;-
CDF;19230702;-;-;77;905.1;13.7;7.5;74.3;2.3;192;-
CDF;19230703;-;-;80;905.4;14.8;11;75;0;294;-
CDF;19230704;-;-;20;907.7;16.2;8;74.3;0;666;-
CDF;19230705;-;-;20;909.3;18.2;10.5;66.7;0;774;-
CDF;19230706;-;-;0;909.6;19;11;59.3;0;834;-
CDF;19230707;-;-;13;909.2;20.3;12;65;0;678;-
CDF;19230708;-;-;20;908.5;19.9;14;66.3;0;756;-
CDF;19230709;-;-;27;907.5;20.5;12.5;64.3;0;834;-
CDF;19230710;-;-;30;908.2;20.6;13;58.7;0;786;-
CDF;19230711;-;-;47;911.6;21.4;14.5;64;0;702;-
CDF;19230712;-;-;40;913.2;21.7;15.5;65.3;7.5;642;-
CDF;19230713;-;-;57;914.5;23.8;16.5;52;0;378;-
CDF;19230714;-;-;43;912.3;23.4;18;55;0.8;612;-
CDF;19230715;-;-;73;908.6;18.8;13.5;65.7;6.2;384;-
CDF;19230716;-;-;100;907.6;15.6;12.5;78.3;2.1;156;-
CDF;19230717;-;-;80;905.8;16.7;13;79.3;1.3;186;-
CDF;19230718;-;-;87;906;14;11;82.7;1.3;0;-
CDF;19230719;-;-;63;908.7;14;10.5;74.3;0;366;-
CDF;19230720;-;-;13;913.1;14.4;8.5;73.7;0;714;-
CDF;19230721;-;-;13;913.7;18.5;11.5;62.7;0;792;-
CDF;19230722;-;-;20;913;18.1;12.5;66.3;0;774;-
CDF;19230723;-;-;20;908.7;17.9;12;69.3;0;702;-
CDF;19230724;-;-;100;905.6;17.2;12.5;77.3;2.4;186;-
CDF;19230725;-;-;50;906.8;17.5;15;78;0;444;-
CDF;19230726;-;-;90;904.7;15.2;14.8;91.3;2.2;24;-
CDF;19230727;-;-;37;905.1;13.4;12;70;0;660;-
CDF;19230728;-;-;0;902;15.8;7;62;0.8;810;-
CDF;19230729;-;-;57;902.6;15.1;12.5;74;6.7;264;-
CDF;19230730;-;-;53;902.9;15.7;12;75;0;534;-
CDF;19230731;-;-;80;898.9;16.6;14;80.7;12.3;48;-
CDF;19230801;-;-;43;902.7;12.4;11;72.3;0;588;-
CDF;19230802;-;-;23;905.8;18.9;7.5;52.7;6;660;-
CDF;19230803;-;-;83;911.2;16.4;15;81.7;2.6;204;-
CDF;19230804;-;-;0;912.4;14.9;9.5;71.7;0;792;-
CDF;19230805;-;-;0;908.1;17;9.5;60.7;0;816;-
CDF;19230806;-;-;0;907.8;18.9;10;53.7;0;798;-
CDF;19230807;-;-;17;907.7;19.8;12.5;61;0;696;-
CDF;19230808;-;-;20;910.5;19.3;12;61.3;0;762;-
CDF;19230809;-;-;0;912;20.2;11;51;0;804;-
CDF;19230810;-;-;0;911.3;21.6;14;60.7;0;786;-
CDF;19230811;-;-;47;910.5;20.1;15;79;0;582;-
CDF;19230812;-;-;10;910.4;18.5;14;70;0;708;-
CDF;19230813;-;-;0;910.5;18.4;11.5;61.3;0;780;-
CDF;19230814;-;-;0;909;20.1;12;57.3;0;774;-
CDF;19230815;-;-;50;904.4;20.2;15.5;68.3;0.9;666;-
CDF;19230816;-;-;47;907.4;12.4;10;68.7;0;438;-
CDF;19230817;-;-;47;903.8;13;6;52;0;540;-
CDF;19230818;-;-;80;899.9;12.4;10.5;74.3;7.7;162;-
CDF;19230819;-;-;57;904.4;11;8.5;80.7;0.6;216;-
CDF;19230820;-;-;73;905.7;12.7;7.5;78.3;0;258;-
CDF;19230821;-;-;10;901.3;17.9;8;58;20.2;762;-
CDF;19230822;-;-;67;904.7;12.2;9.5;95.7;7;0;-
CDF;19230823;-;-;0;905.6;12.8;6.5;69.7;0;744;-
CDF;19230824;-;-;77;899.7;12.4;9.5;78.3;27;30;-
CDF;19230825;-;-;57;905.3;10.2;8;91.7;6.4;84;-
CDF;19230826;-;-;53;904;13.1;4.5;74;0;606;-
CDF;19230827;-;-;67;900.8;12.6;8.5;68.3;1.8;336;-
CDF;19230828;-;-;57;906.2;9.1;7;69;0;540;-
CDF;19230829;-;-;0;904.2;13;4.5;60;0.6;738;-
CDF;19230830;-;-;33;907.1;10.5;8.5;75.3;0;378;-
CDF;19230831;-;-;100;900.8;10.8;4;91.7;17;0;-
CDF;19230901;-;-;67;906.6;7.9;5;83;0;132;-
CDF;19230902;-;-;17;911.3;9.3;2;78.3;0;606;-
CDF;19230903;-;-;77;911;10.1;6.5;78.7;0;294;-
CDF;19230904;-;-;43;912.5;8.9;5;83;0;420;-
CDF;19230905;-;-;53;912.5;9;4.5;89;0.3;126;-
CDF;19230906;-;-;33;912.8;10.4;5;86.3;0;600;-
CDF;19230907;-;-;10;911.2;11;4.5;84.3;0;690;-
CDF;19230908;-;-;7;911.7;11.3;4.5;84.7;0;648;-
CDF;19230909;-;-;13;909.9;14.3;8.5;80;0;654;-
CDF;19230910;-;-;37;908.5;15.2;9.5;63.3;0;480;-
CDF;19230911;-;-;10;908.1;14.4;9;68.7;0;600;-
CDF;19230912;-;-;20;907.3;13.4;8.5;79.7;3.7;378;-
CDF;19230913;-;-;10;903.5;15.4;8;68;0;666;-
CDF;19230914;-;-;37;897.5;14.6;9.5;73;0.4;462;-
CDF;19230915;-;-;67;896.5;11.1;10;95;4;0;-
CDF;19230916;-;-;53;903;12.9;10;76;4;30;-
CDF;19230917;-;-;80;901.4;14.6;11;81;2.2;210;-
CDF;19230918;-;-;77;899.9;9.4;6;80.7;3.5;78;-
CDF;19230919;-;-;57;906.3;6;4.5;80.3;3.4;342;-
CDF;19230920;-;-;100;903.8;6.7;4.5;98;23.4;0;-
CDF;19230921;-;-;100;899.9;10.1;5.5;83.7;13.3;96;-
CDF;19230922;-;-;67;902.6;11.1;8;74.7;0;336;-
CDF;19230923;-;-;100;899.8;8.6;6;92;24.5;0;-
CDF;19230924;-;-;30;904.4;6.4;4;79.3;0;498;-
CDF;19230925;-;-;80;905.1;10.1;2.5;68.3;0.4;84;-
CDF;19230926;-;-;37;912.3;7.9;5;81.7;0;420;-
CDF;19230927;-;-;0;914.8;9.8;3.5;75.3;0;642;-
CDF;19230928;-;-;27;915.3;10.9;4;74.3;0;492;-
CDF;19230929;-;-;10;916.6;11.2;4.5;70.7;0;630;-
CDF;19230930;-;-;0;916.3;14;7;71.7;0;642;-
CDF;19231001;-;-;0;913.3;13.7;7.5;77.7;0;612;-
CDF;19231002;-;-;100;908.2;12.2;10.5;93.3;10.3;0;-
CDF;19231003;-;-;90;896.3;9;7;88.7;14;120;-
CDF;19231004;-;-;100;888.8;1.6;0.5;98.7;14;0;-
CDF;19231005;-;-;100;898.2;2.9;0.5;100;18.6;0;-
CDF;19231006;-;-;100;903.5;4.2;2;93;5.6;36;-
CDF;19231007;-;-;100;906.8;5.5;4;97.3;1;6;-
CDF;19231008;-;-;100;903.8;7;4.5;98;14;0;-
CDF;19231009;-;-;100;908;10.1;7;100;4;0;-
CDF;19231010;-;-;73;911.4;11.9;10;96.7;1;138;-
CDF;19231011;-;-;53;906.8;10.4;9;88;0;402;-
CDF;19231012;-;-;17;897.7;14.2;7.5;65.3;0.6;558;-
CDF;19231013;-;-;100;891.3;7.3;4.5;100;41;0;-
CDF;19231014;-;-;57;895.3;3;1;88.7;0;84;-
CDF;19231015;-;-;17;901.8;1.8;-1;86.7;0;336;-
CDF;19231016;-;-;53;903.2;4.1;-0.5;76;0;402;-
CDF;19231017;-;-;0;910.6;3.2;-2;82;0;528;-
CDF;19231018;-;-;90;911.3;7.3;-2;72.7;1.1;186;-
CDF;19231019;-;-;57;908.7;14.4;7;69;0;288;-
CDF;19231020;-;-;90;906.7;14.9;12;68.3;0.4;48;-
CDF;19231021;-;-;100;898.6;17.1;13;58.7;36;18;-
CDF;19231022;-;-;100;895.5;8.9;8;98.3;17;0;-
CDF;19231023;-;-;73;893.3;11.9;5.5;73.7;2;306;-
CDF;19231024;-;-;100;890.7;12.1;7.5;87;35;0;-
CDF;19231025;-;-;87;898.5;14.3;12;77.7;3.5;234;-
CDF;19231026;-;-;53;899.5;9.2;6.5;92;11.2;90;-
CDF;19231027;-;-;37;896;11.1;6;76.7;0;504;-
CDF;19231028;-;-;100;894.9;11;7.5;75;6;6;-
CDF;19231029;-;-;87;907.1;9.1;6.5;92;3.2;12;-
CDF;19231030;-;-;13;908.5;9.2;6.5;90;0;492;-
CDF;19231031;-;-;0;907.7;9.1;4.5;90;0;534;-
CDF;19231101;-;-;43;906.5;9.6;4.5;87;0;126;-
CDF;19231102;-;-;100;904.4;7.3;4.5;91;3.4;24;-
CDF;19231103;-;-;47;906.7;3.9;2;87.7;0.3;240;-
CDF;19231104;-;-;100;902.9;4.7;2.5;98.7;5.6;0;-
CDF;19231105;-;-;67;899.3;2.5;0;81;5.7;126;-
CDF;19231106;-;-;100;895.4;3.7;1.5;97.3;16;0;-
CDF;19231107;-;-;100;897.3;0.6;-1;99.3;13;0;-
CDF;19231108;-;-;100;894.7;-2;-3;98.7;6;0;-
CDF;19231109;-;-;83;888.3;-2.6;-9;87.3;0;234;-
CDF;19231110;-;-;67;892.8;-0.5;-3;95.3;0;18;-
CDF;19231111;-;-;60;903.1;1.1;-1;96.7;0;150;-
CDF;19231112;-;-;10;905.8;4.3;-2;83.7;0;414;-
CDF;19231113;-;-;50;900.3;3;0.5;98;0;54;-
CDF;19231114;-;-;67;890.3;3.9;1;88.3;5;306;-
CDF;19231115;-;-;80;897.4;1;-2;88.3;21;126;-
CDF;19231116;-;-;100;899.5;6.5;1;98;14.5;0;-
CDF;19231117;-;-;100;901.1;4.9;1;94;9;30;-
CDF;19231118;-;-;67;895.2;-0.1;-2;84;14;312;-
CDF;19231119;-;-;100;889.9;-2.6;-4;95.7;4.6;0;-
CDF;19231120;-;-;87;889.3;-2.3;-5;95;1.5;96;-
CDF;19231121;-;-;0;891.4;-5.3;-7.5;84.3;0;486;-
CDF;19231122;-;-;47;892.1;-6.8;-10;86.3;0;354;-
CDF;19231123;-;-;53;894.9;-4.2;-11.5;75.7;2.5;282;-
CDF;19231124;-;-;87;900.2;-2.8;-5.5;94.7;1.5;138;-
CDF;19231125;-;-;100;900.3;0.3;-5;99.3;24;0;-
CDF;19231126;-;-;100;891.4;2.4;-0.5;100;24;0;-
CDF;19231127;-;-;100;892.3;1.9;0;97.7;5.5;54;-
CDF;19231128;-;-;67;886.6;3;0.5;98.3;14;0;-
CDF;19231129;-;-;100;889.8;1.5;-1.5;96.7;19;0;-
CDF;19231130;-;-;100;896.9;0.6;-1.5;98.3;0.4;0;-
CDF;19231201;-;-;100;897.8;-2.3;-3.5;100;0;0;-
CDF;19231202;-;-;90;892.6;0;-3.5;85;4;162;-
CDF;19231203;-;-;100;891.3;-0.9;-3;94.7;2;6;-
CDF;19231204;-;-;50;892.8;-0.9;-6.5;90.7;8.2;276;-
CDF;19231205;-;-;67;888;1.4;-0.5;97;1;0;-
CDF;19231206;-;-;47;890.9;1.1;-1.5;90;0;270;-
CDF;19231207;-;-;100;896.9;-0.4;-6;95;0;48;-
CDF;19231208;-;-;70;895.7;2.3;-5.5;65;0.6;126;-
CDF;19231209;-;-;100;894.2;2;0.5;86.3;7.5;0;-
CDF;19231210;-;-;100;904;0.4;-0.5;100;0;0;-
CDF;19231211;-;-;100;908.7;-2.3;-3.5;98.7;0;0;-
CDF;19231212;-;-;77;907.3;-3.8;-5.5;96.7;0;276;-
CDF;19231213;-;-;100;908.6;-5;-7.5;100;0;0;-
CDF;19231214;-;-;100;911.6;-3.7;-6;95.3;0;0;-
CDF;19231215;-;-;100;907.9;-2.3;-5;100;2;0;-
CDF;19231216;-;-;80;910.3;-2.6;-4;92.3;0;72;-
CDF;19231217;-;-;100;911.3;0.2;-3;96.7;0;0;-
CDF;19231218;-;-;100;909.1;1.2;-2;100;1;0;-
CDF;19231219;-;-;100;901.8;-2.2;-4;94.7;15;0;-
CDF;19231220;-;-;100;898.5;-6.8;-8;96.7;15.5;0;-
CDF;19231221;-;-;100;897.6;-6.7;-9.5;100;17;0;-
CDF;19231222;-;-;100;893.1;-3.9;-7.5;100;37;0;-
CDF;19231223;-;-;100;891;-1.2;-3.5;100;24;0;-
CDF;19231224;-;-;100;896.1;-1.1;-4;100;38;0;-
CDF;19231225;-;-;60;901.4;-6.8;-9.5;100;15;312;-
CDF;19231226;-;-;100;892.5;0.9;-10;100;42;0;-
CDF;19231227;-;-;100;893.7;1.5;0;100;20;0;-
CDF;19231228;-;-;100;887.9;0.2;-3;100;43;0;-
CDF;19231229;-;-;100;907;-4.9;-7;97.7;5;48;-
CDF;19231230;-;-;100;900.9;-3.6;-5.5;96.3;13.5;0;-
CDF;19231231;-;-;47;905.1;-7.9;-11;95;0;294;-
CDF;19240101;-;-;100;901.8;-4.5;-9;95.7;7.2;0;-
CDF;19240102;-;-;100;900.1;-1.4;-4;98.3;2;0;-
CDF;19240103;-;-;100;900.3;-0.2;-1.5;100;15;0;-
CDF;19240104;-;-;100;902.4;-2.5;-3;98.3;0;0;-
CDF;19240105;-;-;57;905.8;-6.9;-10;96;0;174;-
CDF;19240106;-;-;10;905.3;-9.5;-12.5;80;0;342;-
CDF;19240107;-;-;0;897.5;-10.1;-16;90.7;0;270;-
CDF;19240108;-;-;57;885.9;-2.8;-13;95.7;1;24;-
CDF;19240109;-;-;57;880.4;0.1;-2;91;1;198;-
CDF;19240110;-;-;83;893.8;1.9;-4.5;86;6;138;-
CDF;19240111;-;-;80;902.9;-0.1;-2;94;0;0;-
CDF;19240112;-;-;0;909;-3.1;-9.5;67.7;0;324;-
CDF;19240113;-;-;33;903.4;-4;-11;66;0;318;-
CDF;19240114;-;-;33;900;-3.4;-7.5;62.3;0;234;-
CDF;19240115;-;-;80;895.1;-2.5;-7;74;0;144;-
CDF;19240116;-;-;100;890.3;1;-7;64.3;0;0;-
CDF;19240117;-;-;70;896.5;1.1;-2;81.7;0;420;-
CDF;19240118;-;-;70;905.4;1.9;-4;89.3;4;312;-
CDF;19240119;-;-;90;900.4;4.7;2.5;93;12.2;0;-
CDF;19240120;-;-;100;902.8;1.2;0;97.7;4;0;-
CDF;19240121;-;-;87;906.2;1.4;-0.5;91;0;258;-
CDF;19240122;-;-;87;901.9;2.4;-0.5;82;5.2;30;-
CDF;19240123;-;-;57;901;-0.9;-4.5;93.3;0;0;-
CDF;19240124;-;-;0;906.1;-2.5;-9;76.3;0;468;-
CDF;19240125;-;-;83;907.8;-2;-5;89.7;0;282;-
CDF;19240126;-;-;23;915;-3.3;-6;83;0;174;-
CDF;19240127;-;-;27;913.7;-3.2;-10;59.3;0;300;-
CDF;19240128;-;-;100;908.3;-2.9;-4.5;93.3;6.8;36;-
CDF;19240129;-;-;47;906.5;-8.3;-11.5;91.7;0;408;-
CDF;19240130;-;-;0;905.7;-8.4;-12.5;73;0;402;-
CDF;19240131;-;-;0;906.2;-8.4;-12;70;0;498;-
CDF;19240201;-;-;0;908.4;-8.7;-14;73;0;486;-
CDF;19240202;-;-;0;912.8;-5.4;-11.5;90.7;0;486;-
CDF;19240203;-;-;100;912.2;-1.7;-7.5;100;0;0;-
CDF;19240204;-;-;100;909.6;-1.3;-2.5;94.3;0;0;-
CDF;19240205;-;-;100;904.6;-0.2;-2;97.3;8;0;-
CDF;19240206;-;-;100;897.1;-1.4;-2.5;100;17.3;0;-
CDF;19240207;-;-;100;899.8;-0.9;-3;100;0;0;-
CDF;19240208;-;-;33;895.3;-1.6;-4.5;78.3;0;432;-
CDF;19240209;-;-;70;886.3;0.2;-9.5;72.7;4.4;174;-
CDF;19240210;-;-;90;877.5;2.4;0;94.7;0.6;150;-
CDF;19240211;-;-;50;879.3;-0.9;-6;90.7;0;366;-
CDF;19240212;-;-;87;885;0.3;-4;96.3;0;186;-
CDF;19240213;-;-;100;880.1;-0.1;-3;93.3;2.7;30;-
CDF;19240214;-;-;100;890.2;-5.4;-7.5;100;0;0;-
