stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm)
OTL;19070702;-;-;-;-;-;-;-;-;-;13
OTL;19070703;-;-;-;-;-;-;-;-;-;0
OTL;19070704;-;-;-;-;-;-;-;-;-;0
OTL;19070705;-;-;-;-;-;-;-;-;-;0
OTL;19070706;-;-;-;-;-;-;-;-;-;12.9
OTL;19070707;-;-;-;-;-;-;-;-;-;34
OTL;19070708;-;-;-;-;-;-;-;-;-;61.5
OTL;19070709;-;-;-;-;-;-;-;-;-;0
OTL;19070710;-;-;-;-;-;-;-;-;-;0
OTL;19070711;-;-;-;-;-;-;-;-;-;0
OTL;19070712;-;-;-;-;-;-;-;-;-;0
OTL;19070713;-;-;-;-;-;-;-;-;-;0
OTL;19070714;-;-;-;-;-;-;-;-;-;0
OTL;19070715;-;-;-;-;-;-;-;-;-;0
OTL;19070716;-;-;-;-;-;-;-;-;-;0
OTL;19070717;-;-;-;-;-;-;-;-;-;0
OTL;19070718;-;-;-;-;-;-;-;-;-;0
OTL;19070719;-;-;-;-;-;-;-;-;-;0
OTL;19070720;-;-;-;-;-;-;-;-;-;0
OTL;19070721;-;-;-;-;-;-;-;-;-;2.1
OTL;19070722;-;-;-;-;-;-;-;-;-;2.8
OTL;19070723;-;-;-;-;-;-;-;-;-;0
OTL;19070724;-;-;-;-;-;-;-;-;-;0
OTL;19070725;-;-;-;-;-;-;-;-;-;9.3
OTL;19070726;-;-;-;-;-;-;-;-;-;0.3
OTL;19070727;-;-;-;-;-;-;-;-;-;0
OTL;19070728;-;-;-;-;-;-;-;-;-;0
OTL;19070729;-;-;-;-;-;-;-;-;-;0
OTL;19070730;-;-;-;-;-;-;-;-;-;1
OTL;19070731;-;-;-;-;-;-;-;-;-;0
OTL;19070801;-;-;-;-;-;-;-;-;-;0
OTL;19070802;-;-;-;-;-;-;-;-;-;0
OTL;19070803;-;-;-;-;-;-;-;-;-;0
OTL;19070804;-;-;-;-;-;-;-;-;-;0.1
OTL;19070805;-;-;-;-;-;-;-;-;-;0
OTL;19070806;-;-;-;-;-;-;-;-;-;16
OTL;19070807;-;-;-;-;-;-;-;-;-;3.2
OTL;19070808;-;-;-;-;-;-;-;-;-;0
OTL;19070809;-;-;-;-;-;-;-;-;-;0
OTL;19070810;-;-;-;-;-;-;-;-;-;10.3
OTL;19070811;-;-;-;-;-;-;-;-;-;0
OTL;19070812;-;-;-;-;-;-;-;-;-;0
OTL;19070813;-;-;-;-;-;-;-;-;-;0
OTL;19070814;-;-;-;-;-;-;-;-;-;0
OTL;19070815;-;-;-;-;-;-;-;-;-;36.1
OTL;19070816;-;-;-;-;-;-;-;-;-;0
OTL;19070817;-;-;-;-;-;-;-;-;-;0
OTL;19070818;-;-;-;-;-;-;-;-;-;0
OTL;19070819;-;-;-;-;-;-;-;-;-;0.1
OTL;19070820;-;-;-;-;-;-;-;-;-;1.4
OTL;19070821;-;-;-;-;-;-;-;-;-;0
OTL;19070822;-;-;-;-;-;-;-;-;-;0
OTL;19070823;-;-;-;-;-;-;-;-;-;0
OTL;19070824;-;-;-;-;-;-;-;-;-;0
OTL;19070825;-;-;-;-;-;-;-;-;-;0
OTL;19070826;-;-;-;-;-;-;-;-;-;0
OTL;19070827;-;-;-;-;-;-;-;-;-;0
OTL;19070828;-;-;-;-;-;-;-;-;-;0
OTL;19070829;-;-;-;-;-;-;-;-;-;0.9
OTL;19070830;-;-;-;-;-;-;-;-;-;5.7
OTL;19070831;-;-;-;-;-;-;-;-;-;0
OTL;19070901;-;-;-;-;-;-;-;-;-;22.6
OTL;19070902;-;-;-;-;-;-;-;-;-;51.2
OTL;19070903;-;-;-;-;-;-;-;-;-;12.4
OTL;19070904;-;-;-;-;-;-;-;-;-;0
OTL;19070905;-;-;-;-;-;-;-;-;-;0
OTL;19070906;-;-;-;-;-;-;-;-;-;0
OTL;19070907;-;-;-;-;-;-;-;-;-;0
OTL;19070908;-;-;-;-;-;-;-;-;-;0
OTL;19070909;-;-;-;-;-;-;-;-;-;0
OTL;19070910;-;-;-;-;-;-;-;-;-;23.5
OTL;19070911;-;-;-;-;-;-;-;-;-;0
OTL;19070912;-;-;-;-;-;-;-;-;-;0
OTL;19070913;-;-;-;-;-;-;-;-;-;35.5
OTL;19070914;-;-;-;-;-;-;-;-;-;8.2
OTL;19070915;-;-;-;-;-;-;-;-;-;0
OTL;19070916;-;-;-;-;-;-;-;-;-;0
OTL;19070917;-;-;-;-;-;-;-;-;-;0
OTL;19070918;-;-;-;-;-;-;-;-;-;0
OTL;19070919;-;-;-;-;-;-;-;-;-;0
OTL;19070920;-;-;-;-;-;-;-;-;-;0
OTL;19070921;-;-;-;-;-;-;-;-;-;0
OTL;19070922;-;-;-;-;-;-;-;-;-;0
OTL;19070923;-;-;-;-;-;-;-;-;-;0
OTL;19070924;-;-;-;-;-;-;-;-;-;2.4
OTL;19070925;-;-;-;-;-;-;-;-;-;14.1
OTL;19070926;-;-;-;-;-;-;-;-;-;7.6
OTL;19070927;-;-;-;-;-;-;-;-;-;9.2
OTL;19070928;-;-;-;-;-;-;-;-;-;9.6
OTL;19070929;-;-;-;-;-;-;-;-;-;4.3
OTL;19070930;-;-;-;-;-;-;-;-;-;34.6
OTL;19071001;-;-;-;-;-;-;-;-;-;25.5
OTL;19071002;-;-;-;-;-;-;-;-;-;14.4
OTL;19071003;-;-;-;-;-;-;-;-;-;55
OTL;19071004;-;-;-;-;-;-;-;-;-;7.5
OTL;19071005;-;-;-;-;-;-;-;-;-;3
OTL;19071006;-;-;-;-;-;-;-;-;-;1
OTL;19071007;-;-;-;-;-;-;-;-;-;4.1
OTL;19071008;-;-;-;-;-;-;-;-;-;14.4
OTL;19071009;-;-;-;-;-;-;-;-;-;71
OTL;19071010;-;-;-;-;-;-;-;-;-;1.8
OTL;19071011;-;-;-;-;-;-;-;-;-;0
OTL;19071012;-;-;-;-;-;-;-;-;-;0
OTL;19071013;-;-;-;-;-;-;-;-;-;6.6
OTL;19071014;-;-;-;-;-;-;-;-;-;57.2
OTL;19071015;-;-;-;-;-;-;-;-;-;34.6
OTL;19071016;-;-;-;-;-;-;-;-;-;97
OTL;19071017;-;-;-;-;-;-;-;-;-;11.5
OTL;19071018;-;-;-;-;-;-;-;-;-;0
OTL;19071019;-;-;-;-;-;-;-;-;-;1
OTL;19071020;-;-;-;-;-;-;-;-;-;0
OTL;19071021;-;-;-;-;-;-;-;-;-;0
OTL;19071022;-;-;-;-;-;-;-;-;-;0
OTL;19071023;-;-;-;-;-;-;-;-;-;4.7
OTL;19071024;-;-;-;-;-;-;-;-;-;54.6
OTL;19071025;-;-;-;-;-;-;-;-;-;37
OTL;19071026;-;-;-;-;-;-;-;-;-;25
OTL;19071027;-;-;-;-;-;-;-;-;-;8.7
OTL;19071028;-;-;-;-;-;-;-;-;-;7.6
OTL;19071029;-;-;-;-;-;-;-;-;-;15.3
OTL;19071030;-;-;-;-;-;-;-;-;-;8.6
OTL;19071031;-;-;-;-;-;-;-;-;-;0
OTL;19071101;-;-;-;-;-;-;-;-;-;0
OTL;19071102;-;-;-;-;-;-;-;-;-;1.2
OTL;19071103;-;-;-;-;-;-;-;-;-;0.5
OTL;19071104;-;-;-;-;-;-;-;-;-;0
OTL;19071105;-;-;-;-;-;-;-;-;-;0
OTL;19071106;-;-;-;-;-;-;-;-;-;0
OTL;19071107;-;-;-;-;-;-;-;-;-;0
OTL;19071108;-;-;-;-;-;-;-;-;-;16.4
OTL;19071109;-;-;-;-;-;-;-;-;-;7.6
OTL;19071110;-;-;-;-;-;-;-;-;-;0
OTL;19071111;-;-;-;-;-;-;-;-;-;7.2
OTL;19071112;-;-;-;-;-;-;-;-;-;4.2
OTL;19071113;-;-;-;-;-;-;-;-;-;0
OTL;19071114;-;-;-;-;-;-;-;-;-;0
OTL;19071115;-;-;-;-;-;-;-;-;-;0
OTL;19071116;-;-;-;-;-;-;-;-;-;0
OTL;19071117;-;-;-;-;-;-;-;-;-;0
OTL;19071118;-;-;-;-;-;-;-;-;-;0
OTL;19071119;-;-;-;-;-;-;-;-;-;0
OTL;19071120;-;-;-;-;-;-;-;-;-;0
OTL;19071121;-;-;-;-;-;-;-;-;-;0
OTL;19071122;-;-;-;-;-;-;-;-;-;0.2
OTL;19071123;-;-;-;-;-;-;-;-;-;0
OTL;19071124;-;-;-;-;-;-;-;-;-;0
OTL;19071125;-;-;-;-;-;-;-;-;-;0
OTL;19071126;-;-;-;-;-;-;-;-;-;0
OTL;19071127;-;-;-;-;-;-;-;-;-;0.1
OTL;19071128;-;-;-;-;-;-;-;-;-;0
OTL;19071129;-;-;-;-;-;-;-;-;-;0
OTL;19071130;-;-;-;-;-;-;-;-;-;0
OTL;19071201;-;-;-;-;-;-;-;-;-;6.5
OTL;19071202;-;-;-;-;-;-;-;-;-;0
OTL;19071203;-;-;-;-;-;-;-;-;-;19.4
OTL;19071204;-;-;-;-;-;-;-;-;-;0
OTL;19071205;-;-;-;-;-;-;-;-;-;0
OTL;19071206;-;-;-;-;-;-;-;-;-;8.7
OTL;19071207;-;-;-;-;-;-;-;-;-;0
OTL;19071208;-;-;-;-;-;-;-;-;-;0
OTL;19071209;-;-;-;-;-;-;-;-;-;0
OTL;19071210;-;-;-;-;-;-;-;-;-;0
OTL;19071211;-;-;-;-;-;-;-;-;-;0
OTL;19071212;-;-;-;-;-;-;-;-;-;32
OTL;19071213;-;-;-;-;-;-;-;-;-;0
OTL;19071214;-;-;-;-;-;-;-;-;-;3.6
OTL;19071215;-;-;-;-;-;-;-;-;-;0
OTL;19071216;-;-;-;-;-;-;-;-;-;0
OTL;19071217;-;-;-;-;-;-;-;-;-;0
OTL;19071218;-;-;-;-;-;-;-;-;-;0
OTL;19071219;-;-;-;-;-;-;-;-;-;0
OTL;19071220;-;-;-;-;-;-;-;-;-;0
OTL;19071221;-;-;-;-;-;-;-;-;-;0
OTL;19071222;-;-;-;-;-;-;-;-;-;0
OTL;19071223;-;-;-;-;-;-;-;-;-;0
OTL;19071224;-;-;-;-;-;-;-;-;-;0
OTL;19071225;-;-;-;-;-;-;-;-;-;0
OTL;19071226;-;-;-;-;-;-;-;-;-;0.3
OTL;19071227;-;-;-;-;-;-;-;-;-;23.4
OTL;19071228;-;-;-;-;-;-;-;-;-;27.1
OTL;19071229;-;-;-;-;-;-;-;-;-;0
OTL;19071230;-;-;-;-;-;-;-;-;-;0
OTL;19071231;-;-;-;-;-;-;-;-;-;0.7
OTL;19080101;-;-;-;-;-;-;-;-;-;0
OTL;19080102;-;-;-;-;-;-;-;-;-;0
OTL;19080103;-;-;-;-;-;-;-;-;-;0
OTL;19080104;-;-;-;-;-;-;-;-;-;0
OTL;19080105;-;-;-;-;-;-;-;-;-;0
OTL;19080106;-;-;-;-;-;-;-;-;-;0
OTL;19080107;-;-;-;-;-;-;-;-;-;0
OTL;19080108;-;-;-;-;-;-;-;-;-;2.7
OTL;19080109;-;-;-;-;-;-;-;-;-;0
OTL;19080110;-;-;-;-;-;-;-;-;-;0
OTL;19080111;-;-;-;-;-;-;-;-;-;0
OTL;19080112;-;-;-;-;-;-;-;-;-;0
OTL;19080113;-;-;-;-;-;-;-;-;-;0
OTL;19080114;-;-;-;-;-;-;-;-;-;0
OTL;19080115;-;-;-;-;-;-;-;-;-;0
OTL;19080116;-;-;-;-;-;-;-;-;-;0
OTL;19080117;-;-;-;-;-;-;-;-;-;0
OTL;19080118;-;-;-;-;-;-;-;-;-;0
OTL;19080119;-;-;-;-;-;-;-;-;-;0
OTL;19080120;-;-;-;-;-;-;-;-;-;0
OTL;19080121;-;-;-;-;-;-;-;-;-;0
OTL;19080122;-;-;-;-;-;-;-;-;-;0
OTL;19080123;-;-;-;-;-;-;-;-;-;0
OTL;19080124;-;-;-;-;-;-;-;-;-;0
OTL;19080125;-;-;-;-;-;-;-;-;-;0
OTL;19080126;-;-;-;-;-;-;-;-;-;0
OTL;19080127;-;-;-;-;-;-;-;-;-;0
OTL;19080128;-;-;-;-;-;-;-;-;-;0
OTL;19080129;-;-;-;-;-;-;-;-;-;0
OTL;19080130;-;-;-;-;-;-;-;-;-;0
OTL;19080131;-;-;-;-;-;-;-;-;-;0
OTL;19080201;-;-;-;-;-;-;-;-;-;0
OTL;19080202;-;-;-;-;-;-;-;-;-;0
OTL;19080203;-;-;-;-;-;-;-;-;-;0
OTL;19080204;-;-;-;-;-;-;-;-;-;0
OTL;19080205;-;-;-;-;-;-;-;-;-;0
OTL;19080206;-;-;-;-;-;-;-;-;-;0
OTL;19080207;-;-;-;-;-;-;-;-;-;0
OTL;19080208;-;-;-;-;-;-;-;-;-;0
OTL;19080209;-;-;-;-;-;-;-;-;-;0
OTL;19080210;-;-;-;-;-;-;-;-;-;0
OTL;19080211;-;-;-;-;-;-;-;-;-;0
OTL;19080212;-;-;-;-;-;-;-;-;-;0
OTL;19080213;-;-;-;-;-;-;-;-;-;0
OTL;19080214;-;-;-;-;-;-;-;-;-;0
OTL;19080215;-;-;-;-;-;-;-;-;-;0
OTL;19080216;-;-;-;-;-;-;-;-;-;0
OTL;19080217;-;-;-;-;-;-;-;-;-;0
OTL;19080218;-;-;-;-;-;-;-;-;-;0
OTL;19080219;-;-;-;-;-;-;-;-;-;0
OTL;19080220;-;-;-;-;-;-;-;-;-;0
OTL;19080221;-;-;-;-;-;-;-;-;-;0
OTL;19080222;-;-;-;-;-;-;-;-;-;0
OTL;19080223;-;-;-;-;-;-;-;-;-;0.2
OTL;19080224;-;-;-;-;-;-;-;-;-;0
OTL;19080225;-;-;-;-;-;-;-;-;-;0
OTL;19080226;-;-;-;-;-;-;-;-;-;0
OTL;19080227;-;-;-;-;-;-;-;-;-;0
OTL;19080228;-;-;-;-;-;-;-;-;-;16.6
OTL;19080229;-;-;-;-;-;-;-;-;-;4.8
OTL;19080301;-;-;-;-;-;-;-;-;-;0
OTL;19080302;-;-;-;-;-;-;-;-;-;3.8
OTL;19080303;-;-;-;-;-;-;-;-;-;0
OTL;19080304;-;-;-;-;-;-;-;-;-;0.7
OTL;19080305;-;-;-;-;-;-;-;-;-;0
OTL;19080306;-;-;-;-;-;-;-;-;-;6.3
OTL;19080307;-;-;-;-;-;-;-;-;-;14.9
OTL;19080308;-;-;-;-;-;-;-;-;-;0
OTL;19080309;-;-;-;-;-;-;-;-;-;8.9
OTL;19080310;-;-;-;-;-;-;-;-;-;0
OTL;19080311;-;-;-;-;-;-;-;-;-;0
OTL;19080312;-;-;-;-;-;-;-;-;-;0
OTL;19080313;-;-;-;-;-;-;-;-;-;0
OTL;19080314;-;-;-;-;-;-;-;-;-;0
OTL;19080315;-;-;-;-;-;-;-;-;-;0
OTL;19080316;-;-;-;-;-;-;-;-;-;0.9
OTL;19080317;-;-;-;-;-;-;-;-;-;0
OTL;19080318;-;-;-;-;-;-;-;-;-;0.5
OTL;19080319;-;-;-;-;-;-;-;-;-;7.2
OTL;19080320;-;-;-;-;-;-;-;-;-;48.1
OTL;19080321;-;-;-;-;-;-;-;-;-;14.1
OTL;19080322;-;-;-;-;-;-;-;-;-;0
OTL;19080323;-;-;-;-;-;-;-;-;-;0
OTL;19080324;-;-;-;-;-;-;-;-;-;0
OTL;19080325;-;-;-;-;-;-;-;-;-;2.9
OTL;19080326;-;-;-;-;-;-;-;-;-;0
OTL;19080327;-;-;-;-;-;-;-;-;-;1.1
OTL;19080328;-;-;-;-;-;-;-;-;-;0
OTL;19080329;-;-;-;-;-;-;-;-;-;0
OTL;19080330;-;-;-;-;-;-;-;-;-;0
OTL;19080331;-;-;-;-;-;-;-;-;-;0
OTL;19080401;-;-;-;-;-;-;-;-;-;4.5
OTL;19080402;-;-;-;-;-;-;-;-;-;0
OTL;19080403;-;-;-;-;-;-;-;-;-;0
OTL;19080404;-;-;-;-;-;-;-;-;-;0
OTL;19080405;-;-;-;-;-;-;-;-;-;0
OTL;19080406;-;-;-;-;-;-;-;-;-;0
OTL;19080407;-;-;-;-;-;-;-;-;-;3.6
OTL;19080408;-;-;-;-;-;-;-;-;-;0
OTL;19080409;-;-;-;-;-;-;-;-;-;0
OTL;19080410;-;-;-;-;-;-;-;-;-;0
OTL;19080411;-;-;-;-;-;-;-;-;-;5.4
OTL;19080412;-;-;-;-;-;-;-;-;-;0.8
OTL;19080413;-;-;-;-;-;-;-;-;-;1.4
OTL;19080414;-;-;-;-;-;-;-;-;-;3
OTL;19080415;-;-;-;-;-;-;-;-;-;3
OTL;19080416;-;-;-;-;-;-;-;-;-;3.9
OTL;19080417;-;-;-;-;-;-;-;-;-;0
OTL;19080418;-;-;-;-;-;-;-;-;-;0
OTL;19080419;-;-;-;-;-;-;-;-;-;0
OTL;19080420;-;-;-;-;-;-;-;-;-;0
OTL;19080421;-;-;-;-;-;-;-;-;-;0
OTL;19080422;-;-;-;-;-;-;-;-;-;0
OTL;19080423;-;-;-;-;-;-;-;-;-;3.4
OTL;19080424;-;-;-;-;-;-;-;-;-;48.2
OTL;19080425;-;-;-;-;-;-;-;-;-;44
OTL;19080426;-;-;-;-;-;-;-;-;-;0
OTL;19080427;-;-;-;-;-;-;-;-;-;0
OTL;19080428;-;-;-;-;-;-;-;-;-;0
OTL;19080429;-;-;-;-;-;-;-;-;-;0
OTL;19080430;-;-;-;-;-;-;-;-;-;0
OTL;19080501;-;-;-;-;-;-;-;-;-;0
OTL;19080502;-;-;-;-;-;-;-;-;-;0
OTL;19080503;-;-;-;-;-;-;-;-;-;0
OTL;19080504;-;-;-;-;-;-;-;-;-;0
OTL;19080505;-;-;-;-;-;-;-;-;-;6.5
OTL;19080506;-;-;-;-;-;-;-;-;-;39.4
OTL;19080507;-;-;-;-;-;-;-;-;-;0
OTL;19080508;-;-;-;-;-;-;-;-;-;0
OTL;19080509;-;-;-;-;-;-;-;-;-;0
OTL;19080510;-;-;-;-;-;-;-;-;-;0
OTL;19080511;-;-;-;-;-;-;-;-;-;0
OTL;19080512;-;-;-;-;-;-;-;-;-;0
OTL;19080513;-;-;-;-;-;-;-;-;-;0
OTL;19080514;-;-;-;-;-;-;-;-;-;13.1
OTL;19080515;-;-;-;-;-;-;-;-;-;0.3
OTL;19080516;-;-;-;-;-;-;-;-;-;0
OTL;19080517;-;-;-;-;-;-;-;-;-;0
OTL;19080518;-;-;-;-;-;-;-;-;-;0
OTL;19080519;-;-;-;-;-;-;-;-;-;0
OTL;19080520;-;-;-;-;-;-;-;-;-;0
OTL;19080521;-;-;-;-;-;-;-;-;-;3.5
OTL;19080522;-;-;-;-;-;-;-;-;-;53.2
OTL;19080523;-;-;-;-;-;-;-;-;-;116.1
OTL;19080524;-;-;-;-;-;-;-;-;-;2.9
OTL;19080525;-;-;-;-;-;-;-;-;-;0
OTL;19080526;-;-;-;-;-;-;-;-;-;0
OTL;19080527;-;-;-;-;-;-;-;-;-;0
OTL;19080528;-;-;-;-;-;-;-;-;-;2.1
OTL;19080529;-;-;-;-;-;-;-;-;-;29.2
OTL;19080530;-;-;-;-;-;-;-;-;-;3.4
OTL;19080531;-;-;-;-;-;-;-;-;-;0
OTL;19080601;-;-;-;-;-;-;-;-;-;0
OTL;19080602;-;-;-;-;-;-;-;-;-;0
OTL;19080603;-;-;-;-;-;-;-;-;-;0
OTL;19080604;-;-;-;-;-;-;-;-;-;0.8
OTL;19080605;-;-;-;-;-;-;-;-;-;0
OTL;19080606;-;-;-;-;-;-;-;-;-;41.7
OTL;19080607;-;-;-;-;-;-;-;-;-;9.9
OTL;19080608;-;-;-;-;-;-;-;-;-;11.2
OTL;19080609;-;-;-;-;-;-;-;-;-;0
OTL;19080610;-;-;-;-;-;-;-;-;-;0
OTL;19080611;-;-;-;-;-;-;-;-;-;0
OTL;19080612;-;-;-;-;-;-;-;-;-;0
OTL;19080613;-;-;-;-;-;-;-;-;-;0
OTL;19080614;-;-;-;-;-;-;-;-;-;0.8
OTL;19080615;-;-;-;-;-;-;-;-;-;8.2
OTL;19080616;-;-;-;-;-;-;-;-;-;30.8
OTL;19080617;-;-;-;-;-;-;-;-;-;18
OTL;19080618;-;-;-;-;-;-;-;-;-;1.6
OTL;19080619;-;-;-;-;-;-;-;-;-;21.5
OTL;19080620;-;-;-;-;-;-;-;-;-;17.8
OTL;19080621;-;-;-;-;-;-;-;-;-;0.2
OTL;19080622;-;-;-;-;-;-;-;-;-;3.8
OTL;19080623;-;-;-;-;-;-;-;-;-;0
OTL;19080624;-;-;-;-;-;-;-;-;-;0
OTL;19080625;-;-;-;-;-;-;-;-;-;0
OTL;19080626;-;-;-;-;-;-;-;-;-;0
OTL;19080627;-;-;-;-;-;-;-;-;-;0
OTL;19080628;-;-;-;-;-;-;-;-;-;0
OTL;19080629;-;-;-;-;-;-;-;-;-;0
OTL;19080630;-;-;-;-;-;-;-;-;-;0
OTL;19080701;-;-;-;-;-;-;-;-;-;0
OTL;19080702;-;-;-;-;-;-;-;-;-;5.8
OTL;19080703;-;-;-;-;-;-;-;-;-;0
OTL;19080704;-;-;-;-;-;-;-;-;-;10.5
OTL;19080705;-;-;-;-;-;-;-;-;-;0
OTL;19080706;-;-;-;-;-;-;-;-;-;7.1
OTL;19080707;-;-;-;-;-;-;-;-;-;0
OTL;19080708;-;-;-;-;-;-;-;-;-;0
OTL;19080709;-;-;-;-;-;-;-;-;-;0
OTL;19080710;-;-;-;-;-;-;-;-;-;0
OTL;19080711;-;-;-;-;-;-;-;-;-;0
OTL;19080712;-;-;-;-;-;-;-;-;-;31.3
OTL;19080713;-;-;-;-;-;-;-;-;-;99.6
OTL;19080714;-;-;-;-;-;-;-;-;-;0
OTL;19080715;-;-;-;-;-;-;-;-;-;4.5
OTL;19080716;-;-;-;-;-;-;-;-;-;0
OTL;19080717;-;-;-;-;-;-;-;-;-;55.1
OTL;19080718;-;-;-;-;-;-;-;-;-;35.6
OTL;19080719;-;-;-;-;-;-;-;-;-;0
OTL;19080720;-;-;-;-;-;-;-;-;-;1.3
OTL;19080721;-;-;-;-;-;-;-;-;-;0
OTL;19080722;-;-;-;-;-;-;-;-;-;0
OTL;19080723;-;-;-;-;-;-;-;-;-;0
OTL;19080724;-;-;-;-;-;-;-;-;-;0
OTL;19080725;-;-;-;-;-;-;-;-;-;0
OTL;19080726;-;-;-;-;-;-;-;-;-;0.1
OTL;19080727;-;-;-;-;-;-;-;-;-;0
OTL;19080728;-;-;-;-;-;-;-;-;-;23
OTL;19080729;-;-;-;-;-;-;-;-;-;20
OTL;19080730;-;-;-;-;-;-;-;-;-;0
OTL;19080731;-;-;-;-;-;-;-;-;-;0
OTL;19080801;-;-;-;-;-;-;-;-;-;0
OTL;19080802;-;-;-;-;-;-;-;-;-;0
OTL;19080803;-;-;-;-;-;-;-;-;-;0
OTL;19080804;-;-;-;-;-;-;-;-;-;0
OTL;19080805;-;-;-;-;-;-;-;-;-;40.5
OTL;19080806;-;-;-;-;-;-;-;-;-;130.5
OTL;19080807;-;-;-;-;-;-;-;-;-;0
OTL;19080808;-;-;-;-;-;-;-;-;-;0
OTL;19080809;-;-;-;-;-;-;-;-;-;0
OTL;19080810;-;-;-;-;-;-;-;-;-;0
OTL;19080811;-;-;-;-;-;-;-;-;-;0
OTL;19080812;-;-;-;-;-;-;-;-;-;0
OTL;19080813;-;-;-;-;-;-;-;-;-;0
OTL;19080814;-;-;-;-;-;-;-;-;-;0
OTL;19080815;-;-;-;-;-;-;-;-;-;9.6
OTL;19080816;-;-;-;-;-;-;-;-;-;0
OTL;19080817;-;-;-;-;-;-;-;-;-;0
OTL;19080818;-;-;-;-;-;-;-;-;-;0
OTL;19080819;-;-;-;-;-;-;-;-;-;0
OTL;19080820;-;-;-;-;-;-;-;-;-;0
OTL;19080821;-;-;-;-;-;-;-;-;-;70.3
OTL;19080822;-;-;-;-;-;-;-;-;-;39
OTL;19080823;-;-;-;-;-;-;-;-;-;0
OTL;19080824;-;-;-;-;-;-;-;-;-;0
OTL;19080825;-;-;-;-;-;-;-;-;-;0
OTL;19080826;-;-;-;-;-;-;-;-;-;0
OTL;19080827;-;-;-;-;-;-;-;-;-;0
OTL;19080828;-;-;-;-;-;-;-;-;-;0
OTL;19080829;-;-;-;-;-;-;-;-;-;70.7
OTL;19080830;-;-;-;-;-;-;-;-;-;115.1
OTL;19080831;-;-;-;-;-;-;-;-;-;0
OTL;19080901;-;-;-;-;-;-;-;-;-;0
OTL;19080902;-;-;-;-;-;-;-;-;-;0
OTL;19080903;-;-;-;-;-;-;-;-;-;0
OTL;19080904;-;-;-;-;-;-;-;-;-;2.7
OTL;19080905;-;-;-;-;-;-;-;-;-;0
OTL;19080906;-;-;-;-;-;-;-;-;-;0
OTL;19080907;-;-;-;-;-;-;-;-;-;0
OTL;19080908;-;-;-;-;-;-;-;-;-;0
OTL;19080909;-;-;-;-;-;-;-;-;-;0
OTL;19080910;-;-;-;-;-;-;-;-;-;42
OTL;19080911;-;-;-;-;-;-;-;-;-;47.9
OTL;19080912;-;-;-;-;-;-;-;-;-;0
OTL;19080913;-;-;-;-;-;-;-;-;-;0
OTL;19080914;-;-;-;-;-;-;-;-;-;0
OTL;19080915;-;-;-;-;-;-;-;-;-;1.2
OTL;19080916;-;-;-;-;-;-;-;-;-;0
OTL;19080917;-;-;-;-;-;-;-;-;-;2.2
OTL;19080918;-;-;-;-;-;-;-;-;-;0
OTL;19080919;-;-;-;-;-;-;-;-;-;0
OTL;19080920;-;-;-;-;-;-;-;-;-;0
OTL;19080921;-;-;-;-;-;-;-;-;-;0
OTL;19080922;-;-;-;-;-;-;-;-;-;0
OTL;19080923;-;-;-;-;-;-;-;-;-;2
OTL;19080924;-;-;-;-;-;-;-;-;-;0
OTL;19080925;-;-;-;-;-;-;-;-;-;36.3
OTL;19080926;-;-;-;-;-;-;-;-;-;0
OTL;19080927;-;-;-;-;-;-;-;-;-;0
OTL;19080928;-;-;-;-;-;-;-;-;-;0
OTL;19080929;-;-;-;-;-;-;-;-;-;0
OTL;19080930;-;-;-;-;-;-;-;-;-;0
OTL;19081001;-;-;-;-;-;-;-;-;-;0
OTL;19081002;-;-;-;-;-;-;-;-;-;0
OTL;19081003;-;-;-;-;-;-;-;-;-;0
OTL;19081004;-;-;-;-;-;-;-;-;-;0
OTL;19081005;-;-;-;-;-;-;-;-;-;0
OTL;19081006;-;-;-;-;-;-;-;-;-;0
OTL;19081007;-;-;-;-;-;-;-;-;-;0
OTL;19081008;-;-;-;-;-;-;-;-;-;0
OTL;19081009;-;-;-;-;-;-;-;-;-;0
OTL;19081010;-;-;-;-;-;-;-;-;-;0
OTL;19081011;-;-;-;-;-;-;-;-;-;0
OTL;19081012;-;-;-;-;-;-;-;-;-;0
OTL;19081013;-;-;-;-;-;-;-;-;-;1
OTL;19081014;-;-;-;-;-;-;-;-;-;0
OTL;19081015;-;-;-;-;-;-;-;-;-;0
OTL;19081016;-;-;-;-;-;-;-;-;-;0
OTL;19081017;-;-;-;-;-;-;-;-;-;0
OTL;19081018;-;-;-;-;-;-;-;-;-;0
OTL;19081019;-;-;-;-;-;-;-;-;-;0
OTL;19081020;-;-;-;-;-;-;-;-;-;0
OTL;19081021;-;-;-;-;-;-;-;-;-;0
OTL;19081022;-;-;-;-;-;-;-;-;-;0
OTL;19081023;-;-;-;-;-;-;-;-;-;0
OTL;19081024;-;-;-;-;-;-;-;-;-;49.3
OTL;19081025;-;-;-;-;-;-;-;-;-;46.3
OTL;19081026;-;-;-;-;-;-;-;-;-;19.6
OTL;19081027;-;-;-;-;-;-;-;-;-;6.8
OTL;19081028;-;-;-;-;-;-;-;-;-;0
