stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm)
OTL;19020130;-;-;-;-;-;-;-;-;-;8.5
OTL;19020131;-;-;-;-;-;-;-;-;-;14.9
OTL;19020201;-;-;-;-;-;-;-;-;-;18.6
OTL;19020202;-;-;-;-;-;-;-;-;-;17.9
OTL;19020203;-;-;-;-;-;-;-;-;-;4.9
OTL;19020204;-;-;-;-;-;-;-;-;-;12.4
OTL;19020205;-;-;-;-;-;-;-;-;-;0
OTL;19020206;-;-;-;-;-;-;-;-;-;0.6
OTL;19020207;-;-;-;-;-;-;-;-;-;3.8
OTL;19020208;-;-;-;-;-;-;-;-;-;0
OTL;19020209;-;-;-;-;-;-;-;-;-;0
OTL;19020210;-;-;-;-;-;-;-;-;-;0
OTL;19020211;-;-;-;-;-;-;-;-;-;1.1
OTL;19020212;-;-;-;-;-;-;-;-;-;14.7
OTL;19020213;-;-;-;-;-;-;-;-;-;3.5
OTL;19020214;-;-;-;-;-;-;-;-;-;0
OTL;19020215;-;-;-;-;-;-;-;-;-;17
OTL;19020216;-;-;-;-;-;-;-;-;-;12.5
OTL;19020217;-;-;-;-;-;-;-;-;-;1.2
OTL;19020218;-;-;-;-;-;-;-;-;-;0
OTL;19020219;-;-;-;-;-;-;-;-;-;0
OTL;19020220;-;-;-;-;-;-;-;-;-;0
OTL;19020221;-;-;-;-;-;-;-;-;-;1.3
OTL;19020222;-;-;-;-;-;-;-;-;-;0
OTL;19020223;-;-;-;-;-;-;-;-;-;0
OTL;19020224;-;-;-;-;-;-;-;-;-;0
OTL;19020225;-;-;-;-;-;-;-;-;-;0
OTL;19020226;-;-;-;-;-;-;-;-;-;0
OTL;19020227;-;-;-;-;-;-;-;-;-;6.3
OTL;19020228;-;-;-;-;-;-;-;-;-;36.1
OTL;19020301;-;-;-;-;-;-;-;-;-;23.6
OTL;19020302;-;-;-;-;-;-;-;-;-;0
OTL;19020303;-;-;-;-;-;-;-;-;-;0
OTL;19020304;-;-;-;-;-;-;-;-;-;0
OTL;19020305;-;-;-;-;-;-;-;-;-;0
OTL;19020306;-;-;-;-;-;-;-;-;-;0
OTL;19020307;-;-;-;-;-;-;-;-;-;0
OTL;19020308;-;-;-;-;-;-;-;-;-;0
OTL;19020309;-;-;-;-;-;-;-;-;-;0.1
OTL;19020310;-;-;-;-;-;-;-;-;-;0
OTL;19020311;-;-;-;-;-;-;-;-;-;0
OTL;19020312;-;-;-;-;-;-;-;-;-;0
OTL;19020313;-;-;-;-;-;-;-;-;-;0
OTL;19020314;-;-;-;-;-;-;-;-;-;0
OTL;19020315;-;-;-;-;-;-;-;-;-;0.4
OTL;19020316;-;-;-;-;-;-;-;-;-;0
OTL;19020317;-;-;-;-;-;-;-;-;-;0
OTL;19020318;-;-;-;-;-;-;-;-;-;0
OTL;19020319;-;-;-;-;-;-;-;-;-;0
OTL;19020320;-;-;-;-;-;-;-;-;-;0.1
OTL;19020321;-;-;-;-;-;-;-;-;-;29
OTL;19020322;-;-;-;-;-;-;-;-;-;47.8
OTL;19020323;-;-;-;-;-;-;-;-;-;15.2
OTL;19020324;-;-;-;-;-;-;-;-;-;0.1
OTL;19020325;-;-;-;-;-;-;-;-;-;4
OTL;19020326;-;-;-;-;-;-;-;-;-;0
OTL;19020327;-;-;-;-;-;-;-;-;-;0
OTL;19020328;-;-;-;-;-;-;-;-;-;0
OTL;19020329;-;-;-;-;-;-;-;-;-;0
OTL;19020330;-;-;-;-;-;-;-;-;-;1.4
OTL;19020331;-;-;-;-;-;-;-;-;-;0
OTL;19020401;-;-;-;-;-;-;-;-;-;0
OTL;19020402;-;-;-;-;-;-;-;-;-;3.6
OTL;19020403;-;-;-;-;-;-;-;-;-;0.7
OTL;19020404;-;-;-;-;-;-;-;-;-;0
OTL;19020405;-;-;-;-;-;-;-;-;-;0
OTL;19020406;-;-;-;-;-;-;-;-;-;0.7
OTL;19020407;-;-;-;-;-;-;-;-;-;0
OTL;19020408;-;-;-;-;-;-;-;-;-;0
OTL;19020409;-;-;-;-;-;-;-;-;-;0
OTL;19020410;-;-;-;-;-;-;-;-;-;6
OTL;19020411;-;-;-;-;-;-;-;-;-;4.8
OTL;19020412;-;-;-;-;-;-;-;-;-;6.1
OTL;19020413;-;-;-;-;-;-;-;-;-;0
OTL;19020414;-;-;-;-;-;-;-;-;-;0.8
OTL;19020415;-;-;-;-;-;-;-;-;-;0
OTL;19020416;-;-;-;-;-;-;-;-;-;23
OTL;19020417;-;-;-;-;-;-;-;-;-;6.8
OTL;19020418;-;-;-;-;-;-;-;-;-;1.4
OTL;19020419;-;-;-;-;-;-;-;-;-;0.7
OTL;19020420;-;-;-;-;-;-;-;-;-;0
OTL;19020421;-;-;-;-;-;-;-;-;-;0
OTL;19020422;-;-;-;-;-;-;-;-;-;0
OTL;19020423;-;-;-;-;-;-;-;-;-;10.7
OTL;19020424;-;-;-;-;-;-;-;-;-;1.4
OTL;19020425;-;-;-;-;-;-;-;-;-;2.2
OTL;19020426;-;-;-;-;-;-;-;-;-;5.9
OTL;19020427;-;-;-;-;-;-;-;-;-;13.2
OTL;19020428;-;-;-;-;-;-;-;-;-;13.2
OTL;19020429;-;-;-;-;-;-;-;-;-;0.1
OTL;19020430;-;-;-;-;-;-;-;-;-;0
OTL;19020501;-;-;-;-;-;-;-;-;-;0
OTL;19020502;-;-;-;-;-;-;-;-;-;0
OTL;19020503;-;-;-;-;-;-;-;-;-;0
OTL;19020504;-;-;-;-;-;-;-;-;-;2.8
OTL;19020505;-;-;-;-;-;-;-;-;-;0
OTL;19020506;-;-;-;-;-;-;-;-;-;0
OTL;19020507;-;-;-;-;-;-;-;-;-;26
OTL;19020508;-;-;-;-;-;-;-;-;-;17
OTL;19020509;-;-;-;-;-;-;-;-;-;0
OTL;19020510;-;-;-;-;-;-;-;-;-;0
OTL;19020511;-;-;-;-;-;-;-;-;-;7.5
OTL;19020512;-;-;-;-;-;-;-;-;-;0.3
OTL;19020513;-;-;-;-;-;-;-;-;-;19.5
OTL;19020514;-;-;-;-;-;-;-;-;-;0
OTL;19020515;-;-;-;-;-;-;-;-;-;0
OTL;19020516;-;-;-;-;-;-;-;-;-;0
OTL;19020517;-;-;-;-;-;-;-;-;-;4.4
OTL;19020518;-;-;-;-;-;-;-;-;-;0
OTL;19020519;-;-;-;-;-;-;-;-;-;0.6
OTL;19020520;-;-;-;-;-;-;-;-;-;0
OTL;19020521;-;-;-;-;-;-;-;-;-;0
OTL;19020522;-;-;-;-;-;-;-;-;-;0
OTL;19020523;-;-;-;-;-;-;-;-;-;0
OTL;19020524;-;-;-;-;-;-;-;-;-;0
OTL;19020525;-;-;-;-;-;-;-;-;-;0
OTL;19020526;-;-;-;-;-;-;-;-;-;0
OTL;19020527;-;-;-;-;-;-;-;-;-;0
OTL;19020528;-;-;-;-;-;-;-;-;-;0
OTL;19020529;-;-;-;-;-;-;-;-;-;3.2
OTL;19020530;-;-;-;-;-;-;-;-;-;2.2
OTL;19020531;-;-;-;-;-;-;-;-;-;11.2
OTL;19020601;-;-;-;-;-;-;-;-;-;0
OTL;19020602;-;-;-;-;-;-;-;-;-;0
OTL;19020603;-;-;-;-;-;-;-;-;-;8.4
OTL;19020604;-;-;-;-;-;-;-;-;-;10.2
OTL;19020605;-;-;-;-;-;-;-;-;-;0.2
OTL;19020606;-;-;-;-;-;-;-;-;-;0
OTL;19020607;-;-;-;-;-;-;-;-;-;15.7
OTL;19020608;-;-;-;-;-;-;-;-;-;0
OTL;19020609;-;-;-;-;-;-;-;-;-;21.4
OTL;19020610;-;-;-;-;-;-;-;-;-;3
OTL;19020611;-;-;-;-;-;-;-;-;-;2
OTL;19020612;-;-;-;-;-;-;-;-;-;15.7
OTL;19020613;-;-;-;-;-;-;-;-;-;83.4
OTL;19020614;-;-;-;-;-;-;-;-;-;0
OTL;19020615;-;-;-;-;-;-;-;-;-;22
OTL;19020616;-;-;-;-;-;-;-;-;-;0
OTL;19020617;-;-;-;-;-;-;-;-;-;0
OTL;19020618;-;-;-;-;-;-;-;-;-;0
OTL;19020619;-;-;-;-;-;-;-;-;-;0
OTL;19020620;-;-;-;-;-;-;-;-;-;11.9
OTL;19020621;-;-;-;-;-;-;-;-;-;0
OTL;19020622;-;-;-;-;-;-;-;-;-;0
OTL;19020623;-;-;-;-;-;-;-;-;-;0
OTL;19020624;-;-;-;-;-;-;-;-;-;0
OTL;19020625;-;-;-;-;-;-;-;-;-;12.3
OTL;19020626;-;-;-;-;-;-;-;-;-;44.4
OTL;19020627;-;-;-;-;-;-;-;-;-;0
OTL;19020628;-;-;-;-;-;-;-;-;-;0
OTL;19020629;-;-;-;-;-;-;-;-;-;0
OTL;19020630;-;-;-;-;-;-;-;-;-;0
OTL;19020701;-;-;-;-;-;-;-;-;-;11.7
OTL;19020702;-;-;-;-;-;-;-;-;-;0
OTL;19020703;-;-;-;-;-;-;-;-;-;0
OTL;19020704;-;-;-;-;-;-;-;-;-;0
OTL;19020705;-;-;-;-;-;-;-;-;-;0
OTL;19020706;-;-;-;-;-;-;-;-;-;0
OTL;19020707;-;-;-;-;-;-;-;-;-;0
OTL;19020708;-;-;-;-;-;-;-;-;-;0
OTL;19020709;-;-;-;-;-;-;-;-;-;0
OTL;19020710;-;-;-;-;-;-;-;-;-;2.4
OTL;19020711;-;-;-;-;-;-;-;-;-;0
OTL;19020712;-;-;-;-;-;-;-;-;-;0
OTL;19020713;-;-;-;-;-;-;-;-;-;0
OTL;19020714;-;-;-;-;-;-;-;-;-;0
OTL;19020715;-;-;-;-;-;-;-;-;-;0
OTL;19020716;-;-;-;-;-;-;-;-;-;9.8
OTL;19020717;-;-;-;-;-;-;-;-;-;0
OTL;19020718;-;-;-;-;-;-;-;-;-;12.8
OTL;19020719;-;-;-;-;-;-;-;-;-;2.7
OTL;19020720;-;-;-;-;-;-;-;-;-;1.1
OTL;19020721;-;-;-;-;-;-;-;-;-;25
OTL;19020722;-;-;-;-;-;-;-;-;-;0
OTL;19020723;-;-;-;-;-;-;-;-;-;0
OTL;19020724;-;-;-;-;-;-;-;-;-;1
OTL;19020725;-;-;-;-;-;-;-;-;-;0
OTL;19020726;-;-;-;-;-;-;-;-;-;0
OTL;19020727;-;-;-;-;-;-;-;-;-;45
OTL;19020728;-;-;-;-;-;-;-;-;-;0
OTL;19020729;-;-;-;-;-;-;-;-;-;0
OTL;19020730;-;-;-;-;-;-;-;-;-;0
OTL;19020731;-;-;-;-;-;-;-;-;-;4.4
OTL;19020801;-;-;-;-;-;-;-;-;-;4.4
OTL;19020802;-;-;-;-;-;-;-;-;-;60.5
OTL;19020803;-;-;-;-;-;-;-;-;-;8
OTL;19020804;-;-;-;-;-;-;-;-;-;0
OTL;19020805;-;-;-;-;-;-;-;-;-;0
OTL;19020806;-;-;-;-;-;-;-;-;-;0
OTL;19020807;-;-;-;-;-;-;-;-;-;0
OTL;19020808;-;-;-;-;-;-;-;-;-;2.2
OTL;19020809;-;-;-;-;-;-;-;-;-;0
OTL;19020810;-;-;-;-;-;-;-;-;-;0
OTL;19020811;-;-;-;-;-;-;-;-;-;0
OTL;19020812;-;-;-;-;-;-;-;-;-;0
OTL;19020813;-;-;-;-;-;-;-;-;-;0
OTL;19020814;-;-;-;-;-;-;-;-;-;0
OTL;19020815;-;-;-;-;-;-;-;-;-;0.1
OTL;19020816;-;-;-;-;-;-;-;-;-;1.4
OTL;19020817;-;-;-;-;-;-;-;-;-;2.3
OTL;19020818;-;-;-;-;-;-;-;-;-;0
OTL;19020819;-;-;-;-;-;-;-;-;-;1.6
OTL;19020820;-;-;-;-;-;-;-;-;-;44.2
OTL;19020821;-;-;-;-;-;-;-;-;-;0
OTL;19020822;-;-;-;-;-;-;-;-;-;0
OTL;19020823;-;-;-;-;-;-;-;-;-;0
OTL;19020824;-;-;-;-;-;-;-;-;-;0
OTL;19020825;-;-;-;-;-;-;-;-;-;0
OTL;19020826;-;-;-;-;-;-;-;-;-;26.4
OTL;19020827;-;-;-;-;-;-;-;-;-;35.1
OTL;19020828;-;-;-;-;-;-;-;-;-;0
OTL;19020829;-;-;-;-;-;-;-;-;-;17.9
OTL;19020830;-;-;-;-;-;-;-;-;-;5
OTL;19020831;-;-;-;-;-;-;-;-;-;35
OTL;19020901;-;-;-;-;-;-;-;-;-;25
OTL;19020902;-;-;-;-;-;-;-;-;-;0
OTL;19020903;-;-;-;-;-;-;-;-;-;0
OTL;19020904;-;-;-;-;-;-;-;-;-;0
OTL;19020905;-;-;-;-;-;-;-;-;-;53
OTL;19020906;-;-;-;-;-;-;-;-;-;33
OTL;19020907;-;-;-;-;-;-;-;-;-;0
OTL;19020908;-;-;-;-;-;-;-;-;-;0
OTL;19020909;-;-;-;-;-;-;-;-;-;0
OTL;19020910;-;-;-;-;-;-;-;-;-;45
OTL;19020911;-;-;-;-;-;-;-;-;-;31.2
OTL;19020912;-;-;-;-;-;-;-;-;-;78.4
OTL;19020913;-;-;-;-;-;-;-;-;-;0
OTL;19020914;-;-;-;-;-;-;-;-;-;0
OTL;19020915;-;-;-;-;-;-;-;-;-;0
OTL;19020916;-;-;-;-;-;-;-;-;-;0.1
OTL;19020917;-;-;-;-;-;-;-;-;-;0
OTL;19020918;-;-;-;-;-;-;-;-;-;0
OTL;19020919;-;-;-;-;-;-;-;-;-;0
OTL;19020920;-;-;-;-;-;-;-;-;-;0
OTL;19020921;-;-;-;-;-;-;-;-;-;0
OTL;19020922;-;-;-;-;-;-;-;-;-;0
OTL;19020923;-;-;-;-;-;-;-;-;-;0
OTL;19020924;-;-;-;-;-;-;-;-;-;0
OTL;19020925;-;-;-;-;-;-;-;-;-;0
OTL;19020926;-;-;-;-;-;-;-;-;-;0
OTL;19020927;-;-;-;-;-;-;-;-;-;0
OTL;19020928;-;-;-;-;-;-;-;-;-;3.1
OTL;19020929;-;-;-;-;-;-;-;-;-;0
OTL;19020930;-;-;-;-;-;-;-;-;-;27.3
OTL;19021001;-;-;-;-;-;-;-;-;-;3.5
OTL;19021002;-;-;-;-;-;-;-;-;-;3.3
OTL;19021003;-;-;-;-;-;-;-;-;-;0
OTL;19021004;-;-;-;-;-;-;-;-;-;12.2
OTL;19021005;-;-;-;-;-;-;-;-;-;12.8
OTL;19021006;-;-;-;-;-;-;-;-;-;34
OTL;19021007;-;-;-;-;-;-;-;-;-;14.9
OTL;19021008;-;-;-;-;-;-;-;-;-;0
OTL;19021009;-;-;-;-;-;-;-;-;-;0
OTL;19021010;-;-;-;-;-;-;-;-;-;27
OTL;19021011;-;-;-;-;-;-;-;-;-;39
OTL;19021012;-;-;-;-;-;-;-;-;-;0
OTL;19021013;-;-;-;-;-;-;-;-;-;0
OTL;19021014;-;-;-;-;-;-;-;-;-;0
OTL;19021015;-;-;-;-;-;-;-;-;-;3.1
OTL;19021016;-;-;-;-;-;-;-;-;-;26
OTL;19021017;-;-;-;-;-;-;-;-;-;0
OTL;19021018;-;-;-;-;-;-;-;-;-;0
OTL;19021019;-;-;-;-;-;-;-;-;-;0
OTL;19021020;-;-;-;-;-;-;-;-;-;0
OTL;19021021;-;-;-;-;-;-;-;-;-;0
OTL;19021022;-;-;-;-;-;-;-;-;-;2
OTL;19021023;-;-;-;-;-;-;-;-;-;0
OTL;19021024;-;-;-;-;-;-;-;-;-;0
OTL;19021025;-;-;-;-;-;-;-;-;-;0
OTL;19021026;-;-;-;-;-;-;-;-;-;0
OTL;19021027;-;-;-;-;-;-;-;-;-;0
OTL;19021028;-;-;-;-;-;-;-;-;-;0
OTL;19021029;-;-;-;-;-;-;-;-;-;0
OTL;19021030;-;-;-;-;-;-;-;-;-;0
OTL;19021031;-;-;-;-;-;-;-;-;-;0
OTL;19021101;-;-;-;-;-;-;-;-;-;0
OTL;19021102;-;-;-;-;-;-;-;-;-;0
OTL;19021103;-;-;-;-;-;-;-;-;-;0
OTL;19021104;-;-;-;-;-;-;-;-;-;0
OTL;19021105;-;-;-;-;-;-;-;-;-;0
OTL;19021106;-;-;-;-;-;-;-;-;-;8.9
OTL;19021107;-;-;-;-;-;-;-;-;-;37.2
OTL;19021108;-;-;-;-;-;-;-;-;-;0.9
OTL;19021109;-;-;-;-;-;-;-;-;-;3.7
OTL;19021110;-;-;-;-;-;-;-;-;-;0
OTL;19021111;-;-;-;-;-;-;-;-;-;0
OTL;19021112;-;-;-;-;-;-;-;-;-;0
OTL;19021113;-;-;-;-;-;-;-;-;-;0
OTL;19021114;-;-;-;-;-;-;-;-;-;0
OTL;19021115;-;-;-;-;-;-;-;-;-;0
OTL;19021116;-;-;-;-;-;-;-;-;-;0
OTL;19021117;-;-;-;-;-;-;-;-;-;0
OTL;19021118;-;-;-;-;-;-;-;-;-;0.7
OTL;19021119;-;-;-;-;-;-;-;-;-;10.1
OTL;19021120;-;-;-;-;-;-;-;-;-;6.2
OTL;19021121;-;-;-;-;-;-;-;-;-;0.1
OTL;19021122;-;-;-;-;-;-;-;-;-;0
OTL;19021123;-;-;-;-;-;-;-;-;-;0
OTL;19021124;-;-;-;-;-;-;-;-;-;0
OTL;19021125;-;-;-;-;-;-;-;-;-;5.2
OTL;19021126;-;-;-;-;-;-;-;-;-;0
OTL;19021127;-;-;-;-;-;-;-;-;-;0
OTL;19021128;-;-;-;-;-;-;-;-;-;0
OTL;19021129;-;-;-;-;-;-;-;-;-;9.1
OTL;19021130;-;-;-;-;-;-;-;-;-;8.7
OTL;19021201;-;-;-;-;-;-;-;-;-;0
OTL;19021202;-;-;-;-;-;-;-;-;-;0
OTL;19021203;-;-;-;-;-;-;-;-;-;0
OTL;19021204;-;-;-;-;-;-;-;-;-;6.7
OTL;19021205;-;-;-;-;-;-;-;-;-;0
OTL;19021206;-;-;-;-;-;-;-;-;-;0
OTL;19021207;-;-;-;-;-;-;-;-;-;1.7
OTL;19021208;-;-;-;-;-;-;-;-;-;0.8
OTL;19021209;-;-;-;-;-;-;-;-;-;0
OTL;19021210;-;-;-;-;-;-;-;-;-;0
OTL;19021211;-;-;-;-;-;-;-;-;-;0
OTL;19021212;-;-;-;-;-;-;-;-;-;0
OTL;19021213;-;-;-;-;-;-;-;-;-;0
OTL;19021214;-;-;-;-;-;-;-;-;-;0
OTL;19021215;-;-;-;-;-;-;-;-;-;0
OTL;19021216;-;-;-;-;-;-;-;-;-;0
OTL;19021217;-;-;-;-;-;-;-;-;-;0
OTL;19021218;-;-;-;-;-;-;-;-;-;1
OTL;19021219;-;-;-;-;-;-;-;-;-;2.5
OTL;19021220;-;-;-;-;-;-;-;-;-;0
OTL;19021221;-;-;-;-;-;-;-;-;-;0.2
OTL;19021222;-;-;-;-;-;-;-;-;-;0
OTL;19021223;-;-;-;-;-;-;-;-;-;0
OTL;19021224;-;-;-;-;-;-;-;-;-;0
OTL;19021225;-;-;-;-;-;-;-;-;-;0
OTL;19021226;-;-;-;-;-;-;-;-;-;0
OTL;19021227;-;-;-;-;-;-;-;-;-;0
OTL;19021228;-;-;-;-;-;-;-;-;-;0
OTL;19021229;-;-;-;-;-;-;-;-;-;15
OTL;19021230;-;-;-;-;-;-;-;-;-;44.5
OTL;19021231;-;-;-;-;-;-;-;-;-;0
OTL;19030101;-;-;-;-;-;-;-;-;-;0
OTL;19030102;-;-;-;-;-;-;-;-;-;0
OTL;19030103;-;-;-;-;-;-;-;-;-;0
OTL;19030104;-;-;-;-;-;-;-;-;-;0
OTL;19030105;-;-;-;-;-;-;-;-;-;0
OTL;19030106;-;-;-;-;-;-;-;-;-;0
OTL;19030107;-;-;-;-;-;-;-;-;-;0
OTL;19030108;-;-;-;-;-;-;-;-;-;0
OTL;19030109;-;-;-;-;-;-;-;-;-;6.6
OTL;19030110;-;-;-;-;-;-;-;-;-;32
OTL;19030111;-;-;-;-;-;-;-;-;-;23.3
OTL;19030112;-;-;-;-;-;-;-;-;-;2.5
OTL;19030113;-;-;-;-;-;-;-;-;-;23.4
OTL;19030114;-;-;-;-;-;-;-;-;-;0
OTL;19030115;-;-;-;-;-;-;-;-;-;0
OTL;19030116;-;-;-;-;-;-;-;-;-;0
OTL;19030117;-;-;-;-;-;-;-;-;-;0
OTL;19030118;-;-;-;-;-;-;-;-;-;0
OTL;19030119;-;-;-;-;-;-;-;-;-;0
OTL;19030120;-;-;-;-;-;-;-;-;-;0
OTL;19030121;-;-;-;-;-;-;-;-;-;0
OTL;19030122;-;-;-;-;-;-;-;-;-;0
OTL;19030123;-;-;-;-;-;-;-;-;-;0
OTL;19030124;-;-;-;-;-;-;-;-;-;0
OTL;19030125;-;-;-;-;-;-;-;-;-;0
OTL;19030126;-;-;-;-;-;-;-;-;-;0
OTL;19030127;-;-;-;-;-;-;-;-;-;0
OTL;19030128;-;-;-;-;-;-;-;-;-;0
OTL;19030129;-;-;-;-;-;-;-;-;-;0
OTL;19030130;-;-;-;-;-;-;-;-;-;0
OTL;19030131;-;-;-;-;-;-;-;-;-;0
OTL;19030201;-;-;-;-;-;-;-;-;-;28
OTL;19030202;-;-;-;-;-;-;-;-;-;0
OTL;19030203;-;-;-;-;-;-;-;-;-;0
OTL;19030204;-;-;-;-;-;-;-;-;-;0
OTL;19030205;-;-;-;-;-;-;-;-;-;0
OTL;19030206;-;-;-;-;-;-;-;-;-;0
OTL;19030207;-;-;-;-;-;-;-;-;-;0
OTL;19030208;-;-;-;-;-;-;-;-;-;0
OTL;19030209;-;-;-;-;-;-;-;-;-;0
OTL;19030210;-;-;-;-;-;-;-;-;-;0
OTL;19030211;-;-;-;-;-;-;-;-;-;0
OTL;19030212;-;-;-;-;-;-;-;-;-;0
OTL;19030213;-;-;-;-;-;-;-;-;-;0
OTL;19030214;-;-;-;-;-;-;-;-;-;0
OTL;19030215;-;-;-;-;-;-;-;-;-;0
OTL;19030216;-;-;-;-;-;-;-;-;-;0
OTL;19030217;-;-;-;-;-;-;-;-;-;0
OTL;19030218;-;-;-;-;-;-;-;-;-;0
OTL;19030219;-;-;-;-;-;-;-;-;-;0
OTL;19030220;-;-;-;-;-;-;-;-;-;0
OTL;19030221;-;-;-;-;-;-;-;-;-;0
OTL;19030222;-;-;-;-;-;-;-;-;-;0
OTL;19030223;-;-;-;-;-;-;-;-;-;0.1
OTL;19030224;-;-;-;-;-;-;-;-;-;0
OTL;19030225;-;-;-;-;-;-;-;-;-;0
OTL;19030226;-;-;-;-;-;-;-;-;-;0
OTL;19030227;-;-;-;-;-;-;-;-;-;0
OTL;19030228;-;-;-;-;-;-;-;-;-;0.8
OTL;19030301;-;-;-;-;-;-;-;-;-;8
OTL;19030302;-;-;-;-;-;-;-;-;-;4
OTL;19030303;-;-;-;-;-;-;-;-;-;0
OTL;19030304;-;-;-;-;-;-;-;-;-;0
OTL;19030305;-;-;-;-;-;-;-;-;-;0
OTL;19030306;-;-;-;-;-;-;-;-;-;0
OTL;19030307;-;-;-;-;-;-;-;-;-;0
OTL;19030308;-;-;-;-;-;-;-;-;-;0
OTL;19030309;-;-;-;-;-;-;-;-;-;0
OTL;19030310;-;-;-;-;-;-;-;-;-;0
OTL;19030311;-;-;-;-;-;-;-;-;-;0
OTL;19030312;-;-;-;-;-;-;-;-;-;0
OTL;19030313;-;-;-;-;-;-;-;-;-;0
OTL;19030314;-;-;-;-;-;-;-;-;-;0
OTL;19030315;-;-;-;-;-;-;-;-;-;0.1
OTL;19030316;-;-;-;-;-;-;-;-;-;0
OTL;19030317;-;-;-;-;-;-;-;-;-;0
OTL;19030318;-;-;-;-;-;-;-;-;-;0
OTL;19030319;-;-;-;-;-;-;-;-;-;0
OTL;19030320;-;-;-;-;-;-;-;-;-;0
OTL;19030321;-;-;-;-;-;-;-;-;-;0
OTL;19030322;-;-;-;-;-;-;-;-;-;0
OTL;19030323;-;-;-;-;-;-;-;-;-;0
OTL;19030324;-;-;-;-;-;-;-;-;-;0
OTL;19030325;-;-;-;-;-;-;-;-;-;0
OTL;19030326;-;-;-;-;-;-;-;-;-;7.8
OTL;19030327;-;-;-;-;-;-;-;-;-;71.1
OTL;19030328;-;-;-;-;-;-;-;-;-;3.4
OTL;19030329;-;-;-;-;-;-;-;-;-;0
OTL;19030330;-;-;-;-;-;-;-;-;-;0
OTL;19030331;-;-;-;-;-;-;-;-;-;0
OTL;19030401;-;-;-;-;-;-;-;-;-;0
OTL;19030402;-;-;-;-;-;-;-;-;-;0
OTL;19030403;-;-;-;-;-;-;-;-;-;0
OTL;19030404;-;-;-;-;-;-;-;-;-;0
OTL;19030405;-;-;-;-;-;-;-;-;-;0
OTL;19030406;-;-;-;-;-;-;-;-;-;0
OTL;19030407;-;-;-;-;-;-;-;-;-;0
OTL;19030408;-;-;-;-;-;-;-;-;-;0
OTL;19030409;-;-;-;-;-;-;-;-;-;0
OTL;19030410;-;-;-;-;-;-;-;-;-;0
OTL;19030411;-;-;-;-;-;-;-;-;-;0
OTL;19030412;-;-;-;-;-;-;-;-;-;0
OTL;19030413;-;-;-;-;-;-;-;-;-;0
OTL;19030414;-;-;-;-;-;-;-;-;-;0
OTL;19030415;-;-;-;-;-;-;-;-;-;0
OTL;19030416;-;-;-;-;-;-;-;-;-;3
OTL;19030417;-;-;-;-;-;-;-;-;-;0
OTL;19030418;-;-;-;-;-;-;-;-;-;0
OTL;19030419;-;-;-;-;-;-;-;-;-;0
OTL;19030420;-;-;-;-;-;-;-;-;-;0
OTL;19030421;-;-;-;-;-;-;-;-;-;8.4
OTL;19030422;-;-;-;-;-;-;-;-;-;61.3
OTL;19030423;-;-;-;-;-;-;-;-;-;27.4
OTL;19030424;-;-;-;-;-;-;-;-;-;25.3
OTL;19030425;-;-;-;-;-;-;-;-;-;4.8
OTL;19030426;-;-;-;-;-;-;-;-;-;3.5
OTL;19030427;-;-;-;-;-;-;-;-;-;0
OTL;19030428;-;-;-;-;-;-;-;-;-;0
OTL;19030429;-;-;-;-;-;-;-;-;-;46.1
OTL;19030430;-;-;-;-;-;-;-;-;-;29.6
OTL;19030501;-;-;-;-;-;-;-;-;-;61
OTL;19030502;-;-;-;-;-;-;-;-;-;33
OTL;19030503;-;-;-;-;-;-;-;-;-;4.6
OTL;19030504;-;-;-;-;-;-;-;-;-;37.5
OTL;19030505;-;-;-;-;-;-;-;-;-;6.7
OTL;19030506;-;-;-;-;-;-;-;-;-;20.6
OTL;19030507;-;-;-;-;-;-;-;-;-;40.2
OTL;19030508;-;-;-;-;-;-;-;-;-;66
OTL;19030509;-;-;-;-;-;-;-;-;-;117.4
OTL;19030510;-;-;-;-;-;-;-;-;-;22.5
OTL;19030511;-;-;-;-;-;-;-;-;-;18
OTL;19030512;-;-;-;-;-;-;-;-;-;21
OTL;19030513;-;-;-;-;-;-;-;-;-;0
OTL;19030514;-;-;-;-;-;-;-;-;-;0
OTL;19030515;-;-;-;-;-;-;-;-;-;0
OTL;19030516;-;-;-;-;-;-;-;-;-;0.7
OTL;19030517;-;-;-;-;-;-;-;-;-;6
OTL;19030518;-;-;-;-;-;-;-;-;-;0
OTL;19030519;-;-;-;-;-;-;-;-;-;0
OTL;19030520;-;-;-;-;-;-;-;-;-;0
OTL;19030521;-;-;-;-;-;-;-;-;-;0
OTL;19030522;-;-;-;-;-;-;-;-;-;0
OTL;19030523;-;-;-;-;-;-;-;-;-;0
OTL;19030524;-;-;-;-;-;-;-;-;-;0
OTL;19030525;-;-;-;-;-;-;-;-;-;0
OTL;19030526;-;-;-;-;-;-;-;-;-;16
OTL;19030527;-;-;-;-;-;-;-;-;-;0.1
OTL;19030528;-;-;-;-;-;-;-;-;-;0
OTL;19030529;-;-;-;-;-;-;-;-;-;7.4
