stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
NEU;18690602;-;-;-;966.1;-;2.4;11.8;-;4.6;16
NEU;18690603;-;-;-;963.1;-;0;14.6;-;4.4;20
NEU;18690604;-;-;-;962.5;-;0;15.7;-;7.8;19.9
NEU;18690605;-;-;-;966.4;-;0;18.5;-;6.7;24.5
NEU;18690606;-;-;-;970.1;-;0;20;-;8.7;26.1
NEU;18690607;-;-;-;969.6;-;0;20.9;-;9.3;26.5
NEU;18690608;-;-;-;966.2;-;0;18.3;-;8.9;28.8
NEU;18690609;-;-;-;959.9;-;9.5;18.4;-;9.5;23.5
NEU;18690610;-;-;-;956.8;-;0;16.1;-;7.6;21
NEU;18690611;-;-;-;957.7;-;0;13.2;-;5.3;18.9
NEU;18690612;-;-;-;956.1;-;0;15.9;-;3.6;22.2
NEU;18690613;-;-;-;952.9;-;0;20.8;-;11.5;27.3
NEU;18690614;-;-;-;951.8;-;13.6;16.3;-;14.2;19.3
NEU;18690615;-;-;-;960.8;-;17;10.9;-;8;14
NEU;18690616;-;-;-;964.9;-;0.6;11.3;-;8.1;13.2
NEU;18690617;-;-;-;968.5;-;0;13.1;-;4;17.8
NEU;18690618;-;-;-;961.4;-;0;12;-;6.6;16.3
NEU;18690619;-;-;-;955.2;-;4.6;9.5;-;6.8;15
NEU;18690620;-;-;-;955.4;-;4.2;11;-;5.3;14.8
NEU;18690621;-;-;-;958.3;-;2.6;9.3;-;7.7;12.9
NEU;18690622;-;-;-;963.7;-;4.7;12.1;-;5;17.8
NEU;18690623;-;-;-;965.7;-;0;14.8;-;5.1;19.2
NEU;18690624;-;-;-;961.8;-;0;15.4;-;5.6;20.9
NEU;18690625;-;-;-;959.2;-;0;16.5;-;6.6;23
NEU;18690626;-;-;-;959.6;-;0;18.8;-;6;24.5
NEU;18690627;-;-;-;961.1;-;0;20.2;-;8.7;25.4
NEU;18690628;-;-;-;960.4;-;0;20.2;-;9.7;25.2
NEU;18690629;-;-;-;957.5;-;0;15.8;-;9.5;21.9
NEU;18690630;-;-;-;955;-;0;13.9;-;7.2;16.3
NEU;18690701;-;-;-;954.9;-;0.6;13.9;-;10.7;22.2
NEU;18690702;-;-;-;957.6;-;4.2;15.6;-;8.6;20.4
NEU;18690703;-;-;-;958.8;-;5.7;13.8;-;9.9;14.7
NEU;18690704;-;-;-;959.9;-;3.6;17.8;-;11.2;23.2
NEU;18690705;-;-;-;960.7;-;0;19.3;-;11.3;25.2
NEU;18690706;-;-;-;963.8;-;0;20.6;-;12.3;26
NEU;18690707;-;-;-;967.1;-;0;20.3;-;11.7;26.1
NEU;18690708;-;-;-;966.3;-;0;21.5;-;11.1;26.2
NEU;18690709;-;-;-;968.2;-;0;23.9;-;13.7;30.4
NEU;18690710;-;-;-;969.8;-;0;23.2;-;14.1;30.1
NEU;18690711;-;-;-;969;-;0;24;-;16;28.1
NEU;18690712;-;-;-;964.7;-;0;24.3;-;15.1;30.2
NEU;18690713;-;-;-;961.5;-;0;22;-;14.5;31.7
NEU;18690714;-;-;-;963.8;-;47;20.1;-;12.4;25.5
NEU;18690715;-;-;-;967;-;0;19.8;-;10.5;25.2
NEU;18690716;-;-;-;965.8;-;0;20.7;-;10.4;29.1
NEU;18690717;-;-;-;961.6;-;0;22.9;-;13.1;28.5
NEU;18690718;-;-;-;959;-;0;21.8;-;15;27.5
NEU;18690719;-;-;-;960.5;-;0;22.6;-;13.4;30.4
NEU;18690720;-;-;-;960.9;-;0;22.6;-;11.5;33
NEU;18690721;-;-;-;959.9;-;0;24.2;-;11.8;33.1
NEU;18690722;-;-;-;960.9;-;0;24.5;-;12;31.5
NEU;18690723;-;-;-;961.8;-;0;24.6;-;13.7;30.9
NEU;18690724;-;-;-;957.8;-;0;23;-;11.7;30.8
NEU;18690725;-;-;-;956.3;-;0;20.4;-;17.1;24.8
NEU;18690726;-;-;-;958.3;-;18.8;18.7;-;16;24.5
NEU;18690727;-;-;-;960.6;-;0.6;21.6;-;12.2;26
NEU;18690728;-;-;-;961.6;-;0;21.7;-;11.4;29.3
NEU;18690729;-;-;-;963.7;-;1;21.9;-;17.9;28.3
NEU;18690730;-;-;-;967.3;-;0;24.9;-;14.4;32.1
NEU;18690731;-;-;-;965.4;-;0;21.9;-;13.3;30
NEU;18690801;-;-;-;958.8;-;4.1;22.3;-;14.3;30.4
NEU;18690802;-;-;-;958.3;-;21.2;15.6;-;14.4;20.8
NEU;18690803;-;-;-;964.9;-;0;17.8;-;9.1;22.3
NEU;18690804;-;-;-;966.4;-;0;19.3;-;9.5;28.3
NEU;18690805;-;-;-;965.1;-;0;22.5;-;12.4;28.3
NEU;18690806;-;-;-;963.4;-;0;19.3;-;13.5;23
NEU;18690807;-;-;-;963.3;-;0;16.4;-;12.7;19.9
NEU;18690808;-;-;-;962.1;-;0;17.8;-;8.8;22.7
NEU;18690809;-;-;-;958;-;0;18.1;-;15.6;21.6
NEU;18690810;-;-;-;953.5;-;4.7;15.2;-;13.6;18.3
NEU;18690811;-;-;-;958.6;-;1.1;11.9;-;9.2;19
NEU;18690812;-;-;-;963.9;-;0;15.9;-;9.3;21
NEU;18690813;-;-;-;964;-;0;16.2;-;5.9;22.4
NEU;18690814;-;-;-;962.6;-;0;17.4;-;8.2;20.9
NEU;18690815;-;-;-;963.8;-;0;15.3;-;12;20
NEU;18690816;-;-;-;966.4;-;0.8;16;-;13.1;21.4
NEU;18690817;-;-;-;964.1;-;0;15;-;10.4;20
NEU;18690818;-;-;-;964.2;-;0;16.1;-;11;20.1
NEU;18690819;-;-;-;964.4;-;14.5;15;-;10.9;18.9
NEU;18690820;-;-;-;964.9;-;0;17.3;-;11.7;21.7
NEU;18690821;-;-;-;964.8;-;0;17;-;10.5;22.7
NEU;18690822;-;-;-;965;-;0;17.5;-;8.5;24.5
NEU;18690823;-;-;-;965;-;0;16.5;-;10.7;20.4
NEU;18690824;-;-;-;966.3;-;0;18.4;-;8.3;23.9
NEU;18690825;-;-;-;966.2;-;0;20.8;-;9.8;24.8
NEU;18690826;-;-;-;965.5;-;0;20.3;-;14.8;25
NEU;18690827;-;-;-;966.3;-;0;20.2;-;13.9;23.7
NEU;18690828;-;-;-;965.1;-;0;18.9;-;9.9;24.9
NEU;18690829;-;-;-;959.4;-;0;20.3;-;10.9;25.5
NEU;18690830;-;-;-;960.1;-;0;20.1;-;12.7;27.4
NEU;18690831;-;-;-;963;-;0;18;-;13.2;24.1
NEU;18690901;-;-;-;963.7;-;2;14.4;-;12.3;18.1
NEU;18690902;-;-;-;962.6;-;0;14.8;-;8;18.7
NEU;18690903;-;-;-;962.2;-;0;14.4;-;7.6;18.3
NEU;18690904;-;-;-;962.9;-;0;15.8;-;6.5;22
NEU;18690905;-;-;-;962.3;-;1.5;18;-;11.4;23.2
NEU;18690906;-;-;-;961.2;-;3.9;15.7;-;14;17.5
NEU;18690907;-;-;-;963.3;-;4.6;16.9;-;11;21.6
NEU;18690908;-;-;-;962;-;0;16.3;-;9.4;22
NEU;18690909;-;-;-;963.3;-;0;16;-;10.8;22.2
NEU;18690910;-;-;-;954.2;-;0;18.5;-;9.8;23
NEU;18690911;-;-;-;952.8;-;0;14.7;-;13.1;17.4
NEU;18690912;-;-;-;954.5;-;0;16;-;10.7;19.1
NEU;18690913;-;-;-;957.9;-;0;17.2;-;9;21
NEU;18690914;-;-;-;965.3;-;0;15.7;-;11;21.4
NEU;18690915;-;-;-;959.7;-;0;18;-;6.9;24.2
NEU;18690916;-;-;-;959.8;-;1.3;14.9;-;12.4;19.6
NEU;18690917;-;-;-;964.1;-;0;14.5;-;8.4;20.3
NEU;18690918;-;-;-;960.9;-;0;16.6;-;7.6;25
NEU;18690919;-;-;-;954.9;-;1.7;15.7;-;12.6;18.6
NEU;18690920;-;-;-;949.6;-;32.7;15.3;-;11;18.4
NEU;18690921;-;-;-;955.2;-;17.5;11.5;-;9.1;15.5
NEU;18690922;-;-;-;968.2;-;1.4;12;-;8.4;16.6
NEU;18690923;-;-;-;972.9;-;0;11;-;5.3;17.4
NEU;18690924;-;-;-;970.7;-;0;12.6;-;5.3;18.7
NEU;18690925;-;-;-;966.8;-;0;15.1;-;9.5;21.5
NEU;18690926;-;-;-;964.6;-;0;16.3;-;9.1;23.6
NEU;18690927;-;-;-;963.7;-;0;15.6;-;9.7;23.4
NEU;18690928;-;-;-;961.4;-;0;15;-;10.1;21.7
NEU;18690929;-;-;-;957.3;-;0;15;-;9.2;22.2
NEU;18690930;-;-;-;955.2;-;0;17.9;-;9.8;23.3
NEU;18691001;-;-;-;961.4;-;0;15.3;-;11.3;18.7
NEU;18691002;-;-;-;960.2;-;0;15.3;-;11.2;20.8
NEU;18691003;-;-;-;961.6;-;0.8;14.4;-;12.8;17.4
NEU;18691004;-;-;-;966.4;-;6;13.2;-;10.3;15.8
NEU;18691005;-;-;-;964.5;-;0;10.5;-;0.9;16.3
NEU;18691006;-;-;-;966.8;-;0;12;-;7.6;15.4
NEU;18691007;-;-;-;969.9;-;0;7.9;-;4.3;11
NEU;18691008;-;-;-;968.9;-;0;11.4;-;5.1;13.8
NEU;18691009;-;-;-;966.6;-;0;16.1;-;10.4;21.7
NEU;18691010;-;-;-;967.8;-;0;13.1;-;8.6;14.3
NEU;18691011;-;-;-;969.7;-;0;12.4;-;11.1;18.8
NEU;18691012;-;-;-;970.7;-;0;11.7;-;7.6;18.3
NEU;18691013;-;-;-;968.6;-;0;13;-;7.5;18.6
NEU;18691014;-;-;-;963.4;-;0;12.7;-;7.7;14.6
NEU;18691015;-;-;-;961.6;-;0;12;-;7.5;13.7
NEU;18691016;-;-;-;955.8;-;0;11.8;-;3.4;14.7
NEU;18691017;-;-;-;951.7;-;24.9;7.3;-;4.2;13.2
NEU;18691018;-;-;-;954.1;-;0;3.6;-;0.9;10.3
NEU;18691019;-;-;-;947.3;-;0;5.5;-;0.1;9.4
NEU;18691020;-;-;-;957.7;-;4.7;5.8;-;4.6;6.6
NEU;18691021;-;-;-;961.9;-;0;6.5;-;3.5;9.6
NEU;18691022;-;-;-;967.5;-;0;3.7;-;1.7;6.6
NEU;18691023;-;-;-;967.4;-;0;2.8;-;-0.6;6.2
NEU;18691024;-;-;-;964.8;-;0;4.5;-;-0.5;6.1
NEU;18691025;-;-;-;962.8;-;0;5.5;-;3.4;10.1
NEU;18691026;-;-;-;955.5;-;0;3.2;-;-2;7.1
NEU;18691027;-;-;-;952.2;-;0.5;-1.5;-;-2.9;3.6
NEU;18691028;-;-;-;954;-;0;-1.4;-;-4.8;-0.2
NEU;18691029;-;-;-;958.7;-;2.8;-2.2;-;-3.4;0.7
NEU;18691030;-;-;-;963.6;-;0;-3.5;-;-7.2;0.5
NEU;18691031;-;-;-;970;-;0;-3.5;-;-9;1.1
NEU;18691101;-;-;-;970.3;-;0;0.9;-;-5.9;2.7
NEU;18691102;-;-;-;969.5;-;0;4.1;-;0;9.4
NEU;18691103;-;-;-;959.5;-;0.8;5.8;-;1.5;7.2
NEU;18691104;-;-;-;947.4;-;6.9;8.8;-;6;11.6
NEU;18691105;-;-;-;955;-;10.3;4.8;-;3.1;7.4
NEU;18691106;-;-;-;952.1;-;0.7;8.1;-;4.1;9.3
NEU;18691107;-;-;-;961;-;6.7;3.7;-;1.2;8
NEU;18691108;-;-;-;962.4;-;0;3.6;-;-2.3;9.4
NEU;18691109;-;-;-;960;-;0;6.9;-;-0.6;10.3
NEU;18691110;-;-;-;957.3;-;0;6.1;-;4.2;8.6
NEU;18691111;-;-;-;963.5;-;0;1.4;-;-0.1;2.8
NEU;18691112;-;-;-;972.8;-;0;1.5;-;0.1;5.3
NEU;18691113;-;-;-;974.7;-;0;3.1;-;-4.5;7.5
NEU;18691114;-;-;-;969.4;-;0;8.5;-;3.1;11.8
NEU;18691115;-;-;-;967.1;-;0;9.1;-;6.8;11.7
NEU;18691116;-;-;-;961.6;-;0;9.7;-;5.5;10.7
NEU;18691117;-;-;-;966.7;-;0.5;9.1;-;7.8;11
NEU;18691118;-;-;-;973.7;-;0;7.8;-;6.4;9.8
NEU;18691119;-;-;-;972;-;0;6.3;-;2.5;9.5
NEU;18691120;-;-;-;962.4;-;0;3.6;-;1.6;6.3
NEU;18691121;-;-;-;959.6;-;5.8;1.1;-;0.3;2
NEU;18691122;-;-;-;947;-;0;0.4;-;-0.9;1.3
NEU;18691123;-;-;-;942.7;-;0;-0.3;-;-2.1;1.6
NEU;18691124;-;-;-;945.5;-;0;0.5;-;-1.6;5.1
NEU;18691125;-;-;-;950.6;-;0;0;-;-2.1;1.5
NEU;18691126;-;-;-;960.8;-;0;3.4;-;-2.1;5.7
NEU;18691127;-;-;-;958.9;-;13.1;7.1;-;3.1;8
NEU;18691128;-;-;-;953.1;-;30.8;9.1;-;6.7;10.3
NEU;18691129;-;-;-;961.7;-;18.1;2.9;-;1.8;6.8
NEU;18691130;-;-;-;942.9;-;15.8;6.4;-;1.9;8.6
NEU;18691201;-;-;-;952;-;8.1;-0.4;-;-2;-0.1
NEU;18691202;-;-;-;948.7;-;0.5;-1.5;-;-2.6;-0.3
NEU;18691203;-;-;-;949.8;-;0;-3.8;-;-5.8;-2
NEU;18691204;-;-;-;957.7;-;0;-3.8;-;-5.4;-2.4
NEU;18691205;-;-;-;968.5;-;0;-3.7;-;-6.8;-2.1
NEU;18691206;-;-;-;971.9;-;0;-2.9;-;-5.2;-0.6
NEU;18691207;-;-;-;967.7;-;0;-2.9;-;-4.3;-2.2
NEU;18691208;-;-;-;961.5;-;0;-1.4;-;-3.7;2
NEU;18691209;-;-;-;960.4;-;5.7;1.4;-;-1.3;3.1
NEU;18691210;-;-;-;961.2;-;0;-0.3;-;-2;0.3
NEU;18691211;-;-;-;955.1;-;0;0.1;-;-0.6;0.9
NEU;18691212;-;-;-;953.5;-;0;-0.1;-;-1.2;0
NEU;18691213;-;-;-;956.4;-;1.1;1.8;-;-0.6;3.6
NEU;18691214;-;-;-;956.6;-;1.1;4.5;-;-0.7;5.6
NEU;18691215;-;-;-;960.5;-;1.5;5.7;-;3.6;8.5
NEU;18691216;-;-;-;962.1;-;4.5;6.2;-;4.5;7.7
NEU;18691217;-;-;-;956.2;-;23;6.4;-;4.8;8.3
NEU;18691218;-;-;-;961.3;-;3.1;5.8;-;3.5;8.8
NEU;18691219;-;-;-;955.5;-;0.6;8.9;-;5.3;10.6
NEU;18691220;-;-;-;955.2;-;4.7;5;-;2.6;8.3
NEU;18691221;-;-;-;946.4;-;0;1.1;-;-1.5;3.6
NEU;18691222;-;-;-;938.7;-;0;1.9;-;0.3;2.9
NEU;18691223;-;-;-;945.6;-;1.2;2.6;-;0.6;3.8
NEU;18691224;-;-;-;947.5;-;0;0.9;-;-0.2;3.5
NEU;18691225;-;-;-;942.7;-;0;0.1;-;-1.4;1.5
NEU;18691226;-;-;-;938.8;-;0;-4;-;-5.4;-1.9
NEU;18691227;-;-;-;941.9;-;0;-6.5;-;-9.3;-3.4
NEU;18691228;-;-;-;952.7;-;0;-5.4;-;-9.5;-4.3
NEU;18691229;-;-;-;969;-;2;-6;-;-8.2;-2.8
NEU;18691230;-;-;-;971.4;-;0;-9.5;-;-11.6;-8.5
NEU;18691231;-;-;-;959;-;0;-7.3;-;-12.2;-2.6
NEU;18700101;-;-;-;-;-;1.2;0;-;-7.4;1.4
NEU;18700102;-;-;-;-;-;0;1.6;-;-0.3;2.7
NEU;18700103;-;-;-;-;-;0;3.1;-;0.5;4.9
NEU;18700104;-;-;-;-;-;0;0.6;-;-0.5;1.7
NEU;18700105;-;-;-;-;-;0;-0.7;-;-4.5;0.5
NEU;18700106;-;-;-;-;-;0;-0.6;-;-4.3;4.9
NEU;18700107;-;-;-;-;-;0.5;6.9;-;-0.3;7.6
NEU;18700108;-;-;-;-;-;0;8.2;-;6.6;9.7
NEU;18700109;-;-;-;-;-;5.8;6.5;-;5.6;7.2
NEU;18700110;-;-;-;-;-;0;4.2;-;2.6;7.1
NEU;18700111;-;-;-;-;-;0;1.5;-;-1.6;4
NEU;18700112;-;-;-;-;-;0.9;1.7;-;-0.2;4.2
NEU;18700113;-;-;-;-;-;4.2;1.1;-;-0.9;2.5
NEU;18700114;-;-;-;-;-;0;4.1;-;-2.9;6.2
NEU;18700115;-;-;-;-;-;7.4;5.9;-;4.8;8
NEU;18700116;-;-;-;-;-;7.2;2.9;-;1.8;4.7
NEU;18700117;-;-;-;-;-;0;2;-;0.6;3.6
NEU;18700118;-;-;-;-;-;0;-0.3;-;-2.1;0.5
NEU;18700119;-;-;-;-;-;0;-3;-;-4.8;-1.4
NEU;18700120;-;-;-;-;-;0;-4.8;-;-5.6;-4
NEU;18700121;-;-;-;-;-;0;-5.5;-;-6.4;-4.4
NEU;18700122;-;-;-;-;-;0;-6;-;-7;-4.1
NEU;18700123;-;-;-;-;-;0.2;-5.8;-;-7.4;-4.6
NEU;18700124;-;-;-;-;-;0;-4.3;-;-6.7;-3.3
NEU;18700125;-;-;-;-;-;0;-4.6;-;-6.4;-2.1
NEU;18700126;-;-;-;-;-;0;-5.8;-;-8.6;-3
NEU;18700127;-;-;-;-;-;0;-3.7;-;-6.4;-1.1
NEU;18700128;-;-;-;-;-;0;-6.2;-;-8.2;-2.3
NEU;18700129;-;-;-;-;-;0;-6.4;-;-11;-1.9
NEU;18700130;-;-;-;-;-;0;-4.9;-;-9.5;0.4
NEU;18700131;-;-;-;-;-;0;-3.6;-;-8.7;1.9
NEU;18700201;-;-;-;-;-;0;-0.3;-;-7;3.4
NEU;18700202;-;-;-;-;-;0;0.3;-;-4.1;6.6
NEU;18700203;-;-;-;-;-;0;-0.6;-;-4.8;4.9
NEU;18700204;-;-;-;-;-;0;-0.1;-;-5.9;2.9
NEU;18700205;-;-;-;-;-;0;0.7;-;-2.2;2.8
NEU;18700206;-;-;-;-;-;0;-0.5;-;-4.4;5.4
NEU;18700207;-;-;-;-;-;0;-4.2;-;-6.5;-3.5
NEU;18700208;-;-;-;-;-;7;-5.3;-;-6.6;-3.3
NEU;18700209;-;-;-;-;-;3.8;-6;-;-8.9;-2.5
NEU;18700210;-;-;-;-;-;0;-6.9;-;-7.9;-5.9
NEU;18700211;-;-;-;-;-;0;-8.5;-;-11.2;-6.9
NEU;18700212;-;-;-;-;-;2.2;-7.8;-;-9.3;-6.4
NEU;18700213;-;-;-;-;-;0.5;-5.6;-;-8.1;-3.7
NEU;18700214;-;-;-;-;-;0;-1.9;-;-6.9;-0.1
NEU;18700215;-;-;-;-;-;0;-1.2;-;-3.2;-0.4
NEU;18700216;-;-;-;-;-;0;-1.8;-;-3.6;-0.7
NEU;18700217;-;-;-;-;-;0;0.5;-;-2.5;2.5
NEU;18700218;-;-;-;-;-;1.4;2.1;-;-0.2;4.4
NEU;18700219;-;-;-;-;-;3.3;3.1;-;1.1;5.2
NEU;18700220;-;-;-;-;-;1.7;1.7;-;0.5;3.6
NEU;18700221;-;-;-;-;-;0.5;-2;-;-3.6;-1.7
NEU;18700222;-;-;-;-;-;5;-3.7;-;-4.9;-1.7
NEU;18700223;-;-;-;-;-;0;-4.6;-;-13.3;-1.5
NEU;18700224;-;-;-;-;-;0;0.6;-;-5.5;3.2
NEU;18700225;-;-;-;-;-;0;3;-;0.8;6.2
NEU;18700226;-;-;-;-;-;0;3.7;-;-1.5;7.9
NEU;18700227;-;-;-;-;-;0;5;-;1.4;10.9
NEU;18700228;-;-;-;-;-;0;4.6;-;0.7;10.1
NEU;18700301;-;-;-;-;-;0;5.6;-;-;-
NEU;18700302;-;-;-;-;-;0;4.3;-;-;-
NEU;18700303;-;-;-;-;-;0;6.8;-;-;-
NEU;18700304;-;-;-;-;-;5.5;6.1;-;-;-
NEU;18700305;-;-;-;-;-;28.6;5.9;-;-;-
NEU;18700306;-;-;-;-;-;0.9;1.4;-;-;-
NEU;18700307;-;-;-;-;-;0;0.3;-;-;-
NEU;18700308;-;-;-;-;-;0;0.9;-;-;-
NEU;18700309;-;-;-;-;-;0;1;-;-;-
NEU;18700310;-;-;-;-;-;0;2.3;-;-;-
NEU;18700311;-;-;-;-;-;0;1.7;-;-;-
NEU;18700312;-;-;-;-;-;6.4;2.1;-;-;-
NEU;18700313;-;-;-;-;-;0;2.3;-;-;-
NEU;18700314;-;-;-;-;-;7.6;-0.7;-;-;-
NEU;18700315;-;-;-;-;-;0;0.2;-;-;-
NEU;18700316;-;-;-;-;-;0;2.5;-;-;-
NEU;18700317;-;-;-;-;-;7.6;6.5;-;-;-
NEU;18700318;-;-;-;-;-;8.4;7.4;-;-;-
NEU;18700319;-;-;-;-;-;0;5.5;-;-;-
NEU;18700320;-;-;-;-;-;0;4.2;-;-;-
NEU;18700321;-;-;-;-;-;0;4.5;-;-;-
NEU;18700322;-;-;-;-;-;0.1;6.1;-;-;-
NEU;18700323;-;-;-;-;-;1.9;0.9;-;-;-
NEU;18700324;-;-;-;-;-;0;-1.4;-;-;-
NEU;18700325;-;-;-;-;-;0;0;-;-;-
NEU;18700326;-;-;-;-;-;0;3.8;-;-;-
NEU;18700327;-;-;-;-;-;0;1.9;-;-;-
NEU;18700328;-;-;-;-;-;0;1.8;-;-;-
NEU;18700329;-;-;-;-;-;0;1.2;-;-;-
NEU;18700330;-;-;-;-;-;0;1.4;-;-;-
NEU;18700331;-;-;-;-;-;0;2.8;-;-;-
NEU;18700401;-;-;-;-;-;0;3.3;-;2.3;6.4
NEU;18700402;-;-;-;-;-;0;5.4;-;1.2;8.9
NEU;18700403;-;-;-;-;-;0;7.3;-;-1;11.8
NEU;18700404;-;-;-;-;-;0;7.2;-;1.2;11.5
NEU;18700405;-;-;-;-;-;0;7.2;-;-0.8;14
NEU;18700406;-;-;-;-;-;0;9;-;0;16.7
NEU;18700407;-;-;-;-;-;0;10.9;-;4.3;15.7
NEU;18700408;-;-;-;-;-;0;9.2;-;2.1;15.9
NEU;18700409;-;-;-;-;-;0;10.9;-;0.7;17.5
NEU;18700410;-;-;-;-;-;2.9;7.3;-;6;9.7
NEU;18700411;-;-;-;-;-;2.5;7.7;-;1.1;11.8
NEU;18700412;-;-;-;-;-;0;9.4;-;1;15.1
NEU;18700413;-;-;-;-;-;0;10.8;-;0.2;16.7
NEU;18700414;-;-;-;-;-;0;10.5;-;4.8;15.2
NEU;18700415;-;-;-;-;-;0;8;-;5.1;12.6
NEU;18700416;-;-;-;-;-;0;7.9;-;2.5;15
NEU;18700417;-;-;-;-;-;0;9.5;-;-0.6;16
NEU;18700418;-;-;-;-;-;0;9.7;-;4.4;16.2
NEU;18700419;-;-;-;-;-;0;12.7;-;1.2;21.2
NEU;18700420;-;-;-;-;-;0;13.1;-;2.8;22.5
NEU;18700421;-;-;-;-;-;0;16.8;-;4.6;23.6
NEU;18700422;-;-;-;-;-;0;17.3;-;4.9;23.6
NEU;18700423;-;-;-;-;-;0;14.7;-;4.4;21.1
NEU;18700424;-;-;-;-;-;8.3;11.8;-;9.2;15.6
NEU;18700425;-;-;-;-;-;0;11.6;-;5.5;18.1
NEU;18700426;-;-;-;-;-;0;14.1;-;2.9;21.6
NEU;18700427;-;-;-;-;-;0.3;8.4;-;5.6;12
NEU;18700428;-;-;-;-;-;0;6.3;-;0.6;11.5
NEU;18700429;-;-;-;-;-;0;4.5;-;0.4;10.6
NEU;18700430;-;-;-;-;-;0;7.7;-;-2.8;14.7
NEU;18700501;-;-;-;-;-;0;12;-;4.2;16
NEU;18700502;-;-;-;-;-;7.9;6.8;-;5.6;9.9
NEU;18700503;-;-;-;-;-;0.8;5.7;-;3.4;11
NEU;18700504;-;-;-;-;-;0;5.5;-;1.4;12.5
NEU;18700505;-;-;-;-;-;0;8.2;-;-2.6;16.3
NEU;18700506;-;-;-;-;-;0;7.7;-;1;12.6
NEU;18700507;-;-;-;-;-;0;11.2;-;5;17.4
NEU;18700508;-;-;-;-;-;0;13.8;-;3.6;19.8
NEU;18700509;-;-;-;-;-;0;12.7;-;2.9;20.8
NEU;18700510;-;-;-;-;-;0.4;9.7;-;4;17.9
NEU;18700511;-;-;-;-;-;6.8;12.6;-;6.4;19.8
NEU;18700512;-;-;-;-;-;0;12.5;-;4.8;19.2
NEU;18700513;-;-;-;-;-;0;14.6;-;7.2;21.4
NEU;18700514;-;-;-;-;-;4.8;16.1;-;7.6;20.4
NEU;18700515;-;-;-;-;-;0;16.1;-;7.5;23.8
NEU;18700516;-;-;-;-;-;0;18.5;-;8.1;25.3
NEU;18700517;-;-;-;-;-;0.2;16.9;-;13.8;23
NEU;18700518;-;-;-;-;-;0;18.9;-;7.8;26.9
NEU;18700519;-;-;-;-;-;0;19.5;-;10.5;28.5
NEU;18700520;-;-;-;-;-;0;21.7;-;10.3;31.8
NEU;18700521;-;-;-;-;-;0;21.9;-;11.1;30.8
NEU;18700522;-;-;-;-;-;0;21.6;-;11.2;31.4
NEU;18700523;-;-;-;-;-;1.2;19.5;-;13.2;30.7
NEU;18700524;-;-;-;-;-;0;19.4;-;12.9;25.1
NEU;18700525;-;-;-;-;-;0;18;-;10.8;25.6
NEU;18700526;-;-;-;-;-;0;15.8;-;8.5;20.6
NEU;18700527;-;-;-;-;-;0;14.8;-;6.7;22.4
NEU;18700528;-;-;-;-;-;0;18.6;-;2.8;26.9
NEU;18700529;-;-;-;-;-;0;19.5;-;7.9;26.3
NEU;18700530;-;-;-;-;-;0;19.4;-;10.8;25
NEU;18700531;-;-;-;-;-;0.9;14.9;-;10.1;27.1
NEU;18700601;-;-;-;-;-;1.7;14.6;-;6.4;17.2
NEU;18700602;-;-;-;-;-;0;16.5;-;11.1;23.5
NEU;18700603;-;-;-;-;-;0;16.5;-;6;24.3
NEU;18700604;-;-;-;-;-;0;18.6;-;9.8;24.8
NEU;18700605;-;-;-;-;-;0.7;12.6;-;8.7;19.4
NEU;18700606;-;-;-;-;-;8.1;12.5;-;7;15.3
NEU;18700607;-;-;-;-;-;0.2;14;-;10.1;19.7
NEU;18700608;-;-;-;-;-;0.7;14.2;-;10;19.4
NEU;18700609;-;-;-;-;-;0;17.8;-;5.8;25.2
NEU;18700610;-;-;-;-;-;0;17.8;-;8.6;21.3
NEU;18700611;-;-;-;-;-;0;17.6;-;12.8;24.4
NEU;18700612;-;-;-;-;-;0;19.8;-;11.6;26.2
NEU;18700613;-;-;-;-;-;0;21.4;-;9.2;30.2
NEU;18700614;-;-;-;-;-;0;22.3;-;10.2;29.9
NEU;18700615;-;-;-;-;-;0;21.5;-;13;29.7
NEU;18700616;-;-;-;-;-;0.9;22.3;-;10.5;31
NEU;18700617;-;-;-;-;-;0;22.3;-;13.8;29.5
NEU;18700618;-;-;-;-;-;28.1;18.8;-;14.2;25.1
NEU;18700619;-;-;-;-;-;0;21.6;-;10.5;28.3
NEU;18700620;-;-;-;-;-;0;23.5;-;11.5;29.6
NEU;18700621;-;-;-;-;-;0;23.1;-;13.5;28.6
NEU;18700622;-;-;-;-;-;0;22.6;-;15;28.5
NEU;18700623;-;-;-;-;-;0;24.4;-;14.8;30.4
NEU;18700624;-;-;-;-;-;3;18.6;-;12.9;29.1
NEU;18700625;-;-;-;-;-;1.1;13;-;11;15
NEU;18700626;-;-;-;-;-;0;17.2;-;6.7;24.7
NEU;18700627;-;-;-;-;-;0;19.7;-;11.6;26.6
NEU;18700628;-;-;-;-;-;0;17.9;-;11.2;24.1
NEU;18700629;-;-;-;-;-;0;18.1;-;7.7;26.3
NEU;18700630;-;-;-;-;-;0;18;-;7.7;26.7
NEU;18700701;-;-;-;-;-;0;19.4;-;10.3;25.9
