stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
NEU;18650312;-;-;-;-;-;0;1.9;-;-5.1;5.8
NEU;18650313;-;-;-;-;-;0;1.6;-;-0.2;3
NEU;18650314;-;-;-;-;-;0;2.3;-;-0.6;6
NEU;18650315;-;-;-;-;-;0;3;-;-1.5;8.5
NEU;18650316;-;-;-;-;-;0;0;-;-2.6;2.5
NEU;18650317;-;-;-;-;-;0;0.2;-;-4.9;6.7
NEU;18650318;-;-;-;-;-;0;1.7;-;-3.5;7
NEU;18650319;-;-;-;-;-;0;2;-;-3.1;5.9
NEU;18650320;-;-;-;-;-;0.4;-4.9;-;-5.2;-3.3
NEU;18650321;-;-;-;-;-;1.4;-2.8;-;-8.6;4
NEU;18650322;-;-;-;-;-;0;0.4;-;-4.8;5.3
NEU;18650323;-;-;-;-;-;0;-2.7;-;-6.4;0.4
NEU;18650324;-;-;-;-;-;0.6;-2.3;-;-7.3;3.3
NEU;18650325;-;-;-;-;-;1.4;-0.6;-;-4.3;2.7
NEU;18650326;-;-;-;-;-;0;1.9;-;-4.2;3.9
NEU;18650327;-;-;-;-;-;2.5;0.3;-;-1.2;2.7
NEU;18650328;-;-;-;-;-;0;-3;-;-4.2;-0.4
NEU;18650329;-;-;-;-;-;0;-3.5;-;-9.3;1.2
NEU;18650330;-;-;-;-;-;0;-2.3;-;-9.4;1.9
NEU;18650331;-;-;-;-;-;3;-1.2;-;-9.7;2.1
NEU;18650401;-;-;-;-;-;0;1.2;-;-1.3;5.7
NEU;18650402;-;-;-;-;-;0;3;-;-2.6;6.9
NEU;18650403;-;-;-;-;-;0;6.1;-;-1.8;10.6
NEU;18650404;-;-;-;-;-;0;9.8;-;4.9;16.1
NEU;18650405;-;-;-;-;-;0;10.3;-;1.9;17.9
NEU;18650406;-;-;-;-;-;0;12;-;4.7;19.7
NEU;18650407;-;-;-;-;-;0;12.8;-;4.7;19.1
NEU;18650408;-;-;-;-;-;0;11.8;-;3.8;19.6
NEU;18650409;-;-;-;-;-;0;12.6;-;4.9;21.3
NEU;18650410;-;-;-;-;-;0;14.4;-;8.4;21.7
NEU;18650411;-;-;-;-;-;0;14.1;-;7.8;22.3
NEU;18650412;-;-;-;-;-;0;13.4;-;7.3;20.8
NEU;18650413;-;-;-;-;-;0;14.1;-;7;21.8
NEU;18650414;-;-;-;-;-;0.2;11.1;-;7.8;14.7
NEU;18650415;-;-;-;-;-;1.3;12.4;-;6.8;17.3
NEU;18650416;-;-;-;-;-;1.7;16.4;-;6.9;22.3
NEU;18650417;-;-;-;-;-;0;15.7;-;7.8;24
NEU;18650418;-;-;-;-;-;0;17.5;-;10.2;24.5
NEU;18650419;-;-;-;-;-;0;18.3;-;9.4;24.9
NEU;18650420;-;-;-;-;-;9.3;15.3;-;12.6;20.1
NEU;18650421;-;-;-;-;-;0;18.3;-;10;23.7
NEU;18650422;-;-;-;-;-;0;17.9;-;8.9;23.8
NEU;18650423;-;-;-;-;-;0;17.7;-;8.4;23.7
NEU;18650424;-;-;-;-;-;0;16.4;-;8.4;24.9
NEU;18650425;-;-;-;-;-;0;19;-;7.6;25.7
NEU;18650426;-;-;-;-;-;0;18.6;-;12.2;24.8
NEU;18650427;-;-;-;-;-;0;17.4;-;8;25.7
NEU;18650428;-;-;-;-;-;0;17.3;-;8.2;25.6
NEU;18650429;-;-;-;-;-;0;16.9;-;10.9;27.2
NEU;18650430;-;-;-;-;-;0;11.6;-;10.2;18.2
NEU;18650501;-;-;-;-;-;0;14.7;-;5.8;21.6
NEU;18650502;-;-;-;-;-;0;14.6;-;8.6;22.2
NEU;18650503;-;-;-;-;-;0;15.5;-;6;24.8
NEU;18650504;-;-;-;-;-;0;17.3;-;8.6;26.3
NEU;18650505;-;-;-;-;-;0;18.3;-;7.5;25.5
NEU;18650506;-;-;-;-;-;0;17;-;13.9;21.8
NEU;18650507;-;-;-;-;-;0.2;18.3;-;13.7;23.8
NEU;18650508;-;-;-;-;-;6.1;19.2;-;15.4;23.6
NEU;18650509;-;-;-;-;-;0;16.5;-;12.9;20.5
NEU;18650510;-;-;-;-;-;3;15.6;-;10.2;22.4
NEU;18650511;-;-;-;-;-;4;9.6;-;7.8;12
NEU;18650512;-;-;-;-;-;0;14.8;-;4.2;20.1
NEU;18650513;-;-;-;-;-;0;15.4;-;10.5;21.7
NEU;18650514;-;-;-;-;-;0;17.4;-;7.8;23.5
NEU;18650515;-;-;-;-;-;2.3;14.4;-;8.4;21
NEU;18650516;-;-;-;-;-;23;10.4;-;8.6;16.6
NEU;18650517;-;-;-;-;-;0.3;15.3;-;5.8;21.9
NEU;18650518;-;-;-;-;-;2.8;15.5;-;11.8;19.3
NEU;18650519;-;-;-;-;-;0;13.4;-;12.6;18.7
NEU;18650520;-;-;-;-;-;0;14.9;-;10;19.6
NEU;18650521;-;-;-;-;-;0;15.9;-;11;20.5
NEU;18650522;-;-;-;-;-;0;17;-;9.9;24.1
NEU;18650523;-;-;-;-;-;0.5;19;-;9.8;25.6
NEU;18650524;-;-;-;-;-;5;13.1;-;11.2;18.8
NEU;18650525;-;-;-;-;-;18;13.7;-;9.4;19.2
NEU;18650526;-;-;-;-;-;0;16.8;-;6.5;21.8
NEU;18650527;-;-;-;-;-;0;17.3;-;8.2;25.7
NEU;18650528;-;-;-;-;-;0;19.6;-;10;28
NEU;18650529;-;-;-;-;-;0;19.5;-;10;27.1
NEU;18650530;-;-;-;-;-;0;21.4;-;12.2;28
NEU;18650531;-;-;-;-;-;0;19.1;-;15.4;27.6
NEU;18650601;-;-;-;-;-;0;20.2;-;15;28.6
NEU;18650602;-;-;-;-;-;5;16.2;-;14;20
NEU;18650603;-;-;-;-;-;0.3;17.4;-;12.2;23
NEU;18650604;-;-;-;-;-;0.3;15.9;-;13.2;18.9
NEU;18650605;-;-;-;-;-;1.4;18.2;-;12.1;23.2
NEU;18650606;-;-;-;-;-;0;17.5;-;13.4;23.1
NEU;18650607;-;-;-;-;-;0;18.8;-;13.4;24.1
NEU;18650608;-;-;-;-;-;0;19.6;-;13.4;24
NEU;18650609;-;-;-;-;-;0;19.9;-;12.1;25.5
NEU;18650610;-;-;-;-;-;0;22.2;-;9.2;29.8
NEU;18650611;-;-;-;-;-;0;18.8;-;14.7;23.7
NEU;18650612;-;-;-;-;-;0;13.8;-;7.4;19.1
NEU;18650613;-;-;-;-;-;0;13.4;-;5.1;19.4
NEU;18650614;-;-;-;-;-;0;18.2;-;7;26.3
NEU;18650615;-;-;-;-;-;0;17.3;-;11.1;23.1
NEU;18650616;-;-;-;-;-;0;15.8;-;10.7;21
NEU;18650617;-;-;-;-;-;0;17.1;-;10.5;22.4
NEU;18650618;-;-;-;-;-;0;15.3;-;8.6;20.8
NEU;18650619;-;-;-;-;-;0;16;-;8.6;20.9
NEU;18650620;-;-;-;-;-;0;20.5;-;10.7;25.8
NEU;18650621;-;-;-;-;-;0;21.7;-;12;26.7
NEU;18650622;-;-;-;-;-;0;21.9;-;11.4;28.8
NEU;18650623;-;-;-;-;-;0;20;-;15.4;25.2
NEU;18650624;-;-;-;-;-;0;20.7;-;11.3;28.1
NEU;18650625;-;-;-;-;-;0;17.2;-;15;23.4
NEU;18650626;-;-;-;-;-;0;19.4;-;9.2;26.8
NEU;18650627;-;-;-;-;-;0;18.6;-;15.1;25.6
NEU;18650628;-;-;-;-;-;0;19.6;-;10.1;28.8
NEU;18650629;-;-;-;-;-;0;18.7;-;10.2;30.8
NEU;18650630;-;-;-;-;-;32.1;12.8;-;9.9;16.4
NEU;18650701;-;-;-;-;-;0.5;13;-;7.9;14.2
NEU;18650702;-;-;-;-;-;6.1;13.6;-;7.5;20.1
NEU;18650703;-;-;-;-;-;0;19.1;-;6.2;24.9
NEU;18650704;-;-;-;-;-;0;20.5;-;8.2;27.6
NEU;18650705;-;-;-;-;-;0;22.3;-;10.9;29.7
NEU;18650706;-;-;-;-;-;0;22.8;-;10.5;31
NEU;18650707;-;-;-;-;-;0;25;-;15.6;31.2
NEU;18650708;-;-;-;-;-;0;24.9;-;13.7;31
NEU;18650709;-;-;-;-;-;2.9;19;-;16.4;26.4
NEU;18650710;-;-;-;-;-;26.2;15.6;-;14.6;19
NEU;18650711;-;-;-;-;-;0;18.5;-;8.5;23.6
NEU;18650712;-;-;-;-;-;3.3;14.9;-;10.7;20
NEU;18650713;-;-;-;-;-;0;16.9;-;7.9;23
NEU;18650714;-;-;-;-;-;0;19.9;-;8;28.6
NEU;18650715;-;-;-;-;-;0;22.9;-;12.6;32.1
NEU;18650716;-;-;-;-;-;0;26.7;-;13.7;33
NEU;18650717;-;-;-;-;-;0;25;-;13.8;33
NEU;18650718;-;-;-;-;-;0.2;23.9;-;17.9;30
NEU;18650719;-;-;-;-;-;0;24;-;12.9;32.1
NEU;18650720;-;-;-;-;-;8;24.6;-;14.5;31.4
NEU;18650721;-;-;-;-;-;0;18.7;-;15.8;21.9
NEU;18650722;-;-;-;-;-;16.6;17.6;-;13;24
NEU;18650723;-;-;-;-;-;0;19.1;-;9;26
NEU;18650724;-;-;-;-;-;0;18;-;13.4;21.4
NEU;18650725;-;-;-;-;-;0;18.7;-;11;25.8
NEU;18650726;-;-;-;-;-;3.6;18.8;-;14.7;25
NEU;18650727;-;-;-;-;-;12.9;20.1;-;16.4;27
NEU;18650728;-;-;-;-;-;10.3;19.9;-;16.6;25.6
NEU;18650729;-;-;-;-;-;0;22.2;-;13;28.2
NEU;18650730;-;-;-;-;-;0;21.8;-;12.1;27.4
NEU;18650731;-;-;-;-;-;0;20.8;-;16.8;28.3
NEU;18650801;-;-;-;-;-;8.1;17.6;-;15.4;26.8
NEU;18650802;-;-;-;-;-;0;15.8;-;11.5;21.6
NEU;18650803;-;-;-;-;-;6.5;14.3;-;11.6;20.1
NEU;18650804;-;-;-;-;-;3.8;11;-;8.6;14.9
NEU;18650805;-;-;-;-;-;6.2;13.7;-;9.7;19.3
NEU;18650806;-;-;-;-;-;0;15.5;-;5.2;22
NEU;18650807;-;-;-;-;-;0;16.5;-;10.7;21.6
NEU;18650808;-;-;-;-;-;5.5;16.3;-;12;22
NEU;18650809;-;-;-;-;-;0;17.5;-;7.3;23.6
NEU;18650810;-;-;-;-;-;0;18.2;-;8.6;24.4
NEU;18650811;-;-;-;-;-;0;18.4;-;11.8;22.7
NEU;18650812;-;-;-;-;-;1.6;20.2;-;16.2;26.6
NEU;18650813;-;-;-;-;-;0;18.4;-;15.2;24.1
NEU;18650814;-;-;-;-;-;15.2;16.1;-;13.3;20.1
NEU;18650815;-;-;-;-;-;0;17.3;-;10.4;23.3
NEU;18650816;-;-;-;-;-;0.2;16.1;-;13.3;19.5
NEU;18650817;-;-;-;-;-;9.3;16;-;12.8;20.1
NEU;18650818;-;-;-;-;-;0;16.3;-;11.6;18.7
NEU;18650819;-;-;-;-;-;26;17.3;-;12.9;22.5
NEU;18650820;-;-;-;-;-;0;17.3;-;9.4;23.2
NEU;18650821;-;-;-;-;-;0;20.2;-;13.7;25.5
NEU;18650822;-;-;-;-;-;9.8;17.4;-;14.3;21.3
NEU;18650823;-;-;-;-;-;8.5;17.9;-;16.1;22.1
NEU;18650824;-;-;-;-;-;1.3;18.1;-;13;22.7
NEU;18650825;-;-;-;-;-;0;15.6;-;12.4;21.9
NEU;18650826;-;-;-;-;-;4.6;16.3;-;12.7;21
NEU;18650827;-;-;-;-;-;0.8;19.5;-;14.1;26
NEU;18650828;-;-;-;-;-;0;20.7;-;14.5;28.4
NEU;18650829;-;-;-;-;-;0;17.2;-;15.1;24.8
NEU;18650830;-;-;-;-;-;10;16.1;-;10.9;21.2
NEU;18650831;-;-;-;-;-;4.9;13.9;-;11.5;19.5
NEU;18650901;-;-;-;-;-;0;15.5;-;6.4;20
NEU;18650902;-;-;-;-;-;0;18.3;-;13.5;23
NEU;18650903;-;-;-;-;-;0;18;-;10.3;24.4
NEU;18650904;-;-;-;-;-;0;19.3;-;11;25.9
NEU;18650905;-;-;-;-;-;0;19.6;-;10.6;26.3
NEU;18650906;-;-;-;-;-;0;20.9;-;12.5;26.6
NEU;18650907;-;-;-;-;-;0;20.3;-;11.5;25.7
NEU;18650908;-;-;-;-;-;0;19.7;-;11.7;26.2
NEU;18650909;-;-;-;-;-;0;19.4;-;12.2;28.1
NEU;18650910;-;-;-;-;-;0;20.9;-;12.4;27
NEU;18650911;-;-;-;-;-;0;22.6;-;13.8;28.5
NEU;18650912;-;-;-;-;-;0;18.1;-;14;24
NEU;18650913;-;-;-;-;-;0;16.6;-;10.3;20.9
NEU;18650914;-;-;-;-;-;0;16.7;-;7.7;23.1
NEU;18650915;-;-;-;-;-;0;19.4;-;8.4;25.2
NEU;18650916;-;-;-;-;-;0;18.6;-;9.9;24.8
NEU;18650917;-;-;-;-;-;0;17.8;-;7.8;25
NEU;18650918;-;-;-;-;-;0;19;-;9.1;24.9
NEU;18650919;-;-;-;-;-;0;18.5;-;12.7;22.7
NEU;18650920;-;-;-;-;-;0;16.7;-;8.1;24.6
NEU;18650921;-;-;-;-;-;0;18.1;-;10.1;25.5
NEU;18650922;-;-;-;-;-;0;18.9;-;10.4;26
NEU;18650923;-;-;-;-;-;0;16.4;-;9.5;23.5
NEU;18650924;-;-;-;-;-;0;17.8;-;8.2;23.1
NEU;18650925;-;-;-;-;-;0;17;-;7.7;23
NEU;18650926;-;-;-;-;-;0;16.9;-;7.2;22.2
NEU;18650927;-;-;-;-;-;0;14.2;-;7.6;22.1
NEU;18650928;-;-;-;-;-;0;15.2;-;7.1;23.7
NEU;18650929;-;-;-;-;-;0;14.8;-;7.6;22.5
NEU;18650930;-;-;-;-;-;0;14.2;-;6.5;21
NEU;18651001;-;-;-;-;-;0;16.1;-;8;22.5
NEU;18651002;-;-;-;-;-;0;14.3;-;8.3;22
NEU;18651003;-;-;-;-;-;0;16.1;-;7.9;22
NEU;18651004;-;-;-;-;-;0;14.3;-;9.6;19.1
NEU;18651005;-;-;-;-;-;0;10.3;-;5.3;15.4
NEU;18651006;-;-;-;-;-;0;8.8;-;1.9;16.1
NEU;18651007;-;-;-;-;-;0;10.2;-;2.5;18
NEU;18651008;-;-;-;-;-;0;11.8;-;4.9;16.1
NEU;18651009;-;-;-;-;-;0.5;13.1;-;8.6;16
NEU;18651010;-;-;-;-;-;2.5;13;-;10.9;19.1
NEU;18651011;-;-;-;-;-;2.1;12;-;8.4;16.3
NEU;18651012;-;-;-;-;-;3.4;11.6;-;9.1;18.4
NEU;18651013;-;-;-;-;-;0;10.8;-;4.8;15.4
NEU;18651014;-;-;-;-;-;4.1;10.3;-;7.3;14.8
NEU;18651015;-;-;-;-;-;1.1;8.6;-;4.8;13.8
NEU;18651016;-;-;-;-;-;0;8.3;-;3.5;14.9
NEU;18651017;-;-;-;-;-;0;10;-;2.9;15.1
NEU;18651018;-;-;-;-;-;0;9.6;-;5.5;15
NEU;18651019;-;-;-;-;-;2.1;9;-;5.7;12.9
NEU;18651020;-;-;-;-;-;2.6;9.5;-;6.9;14
NEU;18651021;-;-;-;-;-;13.8;10.1;-;7.1;16.1
NEU;18651022;-;-;-;-;-;0;9.7;-;5.2;17.6
NEU;18651023;-;-;-;-;-;87;9.2;-;6.7;12
NEU;18651024;-;-;-;-;-;8;10.8;-;6.8;13.3
NEU;18651025;-;-;-;-;-;0.2;10.4;-;8;18.8
NEU;18651026;-;-;-;-;-;5.7;10.9;-;5.2;13.7
NEU;18651027;-;-;-;-;-;23.4;9.6;-;5.4;10.6
NEU;18651028;-;-;-;-;-;11.5;6.9;-;5.2;10.1
NEU;18651029;-;-;-;-;-;4.8;6.9;-;1.7;10.2
NEU;18651030;-;-;-;-;-;0.2;10.5;-;5.9;15.6
NEU;18651031;-;-;-;-;-;11.8;8.2;-;6.5;11.7
NEU;18651101;-;-;-;-;-;0;6;-;2.2;9
NEU;18651102;-;-;-;-;-;3.4;5.9;-;3.7;9.7
NEU;18651103;-;-;-;-;-;1.8;5.9;-;4.1;8.7
NEU;18651104;-;-;-;-;-;4.4;4.9;-;3.9;7.3
NEU;18651105;-;-;-;-;-;0;4.7;-;3;6.6
NEU;18651106;-;-;-;-;-;0;5.6;-;2.4;8.1
NEU;18651107;-;-;-;-;-;0;5.1;-;2.8;8.4
NEU;18651108;-;-;-;-;-;0;5.6;-;2.8;7.1
NEU;18651109;-;-;-;-;-;5.5;4.8;-;1.7;10.8
NEU;18651110;-;-;-;-;-;0;5.5;-;-1.4;7.6
NEU;18651111;-;-;-;-;-;0;4.6;-;1.7;9
NEU;18651112;-;-;-;-;-;0;3.8;-;-3.4;6.7
NEU;18651113;-;-;-;-;-;0;3.6;-;1.7;6.4
NEU;18651114;-;-;-;-;-;0;0.7;-;-4.7;2.9
NEU;18651115;-;-;-;-;-;0;1.5;-;-1.5;4.9
NEU;18651116;-;-;-;-;-;0;1;-;-1;5.1
NEU;18651117;-;-;-;-;-;0;4.5;-;-1.3;6.1
NEU;18651118;-;-;-;-;-;4.8;7.6;-;3.8;10.8
NEU;18651119;-;-;-;-;-;0;1.9;-;-1.2;4.8
NEU;18651120;-;-;-;-;-;0;3.4;-;0.5;6.7
NEU;18651121;-;-;-;-;-;0;4.5;-;-0.4;5
NEU;18651122;-;-;-;-;-;13.5;9.4;-;3.7;12.6
NEU;18651123;-;-;-;-;-;1.2;10.9;-;7.8;16.3
NEU;18651124;-;-;-;-;-;0;8;-;2.2;13.8
NEU;18651125;-;-;-;-;-;0;7.7;-;4.4;11.4
NEU;18651126;-;-;-;-;-;0.4;7.7;-;4.1;10.1
NEU;18651127;-;-;-;-;-;10.9;5.9;-;4.6;8.7
NEU;18651128;-;-;-;-;-;2.5;4.9;-;2.6;7.5
NEU;18651129;-;-;-;-;-;14.7;7;-;4;7.9
NEU;18651130;-;-;-;-;-;5.7;5.1;-;4.2;7.5
NEU;18651201;-;-;-;-;-;8;3.3;-;2.7;6.4
NEU;18651202;-;-;-;-;-;0;3.8;-;1.8;5.4
NEU;18651203;-;-;-;-;-;0;2.8;-;2.2;4.5
NEU;18651204;-;-;-;-;-;0;3;-;1.3;3.5
NEU;18651205;-;-;-;-;-;3.7;4.3;-;1.2;7
NEU;18651206;-;-;-;-;-;0;3.5;-;1.4;6.3
NEU;18651207;-;-;-;-;-;0;2.4;-;1.4;6.6
NEU;18651208;-;-;-;-;-;0;1.5;-;0.5;3.8
NEU;18651209;-;-;-;-;-;0;0.4;-;-0.4;1.5
NEU;18651210;-;-;-;-;-;0;-0.1;-;-1.1;1
NEU;18651211;-;-;-;-;-;0;0.5;-;-1.5;1.4
NEU;18651212;-;-;-;-;-;0;0;-;-1.3;1.7
NEU;18651213;-;-;-;-;-;0;-2.7;-;-4.4;-1
NEU;18651214;-;-;-;-;-;0;-4.2;-;-6;-0.5
NEU;18651215;-;-;-;-;-;0;-2.3;-;-8;0.7
NEU;18651216;-;-;-;-;-;0;-2.7;-;-4.5;0.1
NEU;18651217;-;-;-;-;-;0;0.6;-;-4.6;2.9
NEU;18651218;-;-;-;-;-;0;1.9;-;-1.4;2.8
NEU;18651219;-;-;-;-;-;0;-1.7;-;-3.6;2.9
NEU;18651220;-;-;-;-;-;0;-2.7;-;-6.7;0.3
NEU;18651221;-;-;-;-;-;0;-4.1;-;-5.2;-2.2
NEU;18651222;-;-;-;-;-;0;-5.7;-;-6.6;-3.2
NEU;18651223;-;-;-;-;-;0;-3.9;-;-7.9;-1.8
NEU;18651224;-;-;-;-;-;0;-4.9;-;-6.6;-3
NEU;18651225;-;-;-;-;-;0;-5.9;-;-7.9;-3
NEU;18651226;-;-;-;-;-;0;-4;-;-8.4;-0.7
NEU;18651227;-;-;-;-;-;0;-2.4;-;-5.2;-0.9
NEU;18651228;-;-;-;-;-;0;-2.3;-;-4.5;-1
NEU;18651229;-;-;-;-;-;0;-2.7;-;-3.6;-1.2
NEU;18651230;-;-;-;-;-;0;-0.3;-;-4.5;3.4
NEU;18651231;-;-;-;-;-;2.6;1.1;-;-1;3.9
NEU;18660101;-;-;-;-;-;0.7;3.1;-;-1.7;6.1
NEU;18660102;-;-;-;-;-;3.3;1.6;-;-1.9;4.7
NEU;18660103;-;-;-;-;-;0;3;-;-1.4;6.4
NEU;18660104;-;-;-;-;-;0;-0.2;-;-3.1;2.6
NEU;18660105;-;-;-;-;-;0;-1.3;-;-3;0.4
NEU;18660106;-;-;-;-;-;0;0.4;-;-2;2.5
NEU;18660107;-;-;-;-;-;3;2.4;-;-0.6;4.7
NEU;18660108;-;-;-;-;-;17.2;5.6;-;1.2;7
NEU;18660109;-;-;-;-;-;3.1;3.4;-;0.8;7.1
NEU;18660110;-;-;-;-;-;12;1.9;-;-0.8;6
NEU;18660111;-;-;-;-;-;0;3.8;-;-0.1;6.3
NEU;18660112;-;-;-;-;-;15.2;0.8;-;-2;4.6
NEU;18660113;-;-;-;-;-;0;1.9;-;-3.6;3.4
NEU;18660114;-;-;-;-;-;5.3;4.1;-;-1.3;7.4
NEU;18660115;-;-;-;-;-;0;3.7;-;1.5;5.7
NEU;18660116;-;-;-;-;-;2.3;4.6;-;2.3;7.7
NEU;18660117;-;-;-;-;-;4.5;4.5;-;3.3;7
NEU;18660118;-;-;-;-;-;0;2.9;-;0.2;8
NEU;18660119;-;-;-;-;-;0;2.9;-;-2.5;8.6
NEU;18660120;-;-;-;-;-;0;2.4;-;-1.3;5.9
NEU;18660121;-;-;-;-;-;0;1.8;-;-1.6;7.1
NEU;18660122;-;-;-;-;-;0;0.8;-;-2.5;5.9
NEU;18660123;-;-;-;-;-;0;4.4;-;0.8;8
NEU;18660124;-;-;-;-;-;0;3.8;-;0.1;5.4
NEU;18660125;-;-;-;-;-;0;3.4;-;-1.8;6.4
NEU;18660126;-;-;-;-;-;0;3.8;-;1.6;8.7
NEU;18660127;-;-;-;-;-;0;2.4;-;-1.7;3.8
NEU;18660128;-;-;-;-;-;0;-0.1;-;-2.7;4.7
NEU;18660129;-;-;-;-;-;0;6.6;-;-2.2;8.9
NEU;18660130;-;-;-;-;-;0;5.3;-;3;11.2
NEU;18660131;-;-;-;-;-;0;1.9;-;-2.2;6.4
NEU;18660201;-;-;-;-;-;3.1;6.9;-;1.6;9
NEU;18660202;-;-;-;-;-;34.5;9.8;-;6.6;11.8
NEU;18660203;-;-;-;-;-;8.2;5.6;-;4.2;7.4
NEU;18660204;-;-;-;-;-;4;3.7;-;1.5;7.9
NEU;18660205;-;-;-;-;-;8.3;4.4;-;1;7.5
NEU;18660206;-;-;-;-;-;7;4.7;-;2.7;6.9
NEU;18660207;-;-;-;-;-;2.4;9.3;-;3.8;10.9
NEU;18660208;-;-;-;-;-;2.2;6.4;-;5.1;9
NEU;18660209;-;-;-;-;-;0.8;3.1;-;1.2;8.6
NEU;18660210;-;-;-;-;-;0;6.5;-;-1.7;13.2
NEU;18660211;-;-;-;-;-;16.7;5.9;-;1.5;8.6
NEU;18660212;-;-;-;-;-;13.6;5.6;-;3.3;8.5
NEU;18660213;-;-;-;-;-;2.1;3.6;-;2.3;7.8
NEU;18660214;-;-;-;-;-;0.8;1.5;-;-0.2;6.4
NEU;18660215;-;-;-;-;-;3.5;1.3;-;-1.6;2.9
NEU;18660216;-;-;-;-;-;8.2;4.1;-;0.1;5.5
NEU;18660217;-;-;-;-;-;0.4;3.8;-;-0.3;9.6
NEU;18660218;-;-;-;-;-;0;6.4;-;0.9;10.3
NEU;18660219;-;-;-;-;-;2.1;4.7;-;2.7;7.2
NEU;18660220;-;-;-;-;-;0.2;1.8;-;0.7;4.3
NEU;18660221;-;-;-;-;-;10.2;3.3;-;1.3;5.1
NEU;18660222;-;-;-;-;-;5.3;5;-;2.7;7
NEU;18660223;-;-;-;-;-;0;5.3;-;1.9;9.1
NEU;18660224;-;-;-;-;-;0.4;4.2;-;2.7;6.8
NEU;18660225;-;-;-;-;-;0;0.7;-;-2.5;6.5
NEU;18660226;-;-;-;-;-;0;0.9;-;-4.2;7.5
NEU;18660227;-;-;-;-;-;0;3.2;-;-1.3;6.6
NEU;18660228;-;-;-;-;-;2;6.6;-;1.3;10.1
NEU;18660301;-;-;-;-;-;0;3.9;-;0.2;9.7
NEU;18660302;-;-;-;-;-;20.1;4.1;-;0.4;7
NEU;18660303;-;-;-;-;-;5.9;4.3;-;3.1;5.6
NEU;18660304;-;-;-;-;-;0;6;-;2.4;10.9
NEU;18660305;-;-;-;-;-;19.9;4.3;-;2.8;6.5
NEU;18660306;-;-;-;-;-;18.7;3.1;-;1.9;8
NEU;18660307;-;-;-;-;-;0;4;-;0.5;9
NEU;18660308;-;-;-;-;-;10.1;2.7;-;1.4;7.1
NEU;18660309;-;-;-;-;-;0;1.9;-;0.5;5.7
NEU;18660310;-;-;-;-;-;4.1;2.6;-;0.2;5.9
NEU;18660311;-;-;-;-;-;0;2.5;-;0.4;4.8
NEU;18660312;-;-;-;-;-;0;3.6;-;-1.5;7.8
NEU;18660313;-;-;-;-;-;2.8;2.6;-;1.9;4.5
NEU;18660314;-;-;-;-;-;8.8;0.5;-;-0.6;4.4
NEU;18660315;-;-;-;-;-;0;0.4;-;-3.6;4.9
NEU;18660316;-;-;-;-;-;0;3.6;-;-3.3;9.2
NEU;18660317;-;-;-;-;-;0;3.3;-;1.3;8.3
NEU;18660318;-;-;-;-;-;3.9;5.1;-;-0.6;9.9
NEU;18660319;-;-;-;-;-;3.1;4.5;-;1.7;10
NEU;18660320;-;-;-;-;-;6.3;9.4;-;3.1;14
NEU;18660321;-;-;-;-;-;0;5.9;-;0.8;11.5
NEU;18660322;-;-;-;-;-;0.2;4.3;-;1.7;10.1
NEU;18660323;-;-;-;-;-;0.5;3.2;-;-1.9;7.3
NEU;18660324;-;-;-;-;-;0;7;-;-0.7;11.9
NEU;18660325;-;-;-;-;-;24.9;5.1;-;2.5;6.9
NEU;18660326;-;-;-;-;-;3.8;5.6;-;3.4;11.9
NEU;18660327;-;-;-;-;-;0;6.6;-;-1.1;10.8
NEU;18660328;-;-;-;-;-;2.1;8.3;-;4.5;13.4
NEU;18660329;-;-;-;-;-;0;8;-;3.8;14
NEU;18660330;-;-;-;-;-;0;9.2;-;3.6;16.2
NEU;18660331;-;-;-;-;-;2.3;9.2;-;6.3;14.9
NEU;18660401;-;-;-;-;-;0.9;6.7;-;5.4;10.9
NEU;18660402;-;-;-;-;-;8.3;3.7;-;2.8;7.4
NEU;18660403;-;-;-;-;-;0;6.6;-;-1;11.2
NEU;18660404;-;-;-;-;-;0;5.7;-;2.4;10.6
NEU;18660405;-;-;-;-;-;0;8.6;-;-1.2;14.5
NEU;18660406;-;-;-;-;-;0;8.3;-;0.6;11.6
NEU;18660407;-;-;-;-;-;0;10.9;-;-0.7;19.1
NEU;18660408;-;-;-;-;-;0;9.8;-;5;17
NEU;18660409;-;-;-;-;-;0.6;8.6;-;2.5;14.7
NEU;18660410;-;-;-;-;-;0;9.9;-;0.5;14.5
NEU;18660411;-;-;-;-;-;0;11;-;0.5;14.8
NEU;18660412;-;-;-;-;-;4.3;11.4;-;7.8;16
NEU;18660413;-;-;-;-;-;0;13;-;4.3;20.7
NEU;18660414;-;-;-;-;-;3.1;9.8;-;7;12.8
NEU;18660415;-;-;-;-;-;6.3;8.6;-;5.4;13.7
NEU;18660416;-;-;-;-;-;0;9.4;-;2;16.8
NEU;18660417;-;-;-;-;-;0;13.5;-;2.4;20.8
NEU;18660418;-;-;-;-;-;0;11.8;-;8.3;18.1
NEU;18660419;-;-;-;-;-;0;14.6;-;4.6;21.9
