stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ENG;19120819;-;-;-;-;0;16.1;-;-;-;-
ENG;19120820;-;-;-;-;7.9;12.6;-;-;-;-
ENG;19120821;-;-;-;-;0.3;10.3;-;-;-;-
ENG;19120822;-;-;-;-;8.5;9.8;-;-;-;-
ENG;19120823;-;-;-;-;1.4;9.1;-;-;-;-
ENG;19120824;-;-;-;-;0;13.4;-;-;-;-
ENG;19120825;-;-;-;-;0.1;14.3;-;-;-;-
ENG;19120826;-;-;-;-;17.6;13;-;-;-;-
ENG;19120827;-;-;-;-;3.4;11.6;-;-;-;-
ENG;19120828;-;-;-;-;1.5;9.9;-;-;-;-
ENG;19120829;-;-;-;-;0;12.3;-;-;-;-
ENG;19120830;-;-;-;-;8.7;12.4;-;-;-;-
ENG;19120831;-;-;-;-;8.2;8.2;-;-;-;-
ENG;19120901;-;-;-;-;1.6;8.6;-;-;-;-
ENG;19120902;-;-;-;-;27.3;8.4;-;-;-;-
ENG;19120903;-;-;-;-;6.2;6.1;-;-;-;-
ENG;19120904;-;-;-;-;5.2;8;-;-;-;-
ENG;19120905;-;-;-;-;0.3;10.5;-;-;-;-
ENG;19120906;-;-;-;-;7.3;6.8;-;-;-;-
ENG;19120907;-;-;-;-;2.6;5.4;-;-;-;-
ENG;19120908;-;-;-;-;0.1;8.3;-;-;-;-
ENG;19120909;-;-;-;-;21.5;7.8;-;-;-;-
ENG;19120910;-;-;-;-;6.5;4.1;-;-;-;-
ENG;19120911;-;-;-;-;5.3;4.7;-;-;-;-
ENG;19120912;-;-;-;-;0.4;4.3;-;-;-;-
ENG;19120913;-;-;-;-;0.7;5.3;-;-;-;-
ENG;19120914;-;-;-;-;0.5;6.3;-;-;-;-
ENG;19120915;-;-;-;-;5;7.7;-;-;-;-
ENG;19120916;-;-;-;-;0.1;7.8;-;-;-;-
ENG;19120917;-;-;-;-;0;5.7;-;-;-;-
ENG;19120918;-;-;-;-;0;9.1;-;-;-;-
ENG;19120919;-;-;-;-;0.1;7.8;-;-;-;-
ENG;19120920;-;-;-;-;1;4.4;-;-;-;-
ENG;19120921;-;-;-;-;0.1;4.9;-;-;-;-
ENG;19120922;-;-;-;-;0;3.1;-;-;-;-
ENG;19120923;-;-;-;-;0;3.7;-;-;-;-
ENG;19120924;-;-;-;-;0;3.8;-;-;-;-
ENG;19120925;-;-;-;-;1.3;3.3;-;-;-;-
ENG;19120926;-;-;-;-;0;1.7;-;-;-;-
ENG;19120927;-;-;-;-;0;2.1;-;-;-;-
ENG;19120928;-;-;-;-;0;5.8;-;-;-;-
ENG;19120929;-;-;-;-;0;7.3;-;-;-;-
ENG;19120930;-;-;-;-;0;8.6;-;-;-;-
ENG;19121001;-;-;-;-;3.7;12.1;-;-;-;-
ENG;19121002;-;-;-;-;15.5;9.9;-;-;-;-
ENG;19121003;-;-;-;-;12.7;5.6;-;-;-;-
ENG;19121004;-;-;-;-;2.5;0.7;-;-;-;-
ENG;19121005;-;-;-;-;0;-0.8;-;-;-;-
ENG;19121006;-;-;-;-;0;-0.1;-;-;-;-
ENG;19121007;-;-;-;-;2.3;0.6;-;-;-;-
ENG;19121008;-;-;-;-;0;3.7;-;-;-;-
ENG;19121009;-;-;-;-;0;3.3;-;-;-;-
ENG;19121010;-;-;-;-;0;3.9;-;-;-;-
ENG;19121011;-;-;-;-;0;3.7;-;-;-;-
ENG;19121012;-;-;-;-;0;5.5;-;-;-;-
ENG;19121013;-;-;-;-;0;5;-;-;-;-
ENG;19121014;-;-;-;-;0;5.3;-;-;-;-
ENG;19121015;-;-;-;-;0;6.2;-;-;-;-
ENG;19121016;-;-;-;-;0;5.7;-;-;-;-
ENG;19121017;-;-;-;-;24.4;7.7;-;-;-;-
ENG;19121018;-;-;-;-;0;4.1;-;-;-;-
ENG;19121019;-;-;-;-;12.3;3.2;-;-;-;-
ENG;19121020;-;-;-;-;2.1;5.1;-;-;-;-
ENG;19121021;-;-;-;-;15.6;6.9;-;-;-;-
ENG;19121022;-;-;-;-;23.9;0.4;-;-;-;-
ENG;19121023;-;-;-;-;0.8;4;-;-;-;-
ENG;19121024;-;-;-;-;3;1.7;-;-;-;-
ENG;19121025;-;-;-;-;4.1;3.6;-;-;-;-
ENG;19121026;-;-;-;-;19.5;2.2;-;-;-;-
ENG;19121027;-;-;-;-;0;5;-;-;-;-
ENG;19121028;-;-;-;-;0;5.5;-;-;-;-
ENG;19121029;-;-;-;-;0;10.9;-;-;-;-
ENG;19121030;-;-;-;-;9;10.4;-;-;-;-
ENG;19121031;-;-;-;-;10.1;7.3;-;-;-;-
ENG;19121101;-;-;-;-;13.2;0.2;-;-;-;-
ENG;19121102;-;-;-;-;0;-2.4;-;-;-;-
ENG;19121103;-;-;-;-;0;-2.6;-;-;-;-
ENG;19121104;-;-;-;-;0;-5.5;-;-;-;-
ENG;19121105;-;-;-;-;0;0.5;-;-;-;-
ENG;19121106;-;-;-;-;0;1.3;-;-;-;-
ENG;19121107;-;-;-;-;0;-3.1;-;-;-;-
ENG;19121108;-;-;-;-;9.4;-0.2;-;-;-;-
ENG;19121109;-;-;-;-;0;4.8;-;-;-;-
ENG;19121110;-;-;-;-;4;7.7;-;-;-;-
ENG;19121111;-;-;-;-;16.8;2.2;-;-;-;-
ENG;19121112;-;-;-;-;4;-1.4;-;-;-;-
ENG;19121113;-;-;-;-;0;-3.3;-;-;-;-
ENG;19121114;-;-;-;-;0;-5.6;-;-;-;-
ENG;19121115;-;-;-;-;0;-5.2;-;-;-;-
ENG;19121116;-;-;-;-;0;-4;-;-;-;-
ENG;19121117;-;-;-;-;0;-3.2;-;-;-;-
ENG;19121118;-;-;-;-;3.1;-2.8;-;-;-;-
ENG;19121119;-;-;-;-;0;-1.8;-;-;-;-
ENG;19121120;-;-;-;-;9;-0.2;-;-;-;-
ENG;19121121;-;-;-;-;30.6;-0.9;-;-;-;-
ENG;19121122;-;-;-;-;1.2;-2;-;-;-;-
ENG;19121123;-;-;-;-;0;-8;-;-;-;-
ENG;19121124;-;-;-;-;0;-5.9;-;-;-;-
ENG;19121125;-;-;-;-;0;-5.3;-;-;-;-
ENG;19121126;-;-;-;-;0;-0.9;-;-;-;-
ENG;19121127;-;-;-;-;0;0.6;-;-;-;-
ENG;19121128;-;-;-;-;1.8;-2.6;-;-;-;-
ENG;19121129;-;-;-;-;0;-4.7;-;-;-;-
ENG;19121130;-;-;-;-;0;3.3;-;-;-;-
ENG;19121201;-;-;-;-;1.2;-0.7;-;-;-;-
ENG;19121202;-;-;-;-;9.1;-2.6;-;-;-;-
ENG;19121203;-;-;-;-;3.5;-1.5;-;-;-;-
ENG;19121204;-;-;-;-;0;-8.6;-;-;-;-
ENG;19121205;-;-;-;-;0;-4.6;-;-;-;-
ENG;19121206;-;-;-;-;0;-4.3;-;-;-;-
ENG;19121207;-;-;-;-;0;-3.7;-;-;-;-
ENG;19121208;-;-;-;-;0;-4;-;-;-;-
ENG;19121209;-;-;-;-;0;-3.1;-;-;-;-
ENG;19121210;-;-;-;-;0;-3.8;-;-;-;-
ENG;19121211;-;-;-;-;0;-1.2;-;-;-;-
ENG;19121212;-;-;-;-;0;-1.1;-;-;-;-
ENG;19121213;-;-;-;-;0;-3;-;-;-;-
ENG;19121214;-;-;-;-;2.8;1.8;-;-;-;-
ENG;19121215;-;-;-;-;1.3;1.3;-;-;-;-
ENG;19121216;-;-;-;-;13.2;0.4;-;-;-;-
ENG;19121217;-;-;-;-;1.5;-1;-;-;-;-
ENG;19121218;-;-;-;-;0;1.8;-;-;-;-
ENG;19121219;-;-;-;-;0;-1.4;-;-;-;-
ENG;19121220;-;-;-;-;0;-2.5;-;-;-;-
ENG;19121221;-;-;-;-;0;-1.9;-;-;-;-
ENG;19121222;-;-;-;-;0;1;-;-;-;-
ENG;19121223;-;-;-;-;0;-0.3;-;-;-;-
ENG;19121224;-;-;-;-;0;1;-;-;-;-
ENG;19121225;-;-;-;-;0;4.4;-;-;-;-
ENG;19121226;-;-;-;-;7.5;4.2;-;-;-;-
ENG;19121227;-;-;-;-;30.8;4.3;-;-;-;-
ENG;19121228;-;-;-;-;0.2;3.3;-;-;-;-
ENG;19121229;-;-;-;-;1.3;2;-;-;-;-
ENG;19121230;-;-;-;-;0;-0.2;-;-;-;-
ENG;19121231;-;-;-;-;0;-2.5;-;-;-;-
ENG;19130101;-;-;-;-;0;0.1;-;-;-;-
ENG;19130102;-;-;-;-;0;1.4;-;-;-;-
ENG;19130103;-;-;-;-;0;-1.1;-;-;-;-
ENG;19130104;-;-;-;-;0;-1.6;-;-;-;-
ENG;19130105;-;-;-;-;0;-1.4;-;-;-;-
ENG;19130106;-;-;-;-;0;-0.4;-;-;-;-
ENG;19130107;-;-;-;-;0;-0.5;-;-;-;-
ENG;19130108;-;-;-;-;0;-1.5;-;-;-;-
ENG;19130109;-;-;-;-;0;-2.2;-;-;-;-
ENG;19130110;-;-;-;-;0;-3.9;-;-;-;-
ENG;19130111;-;-;-;-;6.4;2.2;-;-;-;-
ENG;19130112;-;-;-;-;4.3;0.6;-;-;-;-
ENG;19130113;-;-;-;-;0.5;-2.5;-;-;-;-
ENG;19130114;-;-;-;-;0;-2.3;-;-;-;-
ENG;19130115;-;-;-;-;0;-1;-;-;-;-
ENG;19130116;-;-;-;-;2;-2.3;-;-;-;-
ENG;19130117;-;-;-;-;2.8;1.9;-;-;-;-
ENG;19130118;-;-;-;-;9.2;0.3;-;-;-;-
ENG;19130119;-;-;-;-;1;-1.8;-;-;-;-
ENG;19130120;-;-;-;-;1.2;-3;-;-;-;-
ENG;19130121;-;-;-;-;7;1.3;-;-;-;-
ENG;19130122;-;-;-;-;6.9;-1.9;-;-;-;-
ENG;19130123;-;-;-;-;27.3;0.6;-;-;-;-
ENG;19130124;-;-;-;-;0;-0.8;-;-;-;-
ENG;19130125;-;-;-;-;4;1.7;-;-;-;-
ENG;19130126;-;-;-;-;8.8;0.9;-;-;-;-
ENG;19130127;-;-;-;-;0;-3.4;-;-;-;-
ENG;19130128;-;-;-;-;0.5;1.2;-;-;-;-
ENG;19130129;-;-;-;-;0.6;1.5;-;-;-;-
ENG;19130130;-;-;-;-;0;-0.3;-;-;-;-
ENG;19130131;-;-;-;-;12;4;-;-;-;-
ENG;19130201;-;-;-;-;0;2;-;-;-;-
ENG;19130202;-;-;-;-;13.2;0.3;-;-;-;-
ENG;19130203;-;-;-;-;2.6;1.1;-;-;-;-
ENG;19130204;-;-;-;-;0;-0.3;-;-;-;-
ENG;19130205;-;-;-;-;0;0.6;-;-;-;-
ENG;19130206;-;-;-;-;0;-0.1;-;-;-;-
ENG;19130207;-;-;-;-;0;-1.2;-;-;-;-
ENG;19130208;-;-;-;-;6;0.5;-;-;-;-
ENG;19130209;-;-;-;-;0;-4.2;-;-;-;-
ENG;19130210;-;-;-;-;0;-0.5;-;-;-;-
ENG;19130211;-;-;-;-;0;2.7;-;-;-;-
ENG;19130212;-;-;-;-;0;-1.9;-;-;-;-
ENG;19130213;-;-;-;-;0;-3.4;-;-;-;-
ENG;19130214;-;-;-;-;0;-1.6;-;-;-;-
ENG;19130215;-;-;-;-;0;-4.4;-;-;-;-
ENG;19130216;-;-;-;-;0;-5.4;-;-;-;-
ENG;19130217;-;-;-;-;0;-7.1;-;-;-;-
ENG;19130218;-;-;-;-;0;-7.8;-;-;-;-
ENG;19130219;-;-;-;-;0;-9;-;-;-;-
ENG;19130220;-;-;-;-;0;-4.3;-;-;-;-
ENG;19130221;-;-;-;-;0;-4;-;-;-;-
ENG;19130222;-;-;-;-;0;-6.2;-;-;-;-
ENG;19130223;-;-;-;-;0;-7.3;-;-;-;-
ENG;19130224;-;-;-;-;0;-3.7;-;-;-;-
ENG;19130225;-;-;-;-;0;-2.5;-;-;-;-
ENG;19130226;-;-;-;-;0;-2.5;-;-;-;-
ENG;19130227;-;-;-;-;0.8;0.1;-;-;-;-
ENG;19130228;-;-;-;-;3;-0.3;-;-;-;-
ENG;19130301;-;-;-;-;0.7;-2.6;-;-;-;-
ENG;19130302;-;-;-;-;0;-4.7;-;-;-;-
ENG;19130303;-;-;-;-;0;-2.2;-;-;-;-
ENG;19130304;-;-;-;-;0;0.9;-;-;-;-
ENG;19130305;-;-;-;-;0;1.2;-;-;-;-
ENG;19130306;-;-;-;-;0;2.6;-;-;-;-
ENG;19130307;-;-;-;-;0;3.8;-;-;-;-
ENG;19130308;-;-;-;-;21.4;1.3;-;-;-;-
ENG;19130309;-;-;-;-;2.1;-3.8;-;-;-;-
ENG;19130310;-;-;-;-;0;-0.4;-;-;-;-
ENG;19130311;-;-;-;-;0;3.5;-;-;-;-
ENG;19130312;-;-;-;-;0;3.2;-;-;-;-
ENG;19130313;-;-;-;-;0;5.3;-;-;-;-
ENG;19130314;-;-;-;-;0;5;-;-;-;-
ENG;19130315;-;-;-;-;0;5.4;-;-;-;-
ENG;19130316;-;-;-;-;0;3;-;-;-;-
ENG;19130317;-;-;-;-;9;6.7;-;-;-;-
ENG;19130318;-;-;-;-;4.9;-4;-;-;-;-
ENG;19130319;-;-;-;-;0;2.9;-;-;-;-
ENG;19130320;-;-;-;-;3.4;6.5;-;-;-;-
ENG;19130321;-;-;-;-;1.8;5.1;-;-;-;-
ENG;19130322;-;-;-;-;0;9.2;-;-;-;-
ENG;19130323;-;-;-;-;12;3.3;-;-;-;-
ENG;19130324;-;-;-;-;5.1;1;-;-;-;-
ENG;19130325;-;-;-;-;0;1.8;-;-;-;-
ENG;19130326;-;-;-;-;1.1;8.8;-;-;-;-
ENG;19130327;-;-;-;-;0.5;3.7;-;-;-;-
ENG;19130328;-;-;-;-;0;4.7;-;-;-;-
ENG;19130329;-;-;-;-;0;13.1;-;-;-;-
ENG;19130330;-;-;-;-;0;13;-;-;-;-
ENG;19130331;-;-;-;-;19.1;11.1;-;-;-;-
ENG;19130401;-;-;-;-;30.7;1.5;-;-;-;-
ENG;19130402;-;-;-;-;6.5;0.5;-;-;-;-
ENG;19130403;-;-;-;-;0;1.8;-;-;-;-
ENG;19130404;-;-;-;-;0;9.3;-;-;-;-
ENG;19130405;-;-;-;-;0;7;-;-;-;-
ENG;19130406;-;-;-;-;0;7.5;-;-;-;-
ENG;19130407;-;-;-;-;0;6.2;-;-;-;-
ENG;19130408;-;-;-;-;3.9;2.2;-;-;-;-
ENG;19130409;-;-;-;-;2.4;-0.4;-;-;-;-
ENG;19130410;-;-;-;-;3.7;1.8;-;-;-;-
ENG;19130411;-;-;-;-;12.9;0.2;-;-;-;-
ENG;19130412;-;-;-;-;24.9;-2.2;-;-;-;-
ENG;19130413;-;-;-;-;0.9;-6.4;-;-;-;-
ENG;19130414;-;-;-;-;0.1;-5.1;-;-;-;-
ENG;19130415;-;-;-;-;0;-3.8;-;-;-;-
ENG;19130416;-;-;-;-;0.2;2;-;-;-;-
ENG;19130417;-;-;-;-;10.2;4.8;-;-;-;-
ENG;19130418;-;-;-;-;0;4.2;-;-;-;-
ENG;19130419;-;-;-;-;10.7;5.8;-;-;-;-
ENG;19130420;-;-;-;-;9.2;6.5;-;-;-;-
ENG;19130421;-;-;-;-;0;7.8;-;-;-;-
ENG;19130422;-;-;-;-;0;11.9;-;-;-;-
ENG;19130423;-;-;-;-;0.2;8.9;-;-;-;-
ENG;19130424;-;-;-;-;0.1;9.1;-;-;-;-
ENG;19130425;-;-;-;-;0;9.2;-;-;-;-
ENG;19130426;-;-;-;-;0;8.5;-;-;-;-
ENG;19130427;-;-;-;-;0;11.6;-;-;-;-
ENG;19130428;-;-;-;-;13.8;11.6;-;-;-;-
ENG;19130429;-;-;-;-;0;12.5;-;-;-;-
ENG;19130430;-;-;-;-;0;14;-;-;-;-
ENG;19130501;-;-;-;-;19.5;7.6;-;-;-;-
ENG;19130502;-;-;-;-;1.1;3.8;-;-;-;-
ENG;19130503;-;-;-;-;0.2;5.3;-;-;-;-
ENG;19130504;-;-;-;-;9.3;4.6;-;-;-;-
ENG;19130505;-;-;-;-;13.2;1.6;-;-;-;-
ENG;19130506;-;-;-;-;9.5;2.8;-;-;-;-
ENG;19130507;-;-;-;-;1.1;5.4;-;-;-;-
ENG;19130508;-;-;-;-;0.3;8.1;-;-;-;-
ENG;19130509;-;-;-;-;0;11.2;-;-;-;-
ENG;19130510;-;-;-;-;22.1;11.8;-;-;-;-
ENG;19130511;-;-;-;-;2.4;3.4;-;-;-;-
ENG;19130512;-;-;-;-;0;7.4;-;-;-;-
ENG;19130513;-;-;-;-;0;10.1;-;-;-;-
ENG;19130514;-;-;-;-;0;11.6;-;-;-;-
ENG;19130515;-;-;-;-;0;13.3;-;-;-;-
ENG;19130516;-;-;-;-;0;16.3;-;-;-;-
ENG;19130517;-;-;-;-;0.5;11.9;-;-;-;-
ENG;19130518;-;-;-;-;10.5;8.9;-;-;-;-
ENG;19130519;-;-;-;-;7.3;4;-;-;-;-
ENG;19130520;-;-;-;-;0;4.9;-;-;-;-
ENG;19130521;-;-;-;-;0;8;-;-;-;-
ENG;19130522;-;-;-;-;14.2;8;-;-;-;-
ENG;19130523;-;-;-;-;2.2;8.3;-;-;-;-
ENG;19130524;-;-;-;-;7.1;8.9;-;-;-;-
ENG;19130525;-;-;-;-;0;11.6;-;-;-;-
ENG;19130526;-;-;-;-;0;15;-;-;-;-
ENG;19130527;-;-;-;-;14.2;16.3;-;-;-;-
ENG;19130528;-;-;-;-;5.7;11.9;-;-;-;-
ENG;19130529;-;-;-;-;0;15.5;-;-;-;-
ENG;19130530;-;-;-;-;0.7;16;-;-;-;-
ENG;19130531;-;-;-;-;0;17.8;-;-;-;-
ENG;19130601;-;-;-;-;0;15.8;-;-;-;-
ENG;19130602;-;-;-;-;0;16.1;-;-;-;-
ENG;19130603;-;-;-;-;0;17.5;-;-;-;-
ENG;19130604;-;-;-;-;4.1;14;-;-;-;-
ENG;19130605;-;-;-;-;3.5;13.3;-;-;-;-
ENG;19130606;-;-;-;-;23;7.9;-;-;-;-
ENG;19130607;-;-;-;-;0;10.1;-;-;-;-
ENG;19130608;-;-;-;-;0;11.9;-;-;-;-
ENG;19130609;-;-;-;-;2.2;12.1;-;-;-;-
ENG;19130610;-;-;-;-;0;15.3;-;-;-;-
ENG;19130611;-;-;-;-;0;13.7;-;-;-;-
ENG;19130612;-;-;-;-;9;12.3;-;-;-;-
ENG;19130613;-;-;-;-;0;12.7;-;-;-;-
ENG;19130614;-;-;-;-;0;13.7;-;-;-;-
ENG;19130615;-;-;-;-;0;14.5;-;-;-;-
ENG;19130616;-;-;-;-;1.1;16.6;-;-;-;-
ENG;19130617;-;-;-;-;3.7;15.1;-;-;-;-
ENG;19130618;-;-;-;-;19.2;15.8;-;-;-;-
ENG;19130619;-;-;-;-;7;15.2;-;-;-;-
ENG;19130620;-;-;-;-;17.6;10.6;-;-;-;-
ENG;19130621;-;-;-;-;19;8;-;-;-;-
ENG;19130622;-;-;-;-;5.7;7;-;-;-;-
ENG;19130623;-;-;-;-;0;11.6;-;-;-;-
ENG;19130624;-;-;-;-;19.9;13.2;-;-;-;-
ENG;19130625;-;-;-;-;34.9;7.9;-;-;-;-
ENG;19130626;-;-;-;-;5;7.8;-;-;-;-
ENG;19130627;-;-;-;-;35.1;8.4;-;-;-;-
ENG;19130628;-;-;-;-;1.5;7.4;-;-;-;-
ENG;19130629;-;-;-;-;3.5;9.6;-;-;-;-
ENG;19130630;-;-;-;-;0;9.4;-;-;-;-
ENG;19130701;-;-;-;-;0;10.4;-;-;-;-
ENG;19130702;-;-;-;-;0;12.4;-;-;-;-
ENG;19130703;-;-;-;-;1;10.5;-;-;-;-
ENG;19130704;-;-;-;-;0;11.3;-;-;-;-
ENG;19130705;-;-;-;-;6;11.6;-;-;-;-
ENG;19130706;-;-;-;-;6.2;11.9;-;-;-;-
ENG;19130707;-;-;-;-;11.3;9.4;-;-;-;-
ENG;19130708;-;-;-;-;33.2;7.8;-;-;-;-
ENG;19130709;-;-;-;-;0.5;7.9;-;-;-;-
ENG;19130710;-;-;-;-;4.5;9.3;-;-;-;-
ENG;19130711;-;-;-;-;10.9;8.4;-;-;-;-
ENG;19130712;-;-;-;-;0.8;10.8;-;-;-;-
ENG;19130713;-;-;-;-;0;13.7;-;-;-;-
ENG;19130714;-;-;-;-;12.6;15.5;-;-;-;-
ENG;19130715;-;-;-;-;15;11.3;-;-;-;-
ENG;19130716;-;-;-;-;11.4;9.5;-;-;-;-
ENG;19130717;-;-;-;-;5.6;9.4;-;-;-;-
ENG;19130718;-;-;-;-;19.3;12.8;-;-;-;-
ENG;19130719;-;-;-;-;22.3;13.9;-;-;-;-
ENG;19130720;-;-;-;-;10.4;10.6;-;-;-;-
ENG;19130721;-;-;-;-;0;11.3;-;-;-;-
ENG;19130722;-;-;-;-;19.1;12.8;-;-;-;-
ENG;19130723;-;-;-;-;20.5;8.8;-;-;-;-
ENG;19130724;-;-;-;-;5.5;8.6;-;-;-;-
ENG;19130725;-;-;-;-;0;11.3;-;-;-;-
ENG;19130726;-;-;-;-;6.1;12.9;-;-;-;-
ENG;19130727;-;-;-;-;8;13.5;-;-;-;-
ENG;19130728;-;-;-;-;0;16.1;-;-;-;-
ENG;19130729;-;-;-;-;0;16.4;-;-;-;-
ENG;19130730;-;-;-;-;24;14.3;-;-;-;-
ENG;19130731;-;-;-;-;0;13.8;-;-;-;-
ENG;19130801;-;-;-;-;0;13.7;-;-;-;-
ENG;19130802;-;-;-;-;0;13.2;-;-;-;-
ENG;19130803;-;-;-;-;0;13.9;-;-;-;-
ENG;19130804;-;-;-;-;0;15.6;-;-;-;-
ENG;19130805;-;-;-;-;3.1;15;-;-;-;-
ENG;19130806;-;-;-;-;25.9;12.3;-;-;-;-
ENG;19130807;-;-;-;-;3.6;9.4;-;-;-;-
ENG;19130808;-;-;-;-;3.5;10.4;-;-;-;-
ENG;19130809;-;-;-;-;15.5;8.6;-;-;-;-
ENG;19130810;-;-;-;-;3.5;9.4;-;-;-;-
ENG;19130811;-;-;-;-;0.8;11.3;-;-;-;-
ENG;19130812;-;-;-;-;13.1;12;-;-;-;-
ENG;19130813;-;-;-;-;13.2;9.5;-;-;-;-
ENG;19130814;-;-;-;-;15.1;8.4;-;-;-;-
ENG;19130815;-;-;-;-;0.4;9.8;-;-;-;-
ENG;19130816;-;-;-;-;0;10.5;-;-;-;-
ENG;19130817;-;-;-;-;0;11.1;-;-;-;-
ENG;19130818;-;-;-;-;7;12.6;-;-;-;-
ENG;19130819;-;-;-;-;4.5;14.8;-;-;-;-
ENG;19130820;-;-;-;-;35;14.8;-;-;-;-
ENG;19130821;-;-;-;-;0;12.3;-;-;-;-
ENG;19130822;-;-;-;-;0;11.8;-;-;-;-
ENG;19130823;-;-;-;-;0;13.9;-;-;-;-
ENG;19130824;-;-;-;-;9;15.7;-;-;-;-
ENG;19130825;-;-;-;-;0;14.4;-;-;-;-
ENG;19130826;-;-;-;-;0;14.5;-;-;-;-
ENG;19130827;-;-;-;-;0;15.5;-;-;-;-
ENG;19130828;-;-;-;-;0;16.6;-;-;-;-
ENG;19130829;-;-;-;-;4.5;17.3;-;-;-;-
ENG;19130830;-;-;-;-;19.5;14.3;-;-;-;-
ENG;19130831;-;-;-;-;4;14.5;-;-;-;-
ENG;19130901;-;-;-;-;9.5;14.3;-;-;-;-
ENG;19130902;-;-;-;-;0;14.9;-;-;-;-
ENG;19130903;-;-;-;-;0;15.3;-;-;-;-
ENG;19130904;-;-;-;-;17.1;15.3;-;-;-;-
ENG;19130905;-;-;-;-;6.5;13.1;-;-;-;-
ENG;19130906;-;-;-;-;0;13.4;-;-;-;-
ENG;19130907;-;-;-;-;2.9;11.6;-;-;-;-
ENG;19130908;-;-;-;-;0;12.9;-;-;-;-
ENG;19130909;-;-;-;-;7;13;-;-;-;-
ENG;19130910;-;-;-;-;32;8;-;-;-;-
ENG;19130911;-;-;-;-;0;8.3;-;-;-;-
ENG;19130912;-;-;-;-;0;9.2;-;-;-;-
ENG;19130913;-;-;-;-;0;10.8;-;-;-;-
ENG;19130914;-;-;-;-;14.2;12.3;-;-;-;-
ENG;19130915;-;-;-;-;17.2;7.9;-;-;-;-
ENG;19130916;-;-;-;-;6.1;8.7;-;-;-;-
ENG;19130917;-;-;-;-;4;9;-;-;-;-
ENG;19130918;-;-;-;-;3.8;9.3;-;-;-;-
ENG;19130919;-;-;-;-;0.9;9.4;-;-;-;-
ENG;19130920;-;-;-;-;8.2;8.6;-;-;-;-
ENG;19130921;-;-;-;-;3.8;7.2;-;-;-;-
ENG;19130922;-;-;-;-;0;6.9;-;-;-;-
ENG;19130923;-;-;-;-;0;7.3;-;-;-;-
ENG;19130924;-;-;-;-;0;7.5;-;-;-;-
ENG;19130925;-;-;-;-;0;8.8;-;-;-;-
ENG;19130926;-;-;-;-;0;8.1;-;-;-;-
ENG;19130927;-;-;-;-;0;8.1;-;-;-;-
ENG;19130928;-;-;-;-;0;8;-;-;-;-
ENG;19130929;-;-;-;-;0;8.7;-;-;-;-
ENG;19130930;-;-;-;-;0;7.2;-;-;-;-
ENG;19131001;-;-;-;-;0;8.3;-;-;-;-
ENG;19131002;-;-;-;-;0;8.6;-;-;-;-
ENG;19131003;-;-;-;-;0;8.9;-;-;-;-
ENG;19131004;-;-;-;-;2.2;9.4;-;-;-;-
ENG;19131005;-;-;-;-;14.7;8.9;-;-;-;-
ENG;19131006;-;-;-;-;0.1;8.3;-;-;-;-
ENG;19131007;-;-;-;-;0;13.1;-;-;-;-
ENG;19131008;-;-;-;-;19.2;10.6;-;-;-;-
ENG;19131009;-;-;-;-;0;8.4;-;-;-;-
ENG;19131010;-;-;-;-;0;7.1;-;-;-;-
ENG;19131011;-;-;-;-;1.2;8.4;-;-;-;-
ENG;19131012;-;-;-;-;0;8.1;-;-;-;-
ENG;19131013;-;-;-;-;0;6.7;-;-;-;-
ENG;19131014;-;-;-;-;0;4.4;-;-;-;-
ENG;19131015;-;-;-;-;0.6;4.4;-;-;-;-
ENG;19131016;-;-;-;-;0;6.2;-;-;-;-
ENG;19131017;-;-;-;-;0;4.6;-;-;-;-
ENG;19131018;-;-;-;-;0;6.3;-;-;-;-
ENG;19131019;-;-;-;-;0;6;-;-;-;-
ENG;19131020;-;-;-;-;0;6.5;-;-;-;-
ENG;19131021;-;-;-;-;0;11.5;-;-;-;-
ENG;19131022;-;-;-;-;0;11.4;-;-;-;-
ENG;19131023;-;-;-;-;0;7.6;-;-;-;-
ENG;19131024;-;-;-;-;0;9.1;-;-;-;-
ENG;19131025;-;-;-;-;0;10.4;-;-;-;-
ENG;19131026;-;-;-;-;0;14.2;-;-;-;-
ENG;19131027;-;-;-;-;0;10;-;-;-;-
ENG;19131028;-;-;-;-;0;16.9;-;-;-;-
ENG;19131029;-;-;-;-;3;13.9;-;-;-;-
ENG;19131030;-;-;-;-;0;7.7;-;-;-;-
ENG;19131031;-;-;-;-;0;6.3;-;-;-;-
ENG;19131101;-;-;-;-;1.2;7.9;-;-;-;-
ENG;19131102;-;-;-;-;0;7.3;-;-;-;-
ENG;19131103;-;-;-;-;0;7.2;-;-;-;-
ENG;19131104;-;-;-;-;0.8;8.7;-;-;-;-
ENG;19131105;-;-;-;-;12.8;7.9;-;-;-;-
ENG;19131106;-;-;-;-;10.2;3;-;-;-;-
ENG;19131107;-;-;-;-;4.8;1.6;-;-;-;-
ENG;19131108;-;-;-;-;1.7;2.6;-;-;-;-
ENG;19131109;-;-;-;-;0.6;4.5;-;-;-;-
ENG;19131110;-;-;-;-;0;6.1;-;-;-;-
