stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
SMA;18780521;-;-;87;960.9;0;11;68;-;-;-
SMA;18780522;-;-;57;963.5;0;11.6;62;-;-;-
SMA;18780523;-;-;50;956.9;20.4;13.4;68.3;-;-;-
SMA;18780524;-;-;83;952.4;31.2;15.1;85.3;-;-;-
SMA;18780525;-;-;100;954.8;11.6;8.1;89.3;-;-;-
SMA;18780526;-;-;43;962.1;1.2;10.9;72.3;-;-;-
SMA;18780527;-;-;27;959.6;0;15;67.7;-;-;-
SMA;18780528;-;-;57;954.6;16.2;13.6;74;-;-;-
SMA;18780529;-;-;83;961.5;1.8;10.8;75.7;-;-;-
SMA;18780530;-;-;67;964.3;0;13.5;76.3;-;-;-
SMA;18780531;-;-;73;958.5;6.2;16.5;68;-;-;-
SMA;18780601;-;-;83;959.4;12.6;12.8;90;-;-;-
SMA;18780602;-;-;70;963.3;16.3;16.5;76.7;-;-;-
SMA;18780603;-;-;100;963;137.4;13.1;96;-;-;-
SMA;18780604;-;-;97;962;25;15.6;92;-;-;-
SMA;18780605;-;-;60;965;0.2;15.1;78;-;-;-
SMA;18780606;-;-;67;969.6;0.1;13.4;77.3;-;-;-
SMA;18780607;-;-;20;968.6;0;15.7;70;-;-;-
SMA;18780608;-;-;23;962.4;0;20;64;-;-;-
SMA;18780609;-;-;70;960.4;7;18;71.3;-;-;-
SMA;18780610;-;-;63;963.4;0;15.7;77.7;-;-;-
SMA;18780611;-;-;27;960.6;0;18.8;66;-;-;-
SMA;18780612;-;-;80;958.9;10.6;15.7;80;-;-;-
SMA;18780613;-;-;63;961;0;16.5;73.3;-;-;-
SMA;18780614;-;-;97;952.1;7.2;15.4;82.7;-;-;-
SMA;18780615;-;-;100;952.3;6.8;12.2;84.7;-;-;-
SMA;18780616;-;-;77;956.5;0.5;12.4;76;-;-;-
SMA;18780617;-;-;40;958.4;0;14;71.3;-;-;-
SMA;18780618;-;-;53;960.1;2.4;14.1;78.3;-;-;-
SMA;18780619;-;-;93;961;22;14.6;84.7;-;-;-
SMA;18780620;-;-;100;965.3;7.3;11.7;92.3;-;-;-
SMA;18780621;-;-;57;967.5;0;15.6;83.3;-;-;-
SMA;18780622;-;-;30;967.4;0;19.5;72;-;-;-
SMA;18780623;-;-;63;964.5;15;19.4;78;-;-;-
SMA;18780624;-;-;97;965.6;21.8;16.1;95.7;-;-;-
SMA;18780625;-;-;37;967.7;0;19.5;77;-;-;-
SMA;18780626;-;-;10;967.3;0;20.6;60.3;-;-;-
SMA;18780627;-;-;17;963.2;0;20.5;64;-;-;-
SMA;18780628;-;-;43;957.5;0;17.6;74.7;-;-;-
SMA;18780629;-;-;43;957.3;5.6;17.5;79;-;-;-
SMA;18780630;-;-;87;962.2;1.2;17;81;-;-;-
SMA;18780701;-;-;30;960.7;2.4;19.2;66.7;-;-;-
SMA;18780702;-;-;70;958;1.8;16.9;83.3;-;-;-
SMA;18780703;-;-;97;956.9;16.4;12.2;89.7;-;-;-
SMA;18780704;-;-;77;966.2;5;11.1;84.7;-;-;-
SMA;18780705;-;-;27;969.3;0;15.2;72.3;-;-;-
SMA;18780706;-;-;20;965.8;0;19.3;68;-;-;-
SMA;18780707;-;-;80;963.1;2.6;18.5;79;-;-;-
SMA;18780708;-;-;100;962.7;6.8;16.5;86.3;-;-;-
SMA;18780709;-;-;67;964.7;0;17.8;80.7;-;-;-
SMA;18780710;-;-;73;962.8;3;17.2;78.3;-;-;-
SMA;18780711;-;-;87;961.5;15.2;13.8;92;-;-;-
SMA;18780712;-;-;97;962.1;0;14.9;80;-;-;-
SMA;18780713;-;-;50;960.1;0;17.7;76.7;-;-;-
SMA;18780714;-;-;67;961.9;0;18.2;75.3;-;-;-
SMA;18780715;-;-;40;965.7;0;16;66.7;-;-;-
SMA;18780716;-;-;23;968.5;0;17.1;65;-;-;-
SMA;18780717;-;-;0;969.9;0;18.5;65.3;-;-;-
SMA;18780718;-;-;0;970.4;0;21.2;65;-;-;-
SMA;18780719;-;-;7;967.1;0;23;64.7;-;-;-
SMA;18780720;-;-;27;964.1;0;23;64;-;-;-
SMA;18780721;-;-;33;963.8;0.5;22.3;66.3;-;-;-
SMA;18780722;-;-;40;964;0.4;22.8;69.3;-;-;-
SMA;18780723;-;-;63;961.1;8.2;22.1;74;-;-;-
SMA;18780724;-;-;87;957.6;8.4;18.5;84.3;-;-;-
SMA;18780725;-;-;87;956.5;26;16.2;90.7;-;-;-
SMA;18780726;-;-;93;959.4;4.2;14;92;-;-;-
SMA;18780727;-;-;77;958.3;4.8;15.4;90.3;-;-;-
SMA;18780728;-;-;63;960;0;18.2;80.3;-;-;-
SMA;18780729;-;-;70;960.7;0;18.1;83;-;-;-
SMA;18780730;-;-;67;962.5;0;16.2;81;-;-;-
SMA;18780731;-;-;83;966.2;8.8;13.9;85.3;-;-;-
SMA;18780801;-;-;30;964.2;0;16.1;72.7;-;-;-
SMA;18780802;-;-;73;953.4;6;14.5;80;-;-;-
SMA;18780803;-;-;70;952;2.7;13.9;94.3;-;-;-
SMA;18780804;-;-;67;959.7;0;18.4;82.7;-;-;-
SMA;18780805;-;-;33;960.4;0;19.7;77.7;-;-;-
SMA;18780806;-;-;57;959.4;7.2;19.5;78.7;-;-;-
SMA;18780807;-;-;67;963.7;1;18.7;79;-;-;-
SMA;18780808;-;-;70;967.2;0;18.1;79.3;-;-;-
SMA;18780809;-;-;23;966.4;0;19.2;76.7;-;-;-
SMA;18780810;-;-;40;959.5;5;20;76.7;-;-;-
SMA;18780811;-;-;70;960;0.4;17.4;78.3;-;-;-
SMA;18780812;-;-;67;959.2;0;17.9;83.3;-;-;-
SMA;18780813;-;-;53;960.4;0.4;19.1;78.3;-;-;-
SMA;18780814;-;-;90;956.4;14.4;17.9;89.7;-;-;-
SMA;18780815;-;-;77;956.5;12.4;18.2;88;-;-;-
SMA;18780816;-;-;90;954.9;3.4;17.4;82.3;-;-;-
SMA;18780817;-;-;37;964.5;0;17.5;71;-;-;-
SMA;18780818;-;-;7;964.3;0.5;17.9;75.3;-;-;-
SMA;18780819;-;-;83;959;4;17.2;88;-;-;-
SMA;18780820;-;-;97;959.4;5.5;16;83;-;-;-
SMA;18780821;-;-;67;963.2;3.4;15.3;87;-;-;-
SMA;18780822;-;-;67;961.8;0;17.7;83;-;-;-
SMA;18780823;-;-;97;954.5;19;16.7;88.3;-;-;-
SMA;18780824;-;-;67;951.4;1.4;15.1;83;-;-;-
SMA;18780825;-;-;60;954.7;1.8;15.6;81.7;-;-;-
SMA;18780826;-;-;97;954.5;22;16;93;-;-;-
SMA;18780827;-;-;70;961.1;4.2;18.5;87;-;-;-
SMA;18780828;-;-;43;963;8.6;19.5;91.3;-;-;-
SMA;18780829;-;-;77;961.1;1.8;20;91;-;-;-
SMA;18780830;-;-;93;959.3;18.6;16.3;97;-;-;-
SMA;18780831;-;-;57;962.5;0;15.8;87.7;-;-;-
SMA;18780901;-;-;40;966.1;0;16.4;72.7;-;-;-
SMA;18780902;-;-;83;968.9;2.8;14.5;88.3;-;-;-
SMA;18780903;-;-;40;970.2;0;15.7;76;-;-;-
SMA;18780904;-;-;47;967.2;0;14.7;85.7;-;-;-
SMA;18780905;-;-;53;967.4;0;17.4;85.3;-;-;-
SMA;18780906;-;-;30;967;0;18.5;81;-;-;-
SMA;18780907;-;-;20;964.8;0;19.1;81.3;-;-;-
SMA;18780908;-;-;20;962.3;2.9;18.9;84.3;-;-;-
SMA;18780909;-;-;100;963;37.2;15.6;98.7;-;-;-
SMA;18780910;-;-;100;967.2;4.6;14.7;97.3;-;-;-
SMA;18780911;-;-;73;968.4;0;16.1;88.7;-;-;-
SMA;18780912;-;-;53;964.9;0;18.9;86.3;-;-;-
SMA;18780913;-;-;100;961.8;10.8;14.5;93.7;-;-;-
SMA;18780914;-;-;93;962.3;0;12.4;90.7;-;-;-
SMA;18780915;-;-;77;962.2;0;14.1;87.7;-;-;-
SMA;18780916;-;-;57;963.2;0.2;15;69.7;-;-;-
SMA;18780917;-;-;43;968.6;0;13.1;78;-;-;-
SMA;18780918;-;-;37;962;0;15.1;83.7;-;-;-
SMA;18780919;-;-;97;963.9;1.5;13.1;85;-;-;-
SMA;18780920;-;-;50;961.7;0;11.9;80.3;-;-;-
SMA;18780921;-;-;100;963.7;5.6;10;92;-;-;-
SMA;18780922;-;-;57;961.2;0;11;84;-;-;-
SMA;18780923;-;-;100;953.3;8.6;11;90;-;-;-
SMA;18780924;-;-;100;952.5;33;9.1;94.3;-;-;-
SMA;18780925;-;-;100;953.2;16.3;8.9;96.7;-;-;-
SMA;18780926;-;-;70;960.8;0.3;11.2;86.7;-;-;-
SMA;18780927;-;-;47;965.3;0;11.9;89;-;-;-
SMA;18780928;-;-;20;966.6;0;11.2;86;-;-;-
SMA;18780929;-;-;13;963.7;0;11.2;89.3;-;-;-
SMA;18780930;-;-;60;961.4;0;15;78;-;-;-
SMA;18781001;-;-;90;965.1;1;12.7;79;-;-;-
SMA;18781002;-;-;47;969.9;0.5;9.9;83.7;-;-;-
SMA;18781003;-;-;50;969.7;0;9.2;89;-;-;-
SMA;18781004;-;-;43;969.3;0;10.6;93.3;-;-;-
SMA;18781005;-;-;40;968.9;0;11.4;91;-;-;-
SMA;18781006;-;-;53;965.4;0;10.7;93;-;-;-
SMA;18781007;-;-;60;960.9;0;11.9;87.7;-;-;-
SMA;18781008;-;-;90;954.5;7.6;12;87.3;-;-;-
SMA;18781009;-;-;53;960.3;0.3;11.3;91.7;-;-;-
SMA;18781010;-;-;70;960.6;5.2;10.9;88;-;-;-
SMA;18781011;-;-;63;967.1;0;10.9;79;-;-;-
SMA;18781012;-;-;80;968.2;0;9.6;81.3;-;-;-
SMA;18781013;-;-;93;968.5;0;8.9;81.7;-;-;-
SMA;18781014;-;-;100;959.1;0.3;8.5;88;-;-;-
SMA;18781015;-;-;30;960.1;0;10.3;85.7;-;-;-
SMA;18781016;-;-;40;964.7;0;9.9;88;-;-;-
SMA;18781017;-;-;83;962.4;0;9.7;90.7;-;-;-
SMA;18781018;-;-;83;955.6;5.8;11.6;89.3;-;-;-
SMA;18781019;-;-;100;957.1;6.2;11.6;90.7;-;-;-
SMA;18781020;-;-;47;959;0.2;12.4;83;-;-;-
SMA;18781021;-;-;93;954.8;0.5;11.1;90;-;-;-
SMA;18781022;-;-;83;950.5;3.6;12.5;91;-;-;-
SMA;18781023;-;-;27;958.6;0;9.5;71.7;-;-;-
SMA;18781024;-;-;43;958.4;0.2;11.9;66.3;-;-;-
SMA;18781025;-;-;67;950.1;21.4;10.5;83.7;-;-;-
SMA;18781026;-;-;37;951.6;0;10.3;77.7;-;-;-
SMA;18781027;-;-;73;949.7;21.6;9.2;83.7;-;-;-
SMA;18781028;-;-;77;956.6;1.4;6.5;85;-;-;-
SMA;18781029;-;-;67;957.4;1.8;4.6;81.7;-;-;-
SMA;18781030;-;-;63;954.4;1;2.5;81.3;-;-;-
SMA;18781031;-;-;73;957.8;1;2.1;74;-;-;-
SMA;18781101;-;-;50;960.5;0;2;87;-;-;-
SMA;18781102;-;-;60;959.8;0;0.6;86;-;-;-
SMA;18781103;-;-;97;962;0.3;0.2;92;-;-;-
SMA;18781104;-;-;67;955.2;0;1.3;80;-;-;-
SMA;18781105;-;-;53;948.1;4.8;2.1;82.3;-;-;-
SMA;18781106;-;-;73;947;2.8;1.2;89.3;-;-;-
SMA;18781107;-;-;60;954.1;0.2;2.2;77;-;-;-
SMA;18781108;-;-;27;958.2;3;3;70.7;-;-;-
SMA;18781109;-;-;100;962.7;4.7;1.7;80.3;-;-;-
SMA;18781110;-;-;37;963.5;0;1.2;81.7;-;-;-
SMA;18781111;-;-;90;954.9;8.6;3.8;83.3;-;-;-
SMA;18781112;-;-;20;953.6;0;2.9;83.3;-;-;-
SMA;18781113;-;-;83;944.8;2.8;2.2;83;-;-;-
SMA;18781114;-;-;100;944.9;5.1;1;96;-;-;-
SMA;18781115;-;-;63;947.7;0;2.7;77.3;-;-;-
SMA;18781116;-;-;50;950;0;2.2;84.3;-;-;-
SMA;18781117;-;-;60;953.5;0;3.3;90;-;-;-
SMA;18781118;-;-;97;957.9;0;-0.2;92.3;-;-;-
SMA;18781119;-;-;100;964.2;0;1.8;80;-;-;-
SMA;18781120;-;-;100;963.1;0;2;85.7;-;-;-
SMA;18781121;-;-;100;956.8;22;0.8;99.3;-;-;-
SMA;18781122;-;-;73;961.1;0;0;95.7;-;-;-
SMA;18781123;-;-;97;963.6;0;-0.6;96;-;-;-
SMA;18781124;-;-;97;960.8;0;1.2;93.3;-;-;-
SMA;18781125;-;-;73;953.6;0;2.7;85.3;-;-;-
SMA;18781126;-;-;80;951.7;3.2;4.4;95;-;-;-
SMA;18781127;-;-;80;947;0.4;4.8;96;-;-;-
SMA;18781128;-;-;77;948.6;3.4;6.2;90;-;-;-
SMA;18781129;-;-;87;953.1;0.2;3.8;91.3;-;-;-
SMA;18781130;-;-;100;960;0.6;0.9;92;-;-;-
SMA;18781201;-;-;77;956.5;0;-1.2;90;-;-;-
SMA;18781202;-;-;100;952.5;0;-1.8;94;-;-;-
SMA;18781203;-;-;100;955.6;0;-0.4;84.7;-;-;-
SMA;18781204;-;-;100;957.2;0;-0.5;90;-;-;-
SMA;18781205;-;-;100;957.3;12.8;0.6;90.7;-;-;-
SMA;18781206;-;-;90;954.9;1.8;-0.2;89.3;-;-;-
SMA;18781207;-;-;47;952;0;-3.2;72;-;-;-
SMA;18781208;-;-;93;941.8;1;-4.6;87.7;-;-;-
SMA;18781209;-;-;97;946.2;4.6;-2.6;93;-;-;-
SMA;18781210;-;-;53;954.3;1.4;-6.7;88.7;-;-;-
SMA;18781211;-;-;100;947.6;3.4;-8.2;90;-;-;-
SMA;18781212;-;-;63;954.7;0;-8.6;88;-;-;-
SMA;18781213;-;-;93;950.4;1.4;-8.7;96.7;-;-;-
SMA;18781214;-;-;83;950.1;0;-4.3;92;-;-;-
SMA;18781215;-;-;63;952.1;0;-2.1;78.3;-;-;-
SMA;18781216;-;-;20;952.5;3;-5.1;77.7;-;-;-
SMA;18781217;-;-;100;941.2;6.2;-0.4;95.3;-;-;-
SMA;18781218;-;-;47;951.1;0;-3.2;81;-;-;-
SMA;18781219;-;-;100;946.4;6.8;-6.1;97.3;-;-;-
SMA;18781220;-;-;100;945.4;22;-0.7;98.7;-;-;-
SMA;18781221;-;-;63;954.1;2.2;-1.4;91.7;-;-;-
SMA;18781222;-;-;20;962.6;0;-3.3;74.7;-;-;-
SMA;18781223;-;-;47;959.5;0;-5.6;77.7;-;-;-
SMA;18781224;-;-;60;969.3;0;-7.8;87.7;-;-;-
SMA;18781225;-;-;93;966.5;0;-10;97.3;-;-;-
SMA;18781226;-;-;73;958.1;3.2;-1.4;97.7;-;-;-
SMA;18781227;-;-;73;953.6;3.6;2.8;88.7;-;-;-
SMA;18781228;-;-;70;957.7;4.8;1.7;95;-;-;-
SMA;18781229;-;-;87;958.3;0;0.6;98.3;-;-;-
SMA;18781230;-;-;100;963.9;6.5;3.1;97;-;-;-
SMA;18781231;-;-;80;963.8;10.6;8.9;82;-;-;-
SMA;18790101;-;-;73;962.7;11.2;7.5;79;-;-;-
SMA;18790102;-;-;93;959.2;11;4.9;79.3;-;-;-
SMA;18790103;-;-;83;956.8;10;6.4;77.7;-;-;-
SMA;18790104;-;-;80;952.1;7.2;5.1;81.7;-;-;-
SMA;18790105;-;-;57;965.2;0.5;-0.7;75.3;-;-;-
SMA;18790106;-;-;17;966.2;0;-3.7;75.7;-;-;-
SMA;18790107;-;-;7;960.9;0;-6.1;84.7;-;-;-
SMA;18790108;-;-;93;945.7;0;-6.2;79.7;-;-;-
SMA;18790109;-;-;97;949;0.2;-8.6;77.7;-;-;-
SMA;18790110;-;-;63;947;4;-7.4;72.3;-;-;-
SMA;18790111;-;-;63;948.3;0;-0.2;89.3;-;-;-
SMA;18790112;-;-;47;962.2;0.3;-1.5;76.7;-;-;-
SMA;18790113;-;-;47;974.1;0;-3.1;80.7;-;-;-
SMA;18790114;-;-;50;968.2;0;-1.8;88.3;-;-;-
SMA;18790115;-;-;100;963.3;3;1.9;85.3;-;-;-
SMA;18790116;-;-;37;961.3;0;0.8;83.3;-;-;-
SMA;18790117;-;-;100;964.1;3.2;0;94;-;-;-
SMA;18790118;-;-;97;964.4;4;-1;93;-;-;-
SMA;18790119;-;-;97;963.9;2.4;-3.2;89.3;-;-;-
SMA;18790120;-;-;100;966;0;-4.3;82.7;-;-;-
SMA;18790121;-;-;100;958.2;0.4;-5.6;85.3;-;-;-
SMA;18790122;-;-;87;956.3;1.4;-2.4;94;-;-;-
SMA;18790123;-;-;67;956;0;1.3;87.3;-;-;-
SMA;18790124;-;-;70;956.6;0;2.1;89;-;-;-
SMA;18790125;-;-;53;957.9;0;2.2;91.7;-;-;-
SMA;18790126;-;-;77;962.2;0;-2.2;97.3;-;-;-
SMA;18790127;-;-;100;967.9;0;-1.7;99.3;-;-;-
SMA;18790128;-;-;100;965.8;0;-1.3;97.3;-;-;-
SMA;18790129;-;-;100;966;0;-1.4;98.3;-;-;-
SMA;18790130;-;-;100;966.4;0;-2.5;98.3;-;-;-
SMA;18790131;-;-;87;965.8;0;-1.2;93.3;-;-;-
SMA;18790201;-;-;80;962.4;0;-1.6;97.7;-;-;-
SMA;18790202;-;-;63;959.4;0;0.2;93.7;-;-;-
SMA;18790203;-;-;93;954.4;19.6;1.9;95;-;-;-
SMA;18790204;-;-;90;952.5;4.5;4.7;92.7;-;-;-
SMA;18790205;-;-;100;960.7;2.8;0;93;-;-;-
SMA;18790206;-;-;57;959.4;0;1.9;88.7;-;-;-
SMA;18790207;-;-;63;959.6;0.2;3.2;79.3;-;-;-
SMA;18790208;-;-;73;958.6;0.8;7.2;79;-;-;-
SMA;18790209;-;-;50;956.8;0.2;6.9;70;-;-;-
SMA;18790210;-;-;87;945.5;21.6;8.4;77;-;-;-
SMA;18790211;-;-;87;940.2;27.6;4.9;94.7;-;-;-
SMA;18790212;-;-;80;948.1;11.6;6.6;82;-;-;-
SMA;18790213;-;-;77;959.3;0;2.5;85.7;-;-;-
SMA;18790214;-;-;90;949.9;1.6;1.5;95.7;-;-;-
SMA;18790215;-;-;97;946;0;1.5;93;-;-;-
SMA;18790216;-;-;67;940.5;2.7;3.3;84.7;-;-;-
SMA;18790217;-;-;70;936;27.4;2.4;86.7;-;-;-
SMA;18790218;-;-;93;938.9;4.2;1;89.7;-;-;-
SMA;18790219;-;-;53;949.8;1;1;86;-;-;-
SMA;18790220;-;-;90;938.4;1.8;2.3;89;-;-;-
SMA;18790221;-;-;70;941.2;2.4;2.4;75;-;-;-
SMA;18790222;-;-;80;940.7;0.8;1.3;92;-;-;-
SMA;18790223;-;-;100;937.8;13;-1.9;96.7;-;-;-
SMA;18790224;-;-;30;951.1;0;-1.9;87.3;-;-;-
SMA;18790225;-;-;100;942.7;7.4;-4.5;92;-;-;-
SMA;18790226;-;-;57;949.5;1.4;-2.3;77.7;-;-;-
SMA;18790227;-;-;97;956.1;1;-2.6;83.7;-;-;-
SMA;18790228;-;-;43;956.4;0;-2.2;85.3;-;-;-
SMA;18790301;-;-;37;962.5;0;-1.3;80.7;-;-;-
SMA;18790302;-;-;87;965.8;0.6;1.7;84.7;-;-;-
SMA;18790303;-;-;37;961;0;0.7;81.7;-;-;-
SMA;18790304;-;-;80;966.4;0;0.7;87.3;-;-;-
SMA;18790305;-;-;67;970.1;0;0.7;86;-;-;-
SMA;18790306;-;-;57;971.6;9;1.8;83.3;-;-;-
SMA;18790307;-;-;63;977.1;0;3.6;88.7;-;-;-
SMA;18790308;-;-;47;979.5;0;1.6;89;-;-;-
SMA;18790309;-;-;40;977.8;0;2.6;82;-;-;-
SMA;18790310;-;-;7;975.8;0;5.3;78;-;-;-
SMA;18790311;-;-;50;970;4;7.1;76.3;-;-;-
SMA;18790312;-;-;93;965.8;1.8;5.6;76.7;-;-;-
SMA;18790313;-;-;67;963.7;3.2;1.6;73.3;-;-;-
SMA;18790314;-;-;30;965.8;0;-1.1;64.7;-;-;-
SMA;18790315;-;-;7;960.8;0;1.9;59.7;-;-;-
SMA;18790316;-;-;77;960.8;0.2;8.5;63.7;-;-;-
SMA;18790317;-;-;57;964.1;0;7.4;79.7;-;-;-
SMA;18790318;-;-;10;960.7;0;5.9;81.3;-;-;-
SMA;18790319;-;-;63;954.6;0;8.1;70.3;-;-;-
SMA;18790320;-;-;37;950.2;0;8.6;76;-;-;-
SMA;18790321;-;-;43;951;0;9.4;73.3;-;-;-
SMA;18790322;-;-;97;946;0;4.8;89.3;-;-;-
SMA;18790323;-;-;100;945.9;0;3.8;87.3;-;-;-
SMA;18790324;-;-;100;948.4;0;1.8;84.7;-;-;-
SMA;18790325;-;-;73;951.2;0.6;3.6;82.3;-;-;-
SMA;18790326;-;-;87;950.8;0.8;5.7;84;-;-;-
SMA;18790327;-;-;50;947;0;5.2;82.7;-;-;-
SMA;18790328;-;-;97;951.4;2;5.9;87.7;-;-;-
SMA;18790329;-;-;73;961.6;8.6;7.1;82.3;-;-;-
SMA;18790330;-;-;67;960.9;3;8.2;88.7;-;-;-
SMA;18790331;-;-;30;958.5;0;11.9;69;-;-;-
SMA;18790401;-;-;63;955.1;0;12.6;61.3;-;-;-
SMA;18790402;-;-;50;945.1;0.2;10.5;75.7;-;-;-
SMA;18790403;-;-;57;947.3;0;5.2;78.7;-;-;-
SMA;18790404;-;-;90;955;0;5.5;73;-;-;-
SMA;18790405;-;-;30;959.3;0;6.7;61.7;-;-;-
SMA;18790406;-;-;37;953.9;0;7.5;65.3;-;-;-
SMA;18790407;-;-;77;940.8;0;12.9;48;-;-;-
SMA;18790408;-;-;37;937.9;1;10.2;66;-;-;-
SMA;18790409;-;-;93;945.3;2.8;7.2;85.3;-;-;-
SMA;18790410;-;-;77;947.9;0;8.6;80.7;-;-;-
SMA;18790411;-;-;90;949.1;5.2;7.4;82.3;-;-;-
SMA;18790412;-;-;100;951.1;11.2;-1.1;98.3;-;-;-
SMA;18790413;-;-;63;950.1;0;-0.3;82.3;-;-;-
SMA;18790414;-;-;63;947.4;1.2;5.6;81.3;-;-;-
SMA;18790415;-;-;83;947;4.7;7.5;81;-;-;-
SMA;18790416;-;-;97;947.6;7.5;5.3;88;-;-;-
SMA;18790417;-;-;100;947.6;7.4;3.9;88.7;-;-;-
SMA;18790418;-;-;97;954.6;0.5;3.7;82;-;-;-
SMA;18790419;-;-;37;957.6;0;5.8;75.7;-;-;-
SMA;18790420;-;-;23;952.4;0;7.7;72.3;-;-;-
SMA;18790421;-;-;70;942.3;1;8.8;71;-;-;-
SMA;18790422;-;-;67;949.2;1;6.5;78;-;-;-
SMA;18790423;-;-;50;949.2;0;9.5;66;-;-;-
SMA;18790424;-;-;83;953.6;12.2;8.8;78.3;-;-;-
SMA;18790425;-;-;90;962.7;1.2;7.8;85;-;-;-
SMA;18790426;-;-;90;956.9;5.5;6.7;87.7;-;-;-
SMA;18790427;-;-;43;949.7;3.4;9.4;70.3;-;-;-
SMA;18790428;-;-;100;951.1;33;6.4;94.3;-;-;-
SMA;18790429;-;-;80;961;1.6;5.7;73;-;-;-
SMA;18790430;-;-;87;964.1;5;4;84.7;-;-;-
SMA;18790501;-;-;57;961.1;0;4.1;82.7;-;-;-
SMA;18790502;-;-;47;958.1;0;6.9;68;-;-;-
SMA;18790503;-;-;77;964.1;0;5.9;66;-;-;-
SMA;18790504;-;-;87;966.6;1.7;4.9;73.7;-;-;-
SMA;18790505;-;-;83;965.8;0;7.4;79.7;-;-;-
SMA;18790506;-;-;50;959.1;4;10.1;78;-;-;-
SMA;18790507;-;-;97;950.6;6.7;5.6;92;-;-;-
SMA;18790508;-;-;90;954.4;0.6;5;86.3;-;-;-
SMA;18790509;-;-;100;947.2;15;7.1;88.7;-;-;-
SMA;18790510;-;-;100;953.7;11.6;4.5;92.3;-;-;-
SMA;18790511;-;-;90;962;3;4.4;84;-;-;-
SMA;18790512;-;-;37;965.8;0;6.2;73;-;-;-
SMA;18790513;-;-;50;967.7;0;8.7;60;-;-;-
SMA;18790514;-;-;30;963.6;6.7;12.2;59;-;-;-
SMA;18790515;-;-;97;964.2;5.8;8.9;87.7;-;-;-
SMA;18790516;-;-;97;963.9;3.7;6.2;90.3;-;-;-
SMA;18790517;-;-;97;962.5;4.9;6.6;87.7;-;-;-
SMA;18790518;-;-;73;955;0.6;10.1;73;-;-;-
SMA;18790519;-;-;47;953.8;0;11.9;68.7;-;-;-
SMA;18790520;-;-;60;960.2;1.4;13;76.3;-;-;-
SMA;18790521;-;-;37;964.7;0;14.1;74;-;-;-
SMA;18790522;-;-;20;965.5;0;14.6;71.7;-;-;-
SMA;18790523;-;-;77;964.5;18.6;14.7;73.3;-;-;-
SMA;18790524;-;-;100;964.4;0.5;7.7;86.7;-;-;-
SMA;18790525;-;-;80;958.2;0;10.5;81.7;-;-;-
SMA;18790526;-;-;100;953.9;16;12.3;88.7;-;-;-
SMA;18790527;-;-;87;948.3;0.5;11.6;86.3;-;-;-
SMA;18790528;-;-;80;949.8;8.6;11.6;75.7;-;-;-
SMA;18790529;-;-;60;959.9;0;9.9;76;-;-;-
SMA;18790530;-;-;80;961.8;1.7;13.4;77;-;-;-
SMA;18790531;-;-;97;960.7;0;13.7;74.3;-;-;-
SMA;18790601;-;-;27;960.2;1.1;15;71;-;-;-
SMA;18790602;-;-;43;962.3;0;15.4;66.3;-;-;-
SMA;18790603;-;-;50;959.3;1;16.6;63.3;-;-;-
SMA;18790604;-;-;90;962.7;0;13.7;77.7;-;-;-
SMA;18790605;-;-;43;956.9;0;19.5;67.7;-;-;-
SMA;18790606;-;-;90;958.5;0.6;15.2;84.7;-;-;-
SMA;18790607;-;-;50;956.4;0;19.9;59.3;-;-;-
SMA;18790608;-;-;77;957.3;6.7;16.3;80.3;-;-;-
SMA;18790609;-;-;77;961.6;1.4;16.2;80;-;-;-
SMA;18790610;-;-;57;964.6;6.2;16.6;75.3;-;-;-
SMA;18790611;-;-;13;965.9;0;19.5;68;-;-;-
SMA;18790612;-;-;60;967.7;5.5;15.6;77;-;-;-
SMA;18790613;-;-;60;969.1;3.5;12.4;83.3;-;-;-
SMA;18790614;-;-;37;968.2;0;15;67.7;-;-;-
SMA;18790615;-;-;3;962.4;0;16.7;65.3;-;-;-
SMA;18790616;-;-;63;954.6;9.8;18.3;69.7;-;-;-
SMA;18790617;-;-;83;954.7;6.2;13.5;89.3;-;-;-
SMA;18790618;-;-;73;959.9;3;13.2;81.3;-;-;-
SMA;18790619;-;-;17;963.2;0;15.8;69.3;-;-;-
SMA;18790620;-;-;50;962.1;5.2;17.4;73.7;-;-;-
SMA;18790621;-;-;27;962.8;0;19.1;74.7;-;-;-
SMA;18790622;-;-;73;963.2;0.5;15.9;81.7;-;-;-
SMA;18790623;-;-;53;960.2;4;17.5;84;-;-;-
SMA;18790624;-;-;77;957.6;33;15.6;88.3;-;-;-
SMA;18790625;-;-;100;957.5;20;12.1;89.7;-;-;-
SMA;18790626;-;-;20;964.7;0;17.3;64.7;-;-;-
SMA;18790627;-;-;3;966.2;0;22.1;59.7;-;-;-
SMA;18790628;-;-;23;963.2;0;25.2;61;-;-;-
SMA;18790629;-;-;40;963.8;10.5;24.2;68.3;-;-;-
SMA;18790630;-;-;73;967.2;0;17.7;76.3;-;-;-
SMA;18790701;-;-;43;957.9;2.6;20.9;77;-;-;-
SMA;18790702;-;-;70;960.6;10;11.4;89;-;-;-
